C1,C2,C3,C4,C5,C6,C7,C8,Marker
0,-6,-1,-1,-2,-1,0,-1,NAN
0,-4,-4,-1,-1,0,0,-1,NAN
0,-4,-2,-1,-2,-1,0,0,NAN
-1,-1,-2,-2,-1,1,-2,-1,NAN
0,0,0,1,0,-2,-2,-3,NAN
-7,-19,-28,-4,-2,-1,-3,-1,NAN
14,58,4,-3,-1,-2,-4,0,NAN
2,29,38,5,0,1,5,0,NAN
-4,-15,-2,-1,-3,1,2,-2,NAN
0,-1,-5,-1,-2,0,-1,-3,NAN
-7,-60,-77,-6,-1,0,-1,-2,NAN
0,-16,-7,-4,-1,-2,-2,-2,NAN
-5,3,11,0,-1,-1,-4,0,NAN
-5,25,-6,-1,1,1,2,-1,NAN
-12,-33,41,-1,-2,-1,-1,-1,NAN
3,-3,-3,-1,-1,-2,-1,3,NAN
-5,-2,14,0,0,-1,1,-1,NAN
-21,-72,-65,-8,-3,-1,-3,-5,NAN
51,30,60,3,1,0,0,2,NAN
3,67,56,10,1,-3,-3,-1,NAN
9,16,10,-2,0,-3,-2,2,NAN
7,-9,-16,-5,-3,-3,-2,-1,NAN
-6,-30,9,-2,-3,-1,-1,-3,NAN
-5,-2,-5,-2,-4,-4,-3,-3,NAN
2,-5,-39,-4,0,-1,-1,-2,NAN
3,8,66,4,-2,0,2,1,NAN
0,-8,-9,-2,0,0,1,2,NAN
10,-19,1,-4,-2,-1,-2,2,NAN
-13,4,13,-2,-2,-4,-5,-7,NAN
2,-11,-22,-1,1,0,-6,-2,NAN
-1,0,-1,-2,-2,-1,1,-1,NAN
-3,-37,-35,-5,-1,0,0,-1,NAN
10,-15,-25,-2,-2,-1,1,1,NAN
2,24,-33,-5,-1,-2,-1,1,NAN
14,30,28,3,1,-1,-3,2,NAN
-4,3,-12,-4,-2,-2,2,-4,NAN
-11,-18,-30,0,0,-1,0,2,NAN
-5,-11,-10,-1,-1,-1,0,0,NAN
11,-32,-24,-6,-4,-1,-9,-2,NAN
8,63,30,4,-1,0,4,3,NAN
7,4,3,1,1,4,7,3,NAN
-4,-4,3,-2,-1,-4,-4,-4,NAN
3,-7,-13,-1,0,-1,6,1,NAN
-3,-12,4,-1,0,-2,-4,-1,NAN
-2,9,24,0,-2,-1,-3,-3,NAN
-7,-24,-33,-2,0,0,-8,-1,NAN
-16,23,46,1,0,-2,-3,-6,NAN
-1,25,12,0,-1,-3,10,-2,NAN
14,8,7,2,2,5,5,7,NAN
-3,-13,-15,-3,-3,-2,-2,-2,NAN
-40,-8,-22,1,0,-3,-3,-3,NAN
-3,-18,-16,-2,-2,-3,-20,-12,NAN
-8,-11,-4,-6,-2,-4,7,-3,NAN
2,19,20,2,0,1,5,1,NAN
-2,-35,-71,-7,-3,-1,-10,-3,NAN
-15,73,82,10,1,2,3,1,NAN
-7,2,4,3,0,-2,-4,1,NAN
-6,-11,-6,-2,-1,-3,0,-1,NAN
6,-7,-19,0,-1,-3,-5,0,NAN
11,-9,-55,-7,-1,-3,-5,-6,NAN
4,16,23,2,0,1,2,0,NAN
3,-3,22,2,-1,0,1,0,NAN
10,2,9,-3,-3,-2,-1,-2,NAN
0,1,38,5,0,-1,-1,0,NAN
5,18,13,0,-3,-5,-17,-7,NAN
7,9,-22,-3,0,3,14,3,NAN
-4,-17,-30,-5,-1,0,1,0,NAN
-1,-22,-9,0,2,2,-2,4,NAN
1,18,8,-2,-1,-4,-5,-4,NAN
-4,-1,-4,-2,-1,-3,-4,-2,NAN
4,17,13,0,0,1,2,-1,NAN
-1,-39,-31,-5,-1,0,4,2,NAN
0,4,-1,-1,-2,-2,-8,-2,NAN
-37,-19,6,0,1,4,5,2,NAN
55,11,13,0,1,-1,-1,-1,NAN
0,-16,-6,-1,-2,-4,-5,-2,NAN
-10,-2,9,0,-4,-2,-3,-2,NAN
5,-1,-5,-3,-1,-5,-15,-5,NAN
-22,-33,-2,1,1,2,2,2,NAN
-6,-13,-13,-3,-3,-3,-4,-5,NAN
17,17,29,0,1,-2,-5,-2,NAN
-6,-8,19,0,-2,0,14,-1,NAN
-6,-1,7,-1,-1,1,-4,-1,NAN
4,-6,-7,1,1,-1,0,0,NAN
-3,-15,-11,-2,0,0,7,1,NAN
-1,14,-10,2,1,0,-4,-3,NAN
-3,54,32,1,-2,-3,-2,-4,NAN
-4,-9,7,0,-2,-1,-12,-2,NAN
-10,-3,-16,0,-2,0,7,0,NAN
-37,-40,-48,-3,-3,-2,18,-1,NAN
-13,15,9,1,0,0,3,3,NAN
-6,8,-4,-2,-2,-2,-4,-3,NAN
13,0,-6,-2,-1,-2,-11,-4,NAN
4,-8,-8,-3,0,-2,-11,-2,NAN
-10,1,32,3,-1,2,11,1,NAN
5,-1,13,0,0,-1,1,0,NAN
-11,-6,-11,-1,-2,-2,4,1,NAN
12,-1,13,-1,-1,-2,-5,-1,NAN
-2,-3,-2,-1,-3,-2,-1,-2,NAN
12,8,-13,-1,-1,0,0,3,NAN
-45,9,4,1,2,1,3,-2,NAN
18,19,8,-4,-1,-2,-6,-4,NAN
-1,-48,-83,-7,-3,-4,-5,-4,NAN
6,48,87,1,0,1,5,1,NAN
-51,-17,3,-1,-2,-1,-1,-3,NAN
4,-1,-3,-1,-3,-2,-5,1,NAN
-11,7,-4,0,1,0,0,-2,NAN
-15,-29,-44,-7,-1,-2,0,-2,NAN
-2,-48,-44,-7,-2,-1,-1,-5,NAN
21,49,45,2,-2,-2,-4,1,NAN
0,-8,-7,-4,-3,-2,-3,-4,NAN
9,3,0,4,1,0,4,2,NAN
-23,-3,-10,-2,0,1,-2,0,NAN
32,-31,-90,-10,-2,-1,-4,0,NAN
9,27,33,2,-1,0,-1,3,NAN
-23,-16,-19,-2,-2,-2,-1,-2,NAN
9,-3,7,-1,-1,0,0,0,NAN
-29,-44,-54,-5,-2,-1,-2,-3,NAN
-3,29,11,-3,-2,-3,-1,0,NAN
5,-1,-14,-1,0,-1,1,0,NAN
28,-18,-15,-2,-2,-2,-1,2,NAN
-10,40,67,7,1,1,-2,0,NAN
-2,-28,-10,0,-1,0,0,-1,NAN
-19,-6,7,-3,-2,-2,-1,-3,NAN
65,-12,-50,-5,0,0,3,3,NAN
4,2,27,2,1,-2,-2,1,NAN
-10,-6,12,-1,-1,-2,-2,-1,NAN
1,-18,-39,0,0,3,1,1,NAN
-4,-1,3,1,2,0,-1,1,NAN
6,18,20,2,-1,-1,-2,-3,NAN
9,-8,-3,0,-1,-1,-1,0,NAN
4,-3,-35,-3,-2,0,2,1,NAN
3,1,17,-1,-4,-2,-4,-2,NAN
-1,35,14,0,0,0,1,-2,NAN
-3,4,5,-1,-2,-3,-3,0,NAN
7,-10,-6,-3,-4,-3,-4,-4,NAN
-7,-3,-11,-2,-3,-2,-2,-1,NAN
-6,7,41,0,-2,-3,-2,-2,NAN
-36,-20,-20,-2,0,-2,0,-3,NAN
-2,-4,5,-2,0,-2,-1,0,NAN
-7,7,-1,-1,-1,-2,-3,-6,NAN
12,-24,-44,-4,-1,0,-1,2,NAN
-6,-6,16,-1,0,0,-1,0,NAN
1,-19,-9,-4,0,-1,-1,-1,NAN
-2,42,52,7,1,2,3,1,NAN
-24,-31,-15,0,1,-1,0,-4,NAN
3,28,35,2,0,-1,0,2,NAN
0,5,-2,-1,-2,-2,0,-3,NAN
-4,17,32,-2,1,-1,-1,2,NAN
2,7,3,-1,1,0,0,1,NAN
18,21,15,-1,0,-1,2,-2,NAN
-4,-2,-17,-4,-2,-1,-2,-1,NAN
-45,-15,-14,0,0,-1,-1,-4,NAN
24,7,8,0,-2,-1,0,1,NAN
4,-11,-13,-2,-1,-2,-1,0,NAN
-1,-18,-24,0,-2,0,-2,2,NAN
3,12,31,0,-1,-1,-3,-2,NAN
-18,1,-32,-1,0,0,2,-3,NAN
8,31,47,2,-2,-1,-5,-6,NAN
0,9,0,-1,0,0,1,0,NAN
12,-12,-23,-4,-1,0,0,0,NAN
-3,-29,-13,-3,-3,-3,-3,0,NAN
6,7,-17,0,0,1,0,-1,NAN
-36,-8,34,6,0,-1,-2,-5,NAN
60,-15,-7,-2,-1,-1,-2,1,NAN
0,-4,1,-2,-2,-3,0,-2,NAN
-9,-7,22,-1,-1,-1,-2,0,NAN
-1,45,48,5,2,1,1,6,NAN
-10,-23,-27,-3,0,-1,-2,-4,NAN
-2,-5,-18,-2,-2,-1,-1,0,NAN
8,3,6,0,0,-1,-2,2,NAN
2,-36,-39,-4,-2,-2,-2,-5,NAN
20,50,36,-1,-1,-1,0,3,NAN
-24,-33,-19,1,1,0,0,-2,NAN
-4,-13,1,-2,0,-1,0,0,NAN
4,-5,-3,-2,-2,-2,-2,-2,NAN
-10,-11,-7,0,-2,-3,-2,-3,NAN
-23,-10,6,-2,-2,0,-4,-4,NAN
53,-29,-47,-3,-2,-2,-1,2,NAN
9,-15,-19,-3,-2,-1,-2,0,NAN
-18,5,-5,1,1,1,1,0,NAN
23,17,28,-1,-3,-3,-1,1,NAN
-10,-9,-52,-7,-3,-3,-1,-3,NAN
7,11,14,0,0,-2,-2,-5,NAN
7,-12,-29,-6,-3,-3,-2,0,NAN
3,-17,2,0,0,0,-1,1,NAN
-7,29,17,2,-2,0,-3,-3,NAN
6,-11,-10,-5,-2,-1,-1,0,NAN
-44,-19,2,-2,-3,0,-1,-3,NAN
39,-25,-1,-1,0,-1,-1,1,NAN
-19,-28,-54,-5,-2,-1,-2,-2,NAN
-36,-39,-26,-1,-1,0,-1,-4,NAN
7,14,13,-1,2,0,0,1,NAN
-2,22,7,-3,-2,-2,-2,1,NAN
-3,-23,-16,-3,-1,-3,0,-3,NAN
25,-2,-11,-3,-1,-2,-4,1,NAN
1,3,-7,-2,-2,-1,-2,-3,NAN
-18,-18,-14,-2,1,2,-1,-1,NAN
2,22,2,5,0,-1,-1,-2,NAN
3,21,41,0,1,-3,-1,-2,NAN
-3,-15,6,-1,-2,-2,1,-1,NAN
6,33,22,0,-2,-1,-2,-2,NAN
-11,-10,-1,-4,-2,-1,-2,-2,NAN
4,11,9,2,-1,1,0,1,NAN
3,-33,-39,-5,-1,-1,-3,-2,NAN
3,36,10,3,2,1,0,2,NAN
9,7,13,2,1,0,2,2,NAN
-13,10,9,-1,-2,-3,-1,-3,NAN
12,9,-1,-2,-2,-3,-2,0,NAN
-9,5,0,-1,-3,-2,-4,-6,NAN
2,7,8,-2,1,0,-1,1,NAN
-22,-16,3,-1,0,-1,1,-4,NAN
2,24,41,0,-1,1,-1,-3,NAN
-2,-7,3,-1,-2,-2,-2,-3,NAN
9,11,-6,0,-2,-1,0,0,NAN
-3,-38,-50,-5,-2,-2,-1,0,NAN
-3,-24,-10,2,1,0,1,0,NAN
-8,4,-10,-3,0,0,-1,-2,NAN
-36,-46,-12,-5,-2,-3,-3,-5,NAN
4,-11,34,6,2,1,-1,1,NAN
3,15,-13,-4,-3,0,-1,-2,NAN
-8,-24,-10,-2,-2,-1,-4,-3,NAN
8,9,18,0,-1,-1,-1,1,NAN
-17,31,34,2,1,1,0,-1,NAN
39,-7,-7,-2,-1,-2,0,-1,NAN
-4,-9,-17,-3,-1,-2,0,-1,NAN
-12,-21,-7,1,0,1,0,2,NAN
3,28,4,-2,-1,-2,-2,-1,NAN
-21,-3,-2,2,1,1,-3,-2,NAN
4,5,8,-1,-1,-1,1,-1,NAN
9,-17,1,1,-1,-1,0,3,NAN
17,28,-9,-3,-1,-2,-3,1,NAN
-4,13,30,3,0,-2,-1,0,NAN
3,-27,-30,-5,-1,-2,0,0,NAN
8,41,49,1,0,-1,-3,0,NAN
-6,-29,-37,-5,-2,1,-1,-4,NAN
-8,21,35,3,-1,-3,0,0,NAN
-12,1,-5,0,0,-3,-1,-1,NAN
-44,7,19,1,1,2,0,-4,NAN
29,-22,-42,-4,0,-2,0,2,NAN
9,17,1,6,2,3,1,-1,NAN
7,3,11,2,-1,0,0,3,NAN
