C1,C2,C3,C4,C5,C6,C7,C8,Marker
-38,51,-15,-8,-3,4,12,-17,NAN
54,-58,-17,-4,-5,-3,-8,-2,NAN
0,29,-16,2,5,4,11,99,NAN
-1,33,-31,-1,0,-4,-14,-39,NAN
-40,9,50,2,0,-1,-1,-17,NAN
-2,-59,10,1,-1,-2,-1,-43,NAN
5,1,-5,-3,-4,-5,-7,11,NAN
-2,-95,-51,-12,-2,2,2,5,NAN
18,64,26,-3,-4,-4,-2,9,NAN
-80,4,-28,-2,1,-1,-3,-70,NAN
4,-29,39,2,-5,-8,-18,-27,NAN
21,3,-7,6,6,4,8,101,NAN
43,31,3,3,0,-4,-13,-27,NAN
-55,47,-74,-19,-8,-3,-9,-44,NAN
52,54,63,10,3,5,27,75,NAN
11,-19,9,3,0,1,0,-54,NAN
-8,-64,-8,0,2,3,-2,33,NAN
42,34,21,8,9,10,29,18,NAN
82,-23,-24,0,3,0,-3,16,NAN
0,9,12,-3,-3,2,12,12,NAN
-16,13,13,8,4,2,-1,31,NAN
-60,-43,-77,-15,-6,-7,-17,-107,NAN
-36,-22,16,6,3,3,6,53,NAN
-20,81,32,1,-1,0,11,-16,NAN
57,-39,-36,-3,-2,-9,-10,51,NAN
-26,-61,-51,-10,-4,-9,-18,-17,NAN
-52,50,23,2,-3,-6,-17,-87,NAN
24,-2,-12,0,-1,-3,-9,11,NAN
1,4,0,-1,-2,-1,-2,-12,NAN
-2,-6,-3,-1,0,0,-3,-2,NAN
-1,-5,-1,2,2,-8,-4,-6,NAN
4,-3,-1,-1,-2,4,2,7,NAN
0,-2,0,3,17,-2,9,-1,NAN
1,6,1,-1,-5,25,-4,3,NAN
7,0,-3,-11,-22,1,2,5,NAN
-14,-3,-3,-9,-17,-26,-2,-15,NAN
2,-4,-2,0,-2,-10,-3,8,NAN
0,0,1,1,15,-1,-2,10,NAN
-8,-2,-1,1,11,10,1,-4,NAN
8,3,1,0,5,13,0,-4,NAN
-11,-2,-1,-1,-2,-6,-1,-10,NAN
-10,-2,-1,-2,-2,-5,-5,-47,NAN
24,7,4,1,3,2,0,81,NAN
-2,-2,-3,0,0,-1,1,-2,NAN
-4,-3,1,0,0,2,-4,-15,NAN
5,-1,0,-1,-5,-7,3,19,NAN
-8,0,-2,0,0,3,1,-22,NAN
-2,-2,-1,0,5,-3,-4,-4,NAN
3,-4,-8,-4,-10,-1,-4,14,NAN
-4,0,16,-2,-13,-8,-2,-4,NAN
1,-2,-3,0,3,-6,0,-11,NAN
0,-3,0,1,2,0,-4,9,NAN
-3,-1,-3,-6,-10,4,-5,-9,NAN
2,-2,-6,-4,-1,-3,2,8,NAN
-3,-3,-2,2,2,-3,-1,-19,NAN
-11,-1,4,3,7,1,-3,-6,NAN
2,1,-1,0,0,4,0,5,NAN
-5,-3,-8,-3,-1,-5,0,-1,NAN
-8,-2,-2,-1,-3,-4,-4,-2,NAN
10,0,-4,1,-2,3,-4,-35,NAN
7,-1,-2,-2,-3,-3,2,30,NAN
-1,-3,-4,-1,1,-2,1,5,NAN
-4,-2,2,0,-2,-2,-4,-22,NAN
-5,-4,-7,-5,-6,-1,-2,0,NAN
-5,0,3,1,1,1,1,2,NAN
3,0,-1,-1,0,-3,0,-1,NAN
-1,-2,-7,-2,-2,-1,-2,-1,NAN
2,1,-1,-1,-2,-1,-1,10,NAN
-1,0,1,1,-1,-3,-1,-2,NAN
-1,0,-4,0,-1,0,-2,-5,NAN
-4,1,0,0,-1,-3,0,-1,NAN
0,-1,-1,1,-1,-1,-1,8,NAN
-6,0,1,-2,-1,-1,-1,-11,NAN
-1,-2,-6,-2,-5,-3,-2,-1,NAN
-4,-3,-1,0,-1,-1,-1,-5,NAN
-1,1,0,1,-1,0,-3,1,NAN
1,-2,-3,-2,0,1,1,-2,NAN
-2,-1,0,1,1,-1,-1,-2,NAN
0,1,0,1,1,0,0,0,NAN
-2,-1,-1,-2,0,-1,-1,6,NAN
0,-1,-1,0,-4,-2,-5,-6,NAN
