C1,C2,C3,C4,C5,C6,C7,C8,Marker
28,11,25,32,36,44,85,73,NAN
-14,-10,-11,-14,-18,-15,5,1,NAN
-8,-7,-4,-6,-7,-4,-25,-8,NAN
0,0,3,-2,-3,-20,-46,56,NAN
-7,5,-3,3,-3,13,13,9,NAN
-3,-4,-2,0,0,-35,-91,-51,NAN
3,5,5,8,3,20,102,42,NAN
-6,-4,-4,-5,5,9,-74,-13,NAN
-13,-9,-7,-9,-10,-44,-26,50,NAN
-2,1,4,0,-1,6,-61,-30,NAN
-28,-12,-10,-17,-28,-78,-106,10,NAN
23,14,0,3,14,31,3,-3,NAN
9,-24,4,10,12,-11,-28,5,NAN
-10,-6,-7,4,13,58,103,-5,NAN
2,-2,-2,-12,-19,-67,-107,70,NAN
-25,3,5,4,14,95,127,-32,NAN
35,4,-9,-5,-4,-22,-77,-22,NAN
-20,2,8,9,13,21,34,22,NAN
8,7,0,8,17,37,-68,-90,NAN
13,2,6,-3,-24,-77,-50,21,NAN
-32,-19,-20,-27,-27,-4,-15,-110,NAN
4,9,10,6,2,-30,39,32,NAN
14,7,3,9,13,33,55,53,NAN
-20,-9,-10,-9,-17,-32,1,2,NAN
55,24,16,20,42,107,74,102,NAN
-13,43,15,7,7,-6,-45,-85,NAN
-27,-16,-14,-15,-22,-49,-87,-40,NAN
11,-13,-11,0,3,-17,-78,63,NAN
-39,-46,-4,-12,-24,-54,-10,-98,NAN
5,-2,12,26,31,54,-29,125,NAN
60,37,11,-1,2,2,94,73,NAN
-23,17,-1,2,7,32,78,-69,NAN
-13,-55,-45,-21,-18,-43,-59,-49,NAN
9,17,13,5,5,23,56,98,NAN
-46,1,26,24,35,59,6,9,NAN
65,-2,21,7,7,22,17,116,NAN
50,14,-5,11,25,43,86,127,NAN
-44,-55,-34,-26,-30,-53,-32,-109,NAN
-8,4,4,2,3,14,-1,-16,NAN
-17,48,17,-4,-28,-60,-8,-59,NAN
-36,-29,-11,1,1,-9,-64,-37,NAN
3,-76,-51,-12,5,-14,-22,-11,NAN
35,61,0,-11,-8,15,42,-59,NAN
-5,43,68,23,12,41,-19,52,NAN
7,19,4,-9,-25,-48,27,-12,NAN
-5,-4,22,10,29,27,-57,36,NAN
49,-116,-55,-4,0,-9,-40,8,NAN
-36,-43,-22,-9,-5,8,36,-69,NAN
0,61,20,-3,-13,-17,-79,-66,NAN
15,9,-5,-15,-33,-44,-25,-43,NAN
-118,-117,-45,-21,-18,-31,-74,65,NAN
120,29,-4,1,5,4,41,41,NAN
-73,-82,-35,-4,5,14,-28,-101,NAN
-31,119,89,36,13,23,84,88,NAN
8,92,64,9,-28,-67,-114,-96,NAN
71,36,29,9,-3,-10,82,95,NAN
-64,-50,-31,-9,13,41,-17,-11,NAN
24,-18,-10,-8,2,21,28,-38,NAN
-72,11,-33,-25,-39,-67,-79,-90,NAN
63,24,30,34,70,100,87,88,NAN
-65,7,3,6,-9,-43,-92,-42,NAN
52,27,55,0,-23,-44,-46,-72,NAN
35,-47,-45,32,45,52,57,60,NAN
-63,-43,-85,-47,-34,-56,-71,-99,NAN
127,23,22,10,7,15,43,107,NAN
-103,110,63,2,-12,-29,-107,-102,NAN
77,110,112,46,27,47,120,61,NAN
10,-59,-37,-11,-27,-34,38,39,NAN
23,33,30,13,30,40,4,127,NAN
-32,-22,-26,-26,-34,-62,-38,-74,NAN
33,43,19,9,15,75,74,25,NAN
-80,-76,-34,-3,6,-9,-118,31,NAN
16,49,51,-17,-24,-43,21,-117,NAN
42,-89,-94,-9,24,88,90,71,NAN
-40,-53,-39,-12,-9,-57,-70,5,NAN
-17,50,-11,4,7,21,29,-31,NAN
-70,-34,25,-17,-24,-29,9,-26,NAN
-19,-25,-99,-2,7,-9,-41,3,NAN
14,53,84,20,22,80,76,39,NAN
-6,-27,-48,16,8,-8,-105,-15,NAN
81,42,-78,-36,-25,-52,-77,-49,NAN
-57,-4,43,17,18,50,55,25,NAN
72,-80,-67,-17,-8,-26,-32,-45,NAN
-6,20,35,-22,-29,-33,8,-68,NAN
79,48,26,29,20,26,74,84,NAN
6,-7,-9,-11,-11,-19,36,20,NAN
-77,-33,-31,-34,-38,-104,-107,-80,NAN
-27,24,31,17,17,36,23,9,NAN
71,16,-28,4,1,-4,-109,-105,NAN
27,65,74,12,3,49,127,48,NAN
18,-45,-75,8,26,8,7,55,NAN
43,74,54,-9,-22,-6,-21,-54,NAN
-120,1,-46,-7,-17,-63,-88,-58,NAN
75,59,59,13,17,80,76,65,NAN
4,-56,-35,-14,-17,-32,-63,-91,NAN
-48,-49,-21,-18,-12,-41,-60,-37,NAN
57,19,-7,18,20,95,98,84,NAN
10,-23,-26,-27,-42,-119,-128,-101,NAN
-60,-42,15,5,5,14,-2,43,NAN
24,-10,4,-10,3,34,79,6,NAN
-66,-24,37,9,1,-26,-48,-57,NAN
38,-27,-39,-7,0,-19,30,81,NAN
1,49,27,-8,-11,-14,-25,-18,NAN
-20,-11,-44,-15,-6,-6,5,-16,NAN
28,36,76,15,-7,-16,-34,-11,NAN
58,-13,-109,-10,23,36,-23,14,NAN
74,60,-22,14,21,63,107,39,NAN
-40,5,20,22,3,-16,-92,-41,NAN
-72,-45,-49,-33,-20,-20,4,-66,NAN
70,-38,41,8,0,0,28,27,NAN
-62,-13,-13,-17,-15,-14,-3,-87,NAN
31,4,-12,1,9,7,4,11,NAN
13,16,23,9,6,19,9,27,NAN
-98,-24,-11,-12,-10,-28,-25,-46,NAN
33,-13,22,16,15,10,4,17,NAN
-24,78,50,-17,-22,-28,22,37,NAN
-23,-90,-25,-4,10,16,17,43,NAN
42,-48,-8,5,-5,-15,-7,12,NAN
8,34,27,2,-10,-13,-34,10,NAN
50,3,13,1,14,7,-39,-26,NAN
5,-19,19,0,2,6,51,58,NAN
-96,-52,-51,-16,-3,-8,22,-80,NAN
0,10,14,-6,-7,-1,-3,6,NAN
-43,-30,-11,1,-4,-14,-27,-47,NAN
-13,6,-22,-11,-11,-20,-26,3,NAN
16,7,9,14,18,32,-20,-24,NAN
-19,21,40,-7,-2,8,23,20,NAN
-19,-50,-49,-9,-9,-19,-38,-21,NAN
-13,5,30,10,8,1,13,-19,NAN
-66,-52,-34,-18,-25,-55,-112,-71,NAN
89,99,90,41,25,50,109,91,NAN
-15,-76,-72,-10,-11,-21,-35,1,NAN
18,-18,16,0,10,48,113,28,NAN
-1,28,26,9,1,-7,-34,-37,NAN
-18,-24,-35,-5,4,5,22,-24,NAN
3,12,35,9,6,13,-2,-9,NAN
-11,-4,-45,-18,-13,-33,-53,-5,NAN
8,27,4,-4,-2,3,61,97,NAN
1,-37,4,2,-6,-21,-62,-102,NAN
-33,14,8,9,8,-10,0,53,NAN
17,-5,-28,-15,4,40,34,28,NAN
-11,19,28,9,7,15,6,47,NAN
-40,-14,-17,-15,-6,4,-52,-23,NAN
17,13,20,6,1,-1,28,10,NAN
-23,-53,-51,-2,-8,-33,-32,-41,NAN
-57,18,12,-5,-2,10,64,-24,NAN
105,76,16,-2,3,0,-15,42,NAN
-95,-7,-2,2,0,-5,-53,-117,NAN
10,-4,9,15,22,45,106,122,NAN
60,38,58,13,-12,-29,-67,-103,NAN
-91,-61,-43,-10,2,23,50,-31,NAN
28,-7,4,-5,-5,1,7,0,NAN
-18,40,28,-1,-8,-22,-50,-18,NAN
55,-21,-17,-2,-3,-4,2,19,NAN
-87,-8,6,6,3,-13,-40,10,NAN
49,-27,2,-7,-2,-2,-8,-19,NAN
-83,14,4,11,12,37,36,24,NAN
64,-11,-24,-6,-2,-7,-8,-13,NAN
-105,-42,-29,-25,-19,-40,-67,-31,NAN
99,7,-5,4,21,78,99,77,NAN
15,45,45,34,12,-10,-25,-16,NAN
-34,-9,-19,-8,13,69,63,-33,NAN
-28,-9,-29,-4,-11,-38,-37,-60,NAN
-83,-22,-17,-9,-18,-33,-22,-43,NAN
31,16,34,-2,-4,-3,27,87,NAN
47,43,47,10,2,-13,5,11,NAN
59,-11,-42,-5,-10,-22,-26,53,NAN
-5,8,53,21,22,62,38,-6,NAN
-19,-17,-18,-8,-14,-19,-34,-1,NAN
-36,-23,15,2,0,-29,-44,41,NAN
50,24,12,-9,-12,4,80,20,NAN
-8,29,8,-5,-14,-72,-89,11,NAN
-1,-27,-40,-4,17,84,94,-25,NAN
-78,-22,9,-3,-10,-45,-49,-22,NAN
36,47,60,-5,0,18,-45,16,NAN
5,-65,-118,-9,-4,-35,-64,9,NAN
-48,81,116,4,-19,-29,-64,-125,NAN
-35,-120,-128,-6,3,-25,-59,16,NAN
4,16,47,-1,-2,1,29,-26,NAN
-6,11,2,-4,-6,1,-2,42,NAN
41,12,-2,-2,10,26,45,-32,NAN
21,76,65,14,21,50,64,68,NAN
-10,-13,-11,7,-1,-19,-86,-24,NAN
-16,-57,-23,14,12,42,82,68,NAN
-10,-12,-23,-16,1,26,62,-27,NAN
5,-28,17,-3,-9,-18,-30,-7,NAN
38,40,-62,-12,-6,-40,-43,6,NAN
-43,32,78,4,-11,-26,-46,-36,NAN
12,-106,-128,-21,-24,-56,-74,0,NAN
-9,60,85,9,0,10,63,-30,NAN
-23,-41,-20,1,20,49,-5,3,NAN
23,24,26,0,-7,4,91,-18,NAN
-20,1,-10,-13,-5,18,4,-5,NAN
7,20,10,-1,5,24,-58,-30,NAN
-2,-16,12,11,1,-34,35,7,NAN
