C1,C2,C3,C4,C5,C6,C7,C8,Marker
-1,0,0,1,-4,5,1,1,NAN
-1,-2,-2,0,-6,-9,2,2,NAN
0,-2,-4,-1,-7,-9,2,0,NAN
1,0,2,1,9,-17,1,0,NAN
0,-1,-1,-1,-14,62,9,1,NAN
0,-1,-2,-1,21,-68,-18,-3,NAN
0,1,0,1,9,16,-2,-3,NAN
0,-1,-2,-1,-2,8,-2,0,NAN
1,-3,1,-2,-4,85,8,-1,NAN
-3,-2,-4,-3,8,-64,-16,-4,NAN
-2,-4,-11,-3,31,72,10,-2,NAN
-1,-1,1,-4,-11,-25,-7,2,NAN
-1,-3,-1,0,-10,-42,-8,0,NAN
-1,11,5,2,8,18,-5,-3,NAN
0,2,-2,-1,-13,-108,-9,0,NAN
-2,-6,1,0,18,64,-9,-6,NAN
-1,3,4,1,19,-3,-6,-5,NAN
-4,-8,-42,-14,-34,-66,2,1,NAN
1,-3,0,-3,8,78,3,0,NAN
2,2,3,-2,-14,-51,5,1,NAN
0,-1,-8,0,24,-22,-12,-1,NAN
3,0,1,-8,-113,-1,50,7,NAN
0,5,6,12,98,85,-24,-2,NAN
0,-2,-4,-3,-28,31,-3,1,NAN
-2,-3,11,5,38,48,-8,0,NAN
-4,-1,2,-6,17,-81,-54,-11,NAN
1,1,2,-6,-9,26,7,-1,NAN
-1,-1,4,0,-13,-1,8,0,NAN
4,0,-2,4,14,-1,2,2,NAN
-2,0,12,1,-31,-128,-4,1,NAN
0,-2,-1,6,21,-116,-27,1,NAN
2,-2,-3,3,29,79,0,1,NAN
-2,-1,-1,7,65,0,5,-5,NAN
2,-2,2,3,26,14,2,1,NAN
-2,-6,-11,-3,-8,14,1,-1,NAN
-3,-1,7,-3,24,127,25,-2,NAN
-1,-2,-1,-1,-22,43,9,4,NAN
-1,-1,-6,-3,0,-4,-4,-1,NAN
-1,-1,1,-5,-34,19,8,-4,NAN
-1,-1,-3,2,30,-85,-21,-3,NAN
0,-1,0,-2,-14,-5,0,1,NAN
0,-1,-4,-2,-1,-31,-10,-2,NAN
0,2,5,-4,-17,12,6,2,NAN
-1,-2,-7,-4,-35,80,20,0,NAN
0,1,-10,0,-37,-27,-5,0,NAN
-2,-5,15,0,63,-90,-32,-6,NAN
1,1,5,1,5,8,3,2,NAN
0,-1,-4,-13,-91,53,20,-1,NAN
-4,-3,1,10,106,45,-38,-9,NAN
-2,1,2,-1,-22,77,9,-2,NAN
-5,-5,-11,1,58,42,-10,-6,NAN
-1,-1,-5,-2,-43,-38,15,4,NAN
0,-3,-7,-5,-37,90,34,2,NAN
0,1,7,0,7,2,-22,-1,NAN
-2,-2,-6,-7,-41,-92,0,1,NAN
0,1,-1,4,28,20,2,2,NAN
-5,6,4,0,-4,-55,-4,-1,NAN
0,-6,0,0,2,70,14,2,NAN
0,9,18,3,-18,0,6,-1,NAN
-4,-4,-10,4,75,127,-7,-4,NAN
-3,4,-2,2,52,127,5,-3,NAN
-11,-2,2,-3,27,-91,-50,-11,NAN
-3,4,18,3,27,41,-3,-1,NAN
-1,-1,-2,-1,-53,41,33,4,NAN
-6,-3,-7,4,74,-98,-66,-9,NAN
-1,-2,-5,-13,-70,101,27,3,NAN
2,6,8,3,-3,-1,7,4,NAN
-1,-1,5,1,-5,-9,3,2,NAN
-3,0,-1,0,14,53,9,2,NAN
0,0,-3,-8,-62,-32,10,2,NAN
2,1,1,-7,-8,-32,4,0,NAN
0,0,2,4,7,62,14,1,NAN
0,-1,0,6,39,52,4,0,NAN
-2,-3,-3,-8,-23,-41,-9,-2,NAN
25,7,5,-1,3,44,26,-6,NAN
-11,17,8,3,1,-72,21,2,NAN
-33,-8,-6,-8,-5,12,-92,-6,NAN
-2,-6,-4,-5,-5,6,52,20,NAN
1,11,14,4,5,10,-37,-7,NAN
20,2,-6,1,5,5,42,30,NAN
-5,-1,1,-2,-11,-15,-18,-18,NAN
-8,-15,-2,-4,-7,5,25,17,NAN
-41,-1,6,-2,-9,-39,-72,8,NAN
-9,-10,-3,-2,0,12,42,12,NAN
27,8,2,3,-3,-9,6,-13,NAN
4,-1,-3,4,10,0,-3,4,NAN
-12,-5,1,0,11,45,25,38,NAN
17,7,0,-1,7,-41,-9,-23,NAN
-11,6,7,2,-7,-46,-7,-2,NAN
9,3,0,4,3,4,-8,-6,NAN
2,-3,0,4,15,8,-17,43,NAN
-2,4,5,4,14,12,38,14,NAN
-6,-2,-1,-3,3,9,79,20,NAN
13,-2,-3,0,-3,7,-26,-35,NAN
-3,5,1,2,8,21,-3,-26,NAN
-11,-17,-4,-1,-4,-18,-2,-2,NAN
-1,-3,-1,-14,-26,42,12,6,NAN
0,3,4,10,16,49,2,-2,NAN
5,-2,0,1,-12,-16,49,27,NAN
-4,1,-6,-9,14,19,16,4,NAN
0,1,1,-2,-15,7,-16,0,NAN
-3,0,-3,-10,-36,-33,0,-4,NAN
-1,3,3,4,-2,-1,0,2,NAN
0,-2,-2,-4,-4,3,2,-2,NAN
-2,-4,-3,-4,-5,-3,-9,-2,NAN
1,0,1,1,8,3,3,1,NAN
0,0,-1,1,0,2,-5,-5,NAN
1,-1,0,1,21,25,2,0,NAN
-3,-5,-4,-2,5,8,0,-1,NAN
-1,1,1,0,-11,2,1,0,NAN
-1,2,0,1,-21,-36,0,0,NAN
-1,-3,-3,1,54,78,3,0,NAN
-1,-2,-3,-6,-22,78,17,0,NAN
-4,0,7,-3,19,-102,-35,-7,NAN
-17,-29,-2,-3,6,24,0,-3,NAN
1,2,-6,-4,-6,57,9,2,NAN
2,-5,-9,3,30,29,-6,-4,NAN
0,9,-1,-3,16,-3,3,1,NAN
2,10,9,0,3,-9,0,0,NAN
-2,-19,-6,0,0,31,8,0,NAN
