C1,C2,C3,C4,C5,C6,C7,C8,Marker
0,-1,-1,0,5,36,-52,-6,NAN
-3,0,1,-1,-4,-52,49,5,NAN
0,-2,0,-4,-2,-6,-6,-9,NAN
-3,0,0,3,4,-14,3,-3,NAN
0,0,1,2,-2,10,13,1,NAN
1,1,0,-1,-1,20,8,4,NAN
-1,0,-2,-2,1,-4,6,-1,NAN
1,0,0,1,-1,7,0,4,NAN
2,0,1,1,-1,10,9,40,NAN
-2,-1,1,3,16,26,-8,-3,NAN
0,-2,-3,-8,-3,1,-8,1,NAN
-1,1,-2,-3,-2,6,-2,3,NAN
-3,-2,0,1,0,-39,13,-2,NAN
-2,-2,-2,0,4,14,9,-1,NAN
1,1,1,-2,-1,6,7,0,NAN
2,-1,-1,0,1,-6,-51,-2,NAN
-2,-1,0,-4,-7,-43,-14,-5,NAN
1,0,-1,-1,6,34,-2,9,NAN
-1,-1,-1,-2,4,17,16,-1,NAN
-2,-1,2,4,3,16,23,5,NAN
0,0,-2,-1,0,11,8,3,NAN
-3,-1,2,-2,-4,-4,-3,-3,NAN
-1,1,1,0,1,-5,56,3,NAN
-2,-1,0,6,6,7,2,4,NAN
-1,-1,0,0,-7,-36,-1,3,NAN
2,2,1,0,4,16,-9,-4,NAN
-2,-2,-3,-3,2,23,9,4,NAN
-2,0,-1,-1,-6,-21,-14,0,NAN
-2,-2,0,-1,4,7,7,1,NAN
-2,-1,-1,-3,-3,9,-16,-16,NAN
0,2,-1,-1,2,6,27,-4,NAN
0,-1,-1,-4,4,21,-2,-2,NAN
-2,-1,-1,-2,2,13,63,0,NAN
0,1,-1,-1,3,10,9,3,NAN
0,-1,0,-2,-4,-11,-11,15,NAN
1,0,0,2,-1,-3,5,-13,NAN
1,0,0,4,1,-44,-10,4,NAN
-2,-2,-4,-5,-9,-1,-5,-1,NAN
-1,-1,1,-1,5,28,0,-4,NAN
-1,0,1,-1,0,-14,-14,3,NAN
-1,0,3,4,7,4,10,5,NAN
-1,-1,1,0,-5,7,-11,-4,NAN
-3,-2,-2,0,0,9,-11,-10,NAN
1,0,1,0,4,43,23,9,NAN
-2,-2,-3,-6,-9,-10,-43,-29,NAN
4,2,2,3,2,26,81,48,NAN
0,-1,-2,-1,0,7,-11,-21,NAN
-1,-3,-4,-5,-5,-12,-27,-13,NAN
-1,0,-1,2,-5,-6,3,10,NAN
0,-1,1,2,-1,-11,-13,-3,NAN
-1,0,1,4,6,1,6,9,NAN
-2,-1,-3,-5,-3,-53,-22,-11,NAN
-2,-4,-2,0,-4,-37,2,-3,NAN
0,2,0,-1,-5,-34,-50,-2,NAN
0,0,0,-1,5,-2,19,11,NAN
-1,-1,0,3,3,20,-9,-11,NAN
0,0,-1,-3,-5,-6,4,2,NAN
-2,0,0,1,0,6,-4,-2,NAN
1,0,-2,-1,-5,10,5,1,NAN
-2,-1,-2,-2,3,33,11,-2,NAN
-1,-3,-2,-3,-9,-27,-6,-4,NAN
0,0,0,0,0,-3,-5,-2,NAN
2,0,-2,-1,-1,6,4,17,NAN
0,-1,-1,-1,-1,22,24,19,NAN
0,0,-1,-2,3,-36,-4,-7,NAN
0,1,0,4,3,-8,3,-1,NAN
1,-2,-3,-2,-6,16,14,2,NAN
-4,0,0,0,-1,7,-19,-12,NAN
1,4,3,7,12,19,-4,-11,NAN
2,1,2,1,-5,-34,-11,28,NAN
-1,0,0,-2,1,1,49,18,NAN
-3,-2,-1,1,1,-3,-15,-21,NAN
-2,-1,0,-1,0,6,1,3,NAN
-1,1,1,-2,-1,3,9,-4,NAN
-2,-2,-2,0,1,5,15,3,NAN
-1,-1,-1,1,7,10,-10,-3,NAN
0,-1,-4,-8,-13,-39,-8,-4,NAN
0,0,-4,-1,1,18,-39,-2,NAN
-4,-2,0,-4,-3,-2,39,-33,NAN
3,1,-3,-1,-5,-22,18,31,NAN
-2,-2,-2,-1,1,-14,-15,1,NAN
0,1,2,1,4,11,0,-2,NAN
0,1,0,1,-7,-26,-25,-3,NAN
-2,-1,0,-1,6,6,13,-1,NAN
0,-1,-3,-6,-6,-1,-16,0,NAN
-2,-3,-1,-2,1,2,23,8,NAN
-1,0,0,-1,-9,-56,-10,9,NAN
0,-2,-1,-4,-5,-44,-28,-8,NAN
-2,-2,-3,-3,4,22,2,-11,NAN
3,3,0,0,-4,0,-16,27,NAN
1,0,0,1,4,-53,10,17,NAN
-5,1,-1,-1,1,-2,-39,-43,NAN
0,-2,-3,0,-3,6,-6,-3,NAN
0,-1,0,0,3,14,19,7,NAN
-1,-2,1,5,0,28,9,2,NAN
-2,-2,0,1,1,-16,5,-2,NAN
-1,1,1,-5,-2,3,-6,-2,NAN
-1,-2,-3,-1,-2,6,-14,-4,NAN
-1,0,1,2,2,11,75,5,NAN
-4,-2,-1,-1,0,-12,-11,-3,NAN
-2,-2,-2,-3,-1,-26,-17,5,NAN
1,0,0,0,1,12,11,-3,NAN
1,-2,-2,0,7,20,16,0,NAN
1,-1,-3,-4,-9,4,-12,-1,NAN
0,0,3,-1,-3,-50,-21,8,NAN
-4,0,-1,-2,-4,-15,-29,-51,NAN
-3,0,-2,-2,-1,-1,2,-8,NAN
-1,0,1,6,2,-6,-34,-7,NAN
-3,-1,-3,-4,-6,8,10,-8,NAN
-2,-2,0,-1,2,24,-7,5,NAN
2,0,0,1,2,7,7,-1,NAN
-3,-1,-1,-1,1,-8,-36,-32,NAN
0,1,1,2,6,-4,8,7,NAN
0,1,2,1,-3,-8,-22,-21,NAN
2,-3,-1,-5,-4,11,6,-6,NAN
-1,-2,-2,-3,-1,-10,-9,7,NAN
1,-3,-2,-3,-8,-16,4,0,NAN
-2,0,0,-2,-1,17,6,9,NAN
-1,0,0,-2,-6,-5,-3,-4,NAN
-2,-1,-2,-2,-3,-5,-5,-21,NAN
3,4,3,6,7,4,-16,2,NAN
1,-2,-3,-6,-6,-7,-9,11,NAN
-2,-1,-1,0,0,0,0,-11,NAN
-2,0,0,-2,1,18,-6,4,NAN
-3,-2,-1,0,3,21,-7,-11,NAN
2,0,0,3,-4,-6,-1,4,NAN
-1,-2,1,0,0,12,-10,0,NAN
0,-1,-1,-2,1,8,12,15,NAN
0,-1,0,3,-2,11,9,-1,NAN
0,-2,1,2,1,-20,-8,-2,NAN
1,0,0,-2,-6,-33,-13,0,NAN
1,0,-2,1,-1,3,3,0,NAN
-2,-3,-1,-4,-10,21,5,-20,NAN
2,1,1,0,2,0,4,41,NAN
-1,-1,-3,-3,5,12,4,4,NAN
-1,0,-1,0,-2,-9,-55,-20,NAN
-1,-1,-3,-3,-1,-8,-6,-3,NAN
-2,-2,-2,-4,-6,0,-4,-7,NAN
1,1,0,2,5,-30,14,12,NAN
-5,-3,0,0,-6,-20,-9,-11,NAN
0,1,0,-2,4,8,-17,4,NAN
1,0,-2,-2,-8,3,19,13,NAN
0,-2,0,-2,-2,0,-10,1,NAN
-1,0,0,-1,2,-4,8,-6,NAN
-1,-1,-1,1,1,1,-1,-5,NAN
