Timestamp, Acceleration x, Acceleration y, Acceleration z, Marker
40,-0.618652,-0.390625,0.586426,0
60,-0.688477,-0.437012,0.619141,0
80,-0.623535,-0.432617,0.629395,0
100,-0.596191,-0.431152,0.658691,0
120,-0.581543,-0.434082,0.70166,0
140,-0.57959,-0.411133,0.710449,0
160,-0.572266,-0.388184,0.705078,0
160,-0.574707,-0.401367,0.691406,0
160,-0.564453,-0.422363,0.666992,0
210,-0.544922,-0.424805,0.658203,0
230,-0.525879,-0.412109,0.638672,0
250,-0.569824,-0.42627,0.637207,0
270,-0.597168,-0.416016,0.633301,0
290,-0.581543,-0.404297,0.653809,0
310,-0.577148,-0.404785,0.649414,0
330,-0.581543,-0.41748,0.655762,0
350,-0.574219,-0.424805,0.670898,0
370,-0.589844,-0.415039,0.662109,0
390,-0.590332,-0.413574,0.660156,0
410,-0.581543,-0.430664,0.661621,0
430,-0.57373,-0.399414,0.67627,0
450,-0.574707,-0.393555,0.687012,0
470,-0.583008,-0.388184,0.696777,0
490,-0.571777,-0.411621,0.692871,0
510,-0.557129,-0.418945,0.692871,0
530,-0.560059,-0.374023,0.680176,0
550,-0.562012,-0.373047,0.666992,0
570,-0.591797,-0.399414,0.661133,0
590,-0.612305,-0.401855,0.652832,0
610,-0.615234,-0.406738,0.629883,0
630,-0.633301,-0.412598,0.614746,0
650,-0.629395,-0.42334,0.621582,0
670,-0.610352,-0.429688,0.621094,0
690,-0.596191,-0.430664,0.632324,0
710,-0.584961,-0.423828,0.636719,0
730,-0.576172,-0.425781,0.635254,0
750,-0.578125,-0.430176,0.649902,0
770,-0.565918,-0.442383,0.644531,0
790,-0.578613,-0.449219,0.645996,0
810,-0.575684,-0.42334,0.637207,0
830,-0.574707,-0.429199,0.624023,0
850,-0.615234,-0.416016,0.634277,0
870,-0.62207,-0.400879,0.649414,0
890,-0.623047,-0.393555,0.638672,0
910,-0.612793,-0.38623,0.642578,0
930,-0.613281,-0.394531,0.640625,0
950,-0.614746,-0.394043,0.645996,0
970,-0.598145,-0.410156,0.647949,0
990,-0.601074,-0.430176,0.633301,0
1010,-0.60791,-0.43457,0.632812,0
1030,-0.605957,-0.419434,0.645508,0
1050,-0.603027,-0.415527,0.645996,0
1070,-0.600098,-0.413086,0.64502,0
1090,-0.590332,-0.416992,0.644531,0
1110,-0.598145,-0.415039,0.64502,0
1130,-0.594727,-0.415527,0.644531,0
1150,-0.583008,-0.418945,0.652832,0
1170,-0.57959,-0.418945,0.658691,0
1190,-0.587891,-0.40918,0.648926,0
1210,-0.584961,-0.42041,0.637207,0
1230,-0.584473,-0.413086,0.64502,0
1250,-0.594238,-0.408203,0.662109,0
1260,-0.59082,-0.405273,0.660156,0
1280,-0.590332,-0.411133,0.645996,0
1300,-0.585449,-0.408203,0.646973,0
1320,-0.583984,-0.421387,0.631836,0
1340,-0.578125,-0.426758,0.638184,0
1360,-0.574707,-0.433594,0.633789,0
1380,-0.571289,-0.432617,0.646973,0
1400,-0.58252,-0.421387,0.664551,0
1420,-0.595215,-0.39502,0.674805,0
1440,-0.601074,-0.382812,0.679199,0
1460,-0.606445,-0.381348,0.658691,0
1480,-0.602051,-0.390625,0.643066,0
1500,-0.59375,-0.399414,0.651367,0
1520,-0.592773,-0.40625,0.653809,0
1540,-0.59082,-0.40332,0.665039,0
1560,-0.574219,-0.40332,0.673828,0
1580,-0.565918,-0.405762,0.67627,0
1600,-0.560547,-0.406738,0.671387,0
1620,-0.566406,-0.415039,0.666992,0
1640,-0.570801,-0.422363,0.661621,0
1660,-0.582031,-0.419434,0.644043,0
1680,-0.587891,-0.425293,0.649902,0
1700,-0.594238,-0.415527,0.658203,0
1720,-0.59375,-0.421387,0.64209,0
1740,-0.583984,-0.427246,0.646973,0
1760,-0.593262,-0.419434,0.641113,0
1780,-0.595703,-0.417969,0.641602,0
1800,-0.607422,-0.405273,0.648438,0
1820,-0.597656,-0.418457,0.660645,0
1840,-0.592285,-0.411621,0.645508,0
1860,-0.597168,-0.419434,0.650391,0
1880,-0.594238,-0.415039,0.65332,0
1900,-0.595703,-0.412109,0.651855,0
1920,-0.59082,-0.424316,0.642578,0
1940,-0.590332,-0.415527,0.652344,0
1960,-0.585938,-0.410156,0.651367,0
1980,-0.592773,-0.431152,0.628418,0
2000,-0.608398,-0.460938,0.62793,0
2020,-0.603027,-0.441406,0.618164,0
2040,-0.609375,-0.424805,0.634766,0
2060,-0.602051,-0.442383,0.632324,0
2080,-0.600098,-0.438965,0.628906,0
2100,-0.625,-0.430664,0.637207,0
2120,-0.612305,-0.436035,0.630859,0
2140,-0.608398,-0.463867,0.605469,0
2160,-0.610352,-0.458496,0.605957,0
2180,-0.628418,-0.46582,0.629395,0
2200,-0.622559,-0.446289,0.633301,0
2220,-0.61084,-0.427246,0.629883,0
2240,-0.620605,-0.444336,0.610352,0
2260,-0.611328,-0.457031,0.607422,0
2280,-0.588379,-0.449707,0.599609,0
2300,-0.575195,-0.47168,0.583496,0
2320,-0.587891,-0.491211,0.5625,0
2340,-0.599121,-0.509277,0.568359,0
2360,-0.602051,-0.508789,0.554688,0
2380,-0.608887,-0.518555,0.557617,0
2400,-0.626953,-0.509277,0.553223,0
2420,-0.635742,-0.500488,0.55127,0
2440,-0.640625,-0.498047,0.554199,0
2460,-0.636719,-0.499512,0.561523,0
2480,-0.63916,-0.501953,0.560547,0
2500,-0.631836,-0.504883,0.557617,0
2520,-0.625977,-0.503906,0.557617,0
2540,-0.619141,-0.50293,0.562988,0
2560,-0.617188,-0.490723,0.567383,0
2580,-0.619629,-0.485352,0.567383,0
2600,-0.629395,-0.483398,0.569336,0
2620,-0.634766,-0.480957,0.565918,0
2640,-0.63623,-0.483398,0.5625,0
2660,-0.637695,-0.484375,0.570801,0
2680,-0.634277,-0.481445,0.583496,0
2700,-0.628418,-0.471191,0.581543,0
2720,-0.631348,-0.471191,0.583496,0
2740,-0.637207,-0.476562,0.581543,0
2760,-0.632812,-0.470215,0.577148,0
2780,-0.633301,-0.465332,0.580078,0
2800,-0.639648,-0.470215,0.578125,0
2820,-0.629395,-0.482422,0.579102,0
2840,-0.623535,-0.474121,0.58252,0
2860,-0.62793,-0.468262,0.587891,0
2880,-0.630859,-0.472656,0.58252,0
2900,-0.631836,-0.46582,0.584473,0
2920,-0.625,-0.47168,0.589355,0
2940,-0.626465,-0.478027,0.582031,0
2960,-0.616699,-0.481934,0.574219,0
2980,-0.625977,-0.476562,0.582031,0
3000,-0.631348,-0.486328,0.571289,0
3020,-0.62793,-0.47998,0.582031,0
3040,-0.625488,-0.492188,0.569824,0
3060,-0.620117,-0.499023,0.567871,0
3080,-0.625488,-0.481934,0.569336,0
3100,-0.633301,-0.496582,0.566406,0
3120,-0.619141,-0.507324,0.556641,0
3140,-0.621582,-0.515137,0.555176,0
3160,-0.628418,-0.496582,0.569824,0
3180,-0.625,-0.492676,0.562988,0
3200,-0.627441,-0.496094,0.571289,0
3220,-0.630371,-0.496094,0.564453,0
3240,-0.623535,-0.485352,0.572754,0
3260,-0.624512,-0.493652,0.570312,0
3280,-0.629883,-0.490234,0.564941,0
3300,-0.632324,-0.495117,0.562012,0
3320,-0.62207,-0.489746,0.574707,0
3340,-0.620605,-0.481934,0.579102,0
3360,-0.616699,-0.489258,0.574707,0
3380,-0.625488,-0.487305,0.568848,0
3400,-0.631348,-0.483887,0.572266,0
3420,-0.626465,-0.488281,0.585449,0
3440,-0.621094,-0.483398,0.573242,0
3460,-0.624023,-0.495605,0.568359,0
3480,-0.625,-0.496582,0.563965,0
3500,-0.623535,-0.490723,0.574707,0
3520,-0.622559,-0.483887,0.573242,0
3540,-0.622559,-0.487793,0.577148,0
3560,-0.623535,-0.495605,0.575195,0
3580,-0.623047,-0.489258,0.569336,0
3600,-0.627441,-0.482422,0.577637,0
3620,-0.621582,-0.486328,0.579102,0
3640,-0.625,-0.48291,0.574219,0
3660,-0.620605,-0.487793,0.57373,0
3680,-0.625488,-0.492188,0.572754,0
3700,-0.630859,-0.488281,0.577637,0
3720,-0.625977,-0.485352,0.574707,0
3740,-0.621582,-0.486328,0.572754,0
3760,-0.620605,-0.486328,0.577637,0
3780,-0.619141,-0.481934,0.582031,0
3800,-0.620605,-0.483887,0.575195,0
3820,-0.621582,-0.496094,0.572266,0
3840,-0.624023,-0.486328,0.581055,0
3860,-0.625977,-0.483887,0.577148,0
3880,-0.622559,-0.489258,0.575195,0
3900,-0.626953,-0.487305,0.571289,0
3920,-0.624023,-0.480469,0.578613,0
3940,-0.620605,-0.485352,0.577637,0
3960,-0.621582,-0.493164,0.574219,0
3980,-0.626465,-0.483887,0.574219,0
4000,-0.622559,-0.486328,0.575195,0
4020,-0.619141,-0.486816,0.577148,0
4040,-0.619629,-0.485352,0.580078,0
4060,-0.625488,-0.480469,0.583008,0
4080,-0.629395,-0.474609,0.577148,0
4100,-0.625977,-0.491699,0.572754,0
4120,-0.624512,-0.485352,0.579102,0
4140,-0.621582,-0.483398,0.583984,0
4160,-0.62207,-0.484863,0.581543,0
4180,-0.620117,-0.48291,0.578125,0
4200,-0.621582,-0.486816,0.578613,0
4220,-0.618652,-0.48584,0.580566,0
4240,-0.62207,-0.478027,0.583496,0
4260,-0.623535,-0.476562,0.582031,0
4280,-0.618652,-0.481934,0.579102,0
4300,-0.621094,-0.48877,0.576172,0
4320,-0.625977,-0.479004,0.580566,0
4340,-0.627441,-0.481934,0.583496,0
4360,-0.621094,-0.485352,0.582031,0
4380,-0.624512,-0.476562,0.586426,0
4400,-0.620117,-0.479492,0.582031,0
4420,-0.624512,-0.485352,0.575684,0
4440,-0.625488,-0.483887,0.578125,0
4460,-0.623535,-0.48291,0.577637,0
4480,-0.623047,-0.480469,0.581055,0
4500,-0.618164,-0.479004,0.585938,0
4520,-0.623535,-0.479004,0.583496,0
4540,-0.624023,-0.479492,0.587402,0
4560,-0.623535,-0.479492,0.581055,0
4580,-0.619141,-0.473633,0.58252,0
4600,-0.617676,-0.471191,0.58252,0
4620,-0.621094,-0.478516,0.583984,0
4640,-0.622559,-0.480957,0.584961,0
4650,-0.62207,-0.477539,0.583496,0
4670,-0.620605,-0.476074,0.585449,0
4690,-0.623047,-0.476562,0.584473,0
4710,-0.623535,-0.476562,0.581055,0
4730,-0.620605,-0.471191,0.587402,0
4750,-0.620117,-0.475586,0.590332,0
4770,-0.616211,-0.474121,0.582031,0
4790,-0.615723,-0.470215,0.586914,0
4810,-0.623047,-0.469238,0.59375,0
4830,-0.624023,-0.46875,0.588379,0
4850,-0.619141,-0.470215,0.591309,0
4870,-0.619629,-0.470703,0.587891,0
4890,-0.616699,-0.476562,0.59082,0
4910,-0.62207,-0.463379,0.592773,0
4930,-0.615723,-0.463379,0.591797,0
4950,-0.614746,-0.469238,0.591797,0
4970,-0.620117,-0.464355,0.590332,0
4990,-0.619629,-0.466797,0.592773,0
5010,-0.619141,-0.46875,0.59375,0
5030,-0.61377,-0.463379,0.594727,0
5050,-0.615723,-0.468262,0.604004,0
5070,-0.617188,-0.456543,0.599609,0
5090,-0.616211,-0.460449,0.598633,0
5110,-0.612793,-0.460449,0.601074,0
5130,-0.619141,-0.461914,0.604004,0
5150,-0.61377,-0.464355,0.601074,0
5170,-0.617188,-0.459473,0.603516,0
5190,-0.619629,-0.445312,0.601562,0
5210,-0.615723,-0.440918,0.60791,0
5230,-0.618164,-0.446289,0.60791,0
5250,-0.618164,-0.444824,0.609863,0
5270,-0.619629,-0.445801,0.607422,0
5290,-0.613281,-0.442383,0.606445,0
5310,-0.614258,-0.442871,0.61084,0
5330,-0.613281,-0.437988,0.623047,0
5350,-0.605469,-0.430176,0.634766,0
5370,-0.595703,-0.421875,0.629395,0
5390,-0.609375,-0.436035,0.625,0
5410,-0.610352,-0.435547,0.624512,0
5430,-0.599121,-0.44043,0.630859,0
5450,-0.606445,-0.428711,0.62793,0
5470,-0.60791,-0.422852,0.654785,0
5490,-0.614746,-0.409668,0.653809,0
5510,-0.608887,-0.41748,0.633789,0
5530,-0.573242,-0.448242,0.648926,0
5550,-0.569824,-0.427246,0.636719,0
5570,-0.588379,-0.407715,0.648438,0
5590,-0.59375,-0.462891,0.62793,0
5610,-0.585449,-0.473633,0.617188,0
5630,-0.588867,-0.46875,0.597656,0
5650,-0.604492,-0.490234,0.584961,0
5670,-0.614258,-0.498535,0.578613,0
5690,-0.602051,-0.503906,0.57373,0
5710,-0.600098,-0.474609,0.583496,0
5730,-0.60791,-0.48291,0.601562,0
5750,-0.603027,-0.466797,0.611328,0
5770,-0.594238,-0.469238,0.629395,0
5790,-0.586426,-0.44873,0.632324,0
5810,-0.589355,-0.465332,0.616699,0
5830,-0.587891,-0.474609,0.617676,0
5850,-0.600586,-0.463379,0.617676,0
5870,-0.598633,-0.449219,0.607422,0
5890,-0.609863,-0.465332,0.602539,0
5910,-0.626953,-0.459473,0.60791,0
5930,-0.626465,-0.445312,0.609863,0
5950,-0.616211,-0.454102,0.605957,0
5970,-0.599121,-0.453125,0.617676,0
5990,-0.606934,-0.450195,0.615723,0
6010,-0.601074,-0.460449,0.619141,0
6030,-0.592285,-0.461914,0.600098,0
6050,-0.613281,-0.458984,0.603027,0
6070,-0.610352,-0.469238,0.600586,0
6090,-0.612305,-0.47168,0.61084,0
6110,-0.609863,-0.459473,0.602539,0
6130,-0.609375,-0.462402,0.602051,0
6150,-0.609863,-0.462891,0.594238,0
6170,-0.608887,-0.463867,0.588867,0
6190,-0.606445,-0.46875,0.587402,0
6210,-0.610352,-0.470703,0.617188,0
6230,-0.610352,-0.452148,0.61084,0
6250,-0.609375,-0.4375,0.621094,0
6270,-0.605469,-0.460938,0.612305,0
6290,-0.606445,-0.469727,0.601562,0
6310,-0.595703,-0.474609,0.594238,0
6330,-0.605469,-0.490723,0.583008,0
6350,-0.608398,-0.485352,0.59082,0
6370,-0.619141,-0.466309,0.601074,0
6390,-0.615723,-0.455078,0.611328,0
6410,-0.609863,-0.452637,0.619141,0
6430,-0.611328,-0.444824,0.607422,0
6450,-0.598633,-0.467773,0.60498,0
6470,-0.589844,-0.471191,0.592773,0
6490,-0.597656,-0.490234,0.59668,0
6510,-0.598633,-0.48291,0.599121,0
6530,-0.605469,-0.457031,0.607422,0
6550,-0.598633,-0.440918,0.62207,0
6570,-0.588379,-0.453125,0.62207,0
6590,-0.59082,-0.463867,0.62793,0
6610,-0.594238,-0.450195,0.616699,0
