C1,C2,C3,C4,C5,C6,C7,C8,Marker
-6,-6,-6,-8,-10,-8,-20,-12,NAN
-4,-3,-1,-2,-3,-3,-16,-10,NAN
-3,-2,-1,2,4,-1,-7,-8,NAN
6,3,3,5,2,-12,-26,16,NAN
-4,-1,0,-3,-3,-22,33,-5,NAN
-1,-1,-1,-4,-9,3,0,1,NAN
-2,-2,-4,-4,-1,25,-6,-5,NAN
-4,-3,-3,-1,-1,-3,5,-10,NAN
-1,-3,-4,-1,1,-5,-20,-4,NAN
-2,-2,4,9,1,-19,-86,-8,NAN
4,6,-4,-4,8,12,100,25,NAN
5,2,0,0,-6,-23,-10,7,NAN
-2,-2,-3,-4,0,10,-8,-6,NAN
-9,-6,-11,-14,-24,-37,-47,-16,NAN
-6,-14,-1,-2,-9,8,3,-2,NAN
-2,1,0,1,9,17,-29,-8,NAN
5,4,2,8,15,2,41,20,NAN
0,1,5,6,8,-8,-27,-1,NAN
-1,-1,1,-1,-1,1,32,-1,NAN
-2,-3,0,-2,3,-21,-47,-1,NAN
-4,-3,0,-5,-19,13,-82,-7,NAN
1,1,-2,0,-2,31,102,5,NAN
0,1,0,-1,-1,-14,-4,6,NAN
-6,-4,-5,-5,-9,3,40,-12,NAN
3,3,0,2,2,-8,-18,-2,NAN
-3,-2,-3,-3,0,-12,-14,2,NAN
-3,-1,-4,-4,-7,0,-13,-11,NAN
-1,-2,0,-1,-3,-7,-7,-4,NAN
-2,-3,-1,1,-1,4,-16,-8,NAN
-5,-2,0,0,6,-29,-45,-13,NAN
3,1,3,5,8,27,47,14,NAN
6,0,-4,-3,-3,17,-5,13,NAN
-5,-5,-4,-6,-10,-39,2,-7,NAN
2,1,0,-4,-16,5,5,5,NAN
-2,-2,-2,2,4,-2,-5,-8,NAN
-3,0,-1,0,7,19,65,-6,NAN
2,1,-2,-2,3,27,27,7,NAN
-5,-3,-2,-2,-6,-32,-43,-13,NAN
6,5,4,9,21,28,33,17,NAN
-1,-3,-2,-5,-14,-32,-24,-7,NAN
-1,0,1,-3,-6,26,-41,0,NAN
-3,-3,-3,-4,1,7,-13,-13,NAN
-5,-4,1,-2,-17,-32,-48,-7,NAN
1,1,-3,-6,5,17,43,7,NAN
0,0,1,0,0,-33,-27,-4,NAN
1,-3,-4,2,1,20,29,9,NAN
-2,-2,-1,-3,4,3,-19,-6,NAN
-7,-4,-3,-2,0,-20,-82,-10,NAN
9,9,7,9,13,33,97,10,NAN
1,-1,1,1,-6,-1,-11,-1,NAN
-2,-3,-6,-6,-5,-19,-1,-3,NAN
-4,-4,0,2,-1,16,-25,-12,NAN
