C1,C2,C3,C4,C5,C6,C7,C8,Marker
21,5,-4,1,5,14,17,53,NAN
19,19,11,8,8,20,65,65,NAN
-18,-12,-9,-8,-11,-11,-22,-52,NAN
10,5,3,3,5,21,-3,3,NAN
-12,-7,-4,-3,-8,-25,-12,-9,NAN
-1,-10,-11,-11,-8,4,-54,-46,NAN
-6,6,13,3,1,11,-13,17,NAN
-18,-11,-2,-4,-4,-12,65,-45,NAN
3,2,-6,-2,5,10,-91,-8,NAN
-1,-13,-22,2,0,-20,83,19,NAN
9,7,-9,2,4,23,23,24,NAN
-5,-4,2,-6,-7,-17,-53,-25,NAN
-27,-7,0,-3,-7,-19,-52,-64,NAN
20,12,12,-2,6,13,-34,-15,NAN
5,-3,-37,13,5,-1,38,2,NAN
-12,-7,24,7,3,3,9,10,NAN
2,11,24,5,4,10,53,20,NAN
-22,1,12,-7,-10,-17,-97,-56,NAN
-22,-17,-4,-13,-12,-32,-76,-54,NAN
33,13,4,8,18,23,99,123,NAN
-19,-6,-8,-5,-12,-6,15,-52,NAN
-5,1,1,2,5,19,-5,-24,NAN
-8,-7,20,-2,0,-20,-15,12,NAN
-19,-20,-30,-9,-10,-15,-102,-87,NAN
20,-3,1,1,10,42,122,-53,NAN
0,6,0,-3,-11,2,24,51,NAN
-2,-10,6,6,10,18,58,36,NAN
12,5,40,1,5,13,68,45,NAN
-12,4,16,6,2,-2,-10,-11,NAN
19,5,8,-4,-2,-7,-61,6,NAN
-14,-22,-22,-5,-4,-10,-10,-49,NAN
5,22,-16,-7,-1,4,18,-1,NAN
16,2,-14,-5,4,11,11,29,NAN
-1,1,34,15,3,-2,29,-12,NAN
-10,-1,-13,-4,-10,-1,-21,29,NAN
4,-3,4,4,2,-13,4,-22,NAN
-1,-24,-19,-9,-4,-5,14,25,NAN
-6,8,-18,-6,-14,23,-10,-24,NAN
16,2,11,9,10,15,-12,17,NAN
-14,5,34,2,-3,-21,-5,-46,NAN
-25,-5,2,-1,-2,0,58,-44,NAN
29,-10,-17,0,4,-1,106,108,NAN
-25,38,15,-9,-13,-14,-81,-98,NAN
25,-7,-27,5,6,34,43,45,NAN
-2,13,11,0,-2,-22,-50,-15,NAN
-10,-2,19,3,3,1,-19,19,NAN
-14,-2,-11,-7,0,-3,34,-4,NAN
13,-15,-18,0,1,-13,-58,42,NAN
-6,-7,-5,-2,-5,7,-48,-64,NAN
-29,-21,-30,-14,-2,-25,-62,-68,NAN
17,7,20,0,-1,12,-42,7,NAN
0,4,14,-2,-9,-4,56,62,NAN
-10,-9,-3,-6,-7,2,-44,-10,NAN
14,13,7,-2,1,-3,-61,42,NAN
21,-11,-14,10,15,21,93,53,NAN
-30,-24,-20,-12,-10,-48,-116,-94,NAN
12,14,1,-1,-6,-1,64,13,NAN
-13,-23,-29,-3,-6,-10,-33,-51,NAN
-10,46,49,-3,-3,-22,10,-41,NAN
7,-12,-9,1,6,38,68,-54,NAN
19,-16,-6,-1,5,-5,-28,13,NAN
-28,14,-7,-2,-1,-2,-13,-16,NAN
32,-1,-11,3,-3,-12,0,14,NAN
-17,9,24,-3,-1,5,-2,-47,NAN
-2,-4,0,-1,-3,-3,8,-19,NAN
10,5,3,2,2,3,49,27,NAN
-9,-21,-13,-5,-8,-3,-7,-25,NAN
25,15,-6,1,2,2,-49,73,NAN
-12,-25,-33,-6,3,7,11,27,NAN
4,11,10,12,4,9,43,8,NAN
-10,-14,-9,0,-2,-5,1,-11,NAN
1,-3,-10,-5,-5,-12,-39,3,NAN
1,9,16,5,5,13,67,28,NAN
-9,-4,-5,-15,-6,-9,-4,-37,NAN
-6,-14,-9,-7,-1,-2,-16,13,NAN
22,3,13,0,-4,-9,-22,-5,NAN
0,10,13,2,4,-6,18,28,NAN
-7,-23,6,10,5,34,7,-59,NAN
19,14,-13,8,-1,5,84,107,NAN
-28,-10,-15,-3,-2,-21,-97,-31,NAN
13,-6,19,-4,3,4,25,24,NAN
-52,42,5,-13,-10,-22,-22,-22,NAN
30,-4,3,14,12,20,-115,-10,NAN
-16,-14,-9,-7,-6,-5,78,25,NAN
20,25,27,6,-3,-15,-41,-6,NAN
24,-7,-12,1,3,15,26,33,NAN
-55,-18,-14,-2,-10,-20,10,-59,NAN
42,10,8,-1,-1,12,3,51,NAN
-31,-16,-17,-5,-7,-11,-58,-32,NAN
44,-19,-1,-9,3,14,34,47,NAN
-7,30,35,-2,-2,-8,-11,-19,NAN
-27,22,12,13,12,23,24,-19,NAN
-8,-13,-4,4,4,-2,19,-9,NAN
-5,2,35,2,-1,-6,-35,-19,NAN
0,-13,1,-13,-24,-46,-8,7,NAN
-21,-73,-83,-18,-22,9,25,-4,NAN
7,57,-1,11,5,14,-22,-2,NAN
10,24,21,2,1,12,29,8,NAN
16,3,-9,1,12,12,-54,20,NAN
-34,12,25,2,3,-18,-8,-36,NAN
-5,-27,-38,-1,-2,-33,-29,17,NAN
-19,-47,-38,-2,10,26,-22,0,NAN
17,34,34,0,5,21,23,-11,NAN
2,-8,1,-2,-2,-4,-13,31,NAN
16,65,13,1,-5,-23,11,24,NAN
0,43,11,5,7,32,17,-3,NAN
-29,-128,-128,-13,-8,-2,3,43,NAN
21,55,98,16,10,8,-14,-23,NAN
-18,-31,-28,-3,5,2,-3,-14,NAN
-30,-62,-22,-13,-13,-4,32,11,NAN
60,-49,-9,0,-3,0,-4,6,NAN
-4,-21,-86,-4,11,-15,-11,-2,NAN
-40,28,75,8,-1,14,-32,-8,NAN
63,4,1,0,-16,-33,4,6,NAN
-37,2,-5,2,33,-14,-45,-54,NAN
65,24,15,-5,-7,72,31,18,NAN
-23,-59,-42,-13,-25,-56,-3,-7,NAN
-36,6,-16,-1,-29,-85,-53,-35,NAN
6,21,26,2,5,43,33,8,NAN
3,-11,9,-1,-22,-29,-24,-27,NAN
14,-20,-22,0,27,77,76,6,NAN
7,-6,4,3,10,-12,-30,0,NAN
-42,19,39,-3,1,-30,-12,-15,NAN
26,1,3,8,17,11,23,23,NAN
51,-8,-22,-14,-18,-17,-30,-1,NAN
-9,11,4,0,0,-14,-4,-5,NAN
-5,4,29,9,7,26,33,13,NAN
-35,-19,-24,-3,-7,-11,-10,-10,NAN
14,-6,21,2,-11,-4,-31,-7,NAN
-2,36,8,-7,8,-21,11,18,NAN
10,8,-8,9,-6,0,30,7,NAN
-27,-20,1,-8,-4,8,11,-4,NAN
3,12,2,-9,-2,-2,-14,16,NAN
-17,-13,-16,3,13,25,12,-16,NAN
-6,15,2,-4,-13,-7,-7,9,NAN
-22,-6,-5,-3,-7,-36,18,-6,NAN
-11,-2,5,2,5,24,2,-9,NAN
-8,-6,-11,-3,-4,5,-6,7,NAN
-9,6,1,-16,-9,0,13,6,NAN
31,22,-8,7,7,-6,-6,32,NAN
-2,-27,-6,-9,-12,-20,-27,-46,NAN
10,-3,13,17,18,40,39,20,NAN
