Timestamp, Rotation x, Rotation y, Rotation z, Marker
40,-67.5,-33,18.625,0
60,-40,-28.75,12.5625,0
80,-18.5,-23.3125,7.4375,0
100,-1.375,-16.25,4.25,0
120,12.5625,-8.9375,-3.0625,0
140,26.0625,-3.375,-13.25,0
150,42.0625,-0.125,-18.375,0
160,58.4375,3,-19.625,0
200,71.375,6.5,-22.125,0
220,75.9375,8.125,-26.4375,0
240,71.125,7.125,-27.5625,0
260,62.1875,5.5625,-24.375,0
280,49.0625,4.3125,-19.375,0
300,33.4375,3.0625,-14.5,0
320,19.8125,1.5625,-10.625,0
340,10.1875,0.9375,-5.3125,0
360,3.3125,1.8125,-0.3125,0
380,-2.625,2.1875,3.125,0
400,-6.6875,1.6875,4.5,0
420,-9.625,0.3125,4.75,0
440,-11.125,-0.625,4.8125,0
460,-10.5,-0.5,5.25,0
480,-7.875,-0.0625,4.25,0
500,-3.8125,-0.1875,3.4375,0
520,0,-0.75,2.6875,0
540,2.25,-1.25,2.25,0
560,2.25,-1.375,1.5625,0
580,0.875,-1.875,1.3125,0
600,-1.875,-2,1.125,0
620,-3.875,-1.6875,0.6875,0
640,-4.6875,-0.75,0.375,0
660,-5.125,0.625,-0.0625,0
680,-4.25,1.8125,-0.625,0
700,-2.625,2.6875,-1.0625,0
720,-1.9375,3.8125,-1.5625,0
740,-0.5625,4.3125,-1.75,0
760,1.3125,4.1875,-2.0625,0
780,2.6875,3.5,-1.125,0
800,1.75,3.125,-0.9375,0
820,0.9375,3.125,-1.0625,0
840,-0.5625,2.6875,-0.5625,0
860,-1,1.8125,0.0625,0
880,-2.3125,1.4375,0,0
900,-4.375,2.875,-0.25,0
920,-5,3.125,0.8125,0
940,-6.1875,1.75,2.0625,0
960,-8.1875,0.5625,4.3125,0
980,-9.6875,0.4375,4.8125,0
1000,-10.8125,1.4375,5,0
1020,-12.4375,3,5.1875,0
1040,-12.5,5.25,5.25,0
1060,-10.75,8,4.0625,0
1080,-8.6875,9.3125,2,0
1100,-5.75,8.6875,0.5625,0
1120,-1.9375,8.0625,0,0
1140,0.9375,8.875,-0.1875,0
1150,2.375,9.125,-0.625,0
1170,2.375,8,-1.5625,0
1190,1.9375,6.75,-2.25,0
1210,2.5625,5.25,-1.8125,0
1230,3.75,3.375,-1.5625,0
1250,5.0625,1.5625,-0.8125,0
1270,4.4375,0.125,0.25,0
1290,2.25,0.0625,1.1875,0
1310,-0.25,-0.1875,1.8125,0
1330,-1.5,-0.75,2.0625,0
1350,-2.125,-1.125,2.4375,0
1370,-1.75,-0.8125,2.6875,0
1390,-0.375,0,2.25,0
1410,-0.0625,0.0625,2.0625,0
1430,-0.8125,-0.5,1.875,0
1450,-0.625,-1,1.5625,0
1470,1.1875,-1.125,1.3125,0
1490,4.25,-2.0625,1.1875,0
1510,5.5625,-3.1875,1.8125,0
1530,5.125,-3.875,1.875,0
1550,3.375,-4.5625,2.125,0
1570,2.3125,-5.5,2.875,0
1590,1.6875,-6.3125,3.3125,0
1610,0.5,-5.75,3.0625,0
1630,-2,-4.125,3,0
1650,-3.8125,-1.6875,2.6875,0
1670,-3.25,-0.5625,3.0625,0
1690,-1.25,-1.125,4.0625,0
1710,0.4375,-1.1875,4.8125,0
1730,1.25,-0.9375,4.6875,0
1750,-0.4375,-0.1875,5.25,0
1770,-3.625,0,5.875,0
1790,-6.3125,0.1875,5.125,0
1810,-6.75,0.625,4.25,0
1830,-5,1.25,3.25,0
1850,-3,2.125,1.75,0
1870,0.1875,1.8125,0.5625,0
1890,1.8125,1.5,-0.5,0
1910,1.8125,1.375,-0.875,0
1930,0.4375,1.4375,-1.25,0
1950,-1,2.1875,-1.6875,0
1970,-1.3125,2.3125,-1.75,0
1990,-0.5625,2.0625,-2.0625,0
2010,1.3125,1.875,-2,0
2030,2.25,1.625,-1.3125,0
2050,1.75,1.25,-0.9375,0
2070,-0.125,0.625,-0.6875,0
2090,-2.25,0.0625,-0.0625,0
2110,-3.1875,-0.3125,0.25,0
2130,-3.4375,-0.25,0.25,0
2150,-1.875,-0.8125,0.1875,0
2170,-0.9375,-1.1875,-0.125,0
2190,-0.125,-1.4375,-0.375,0
2210,1.0625,-1.4375,-0.875,0
2230,2.5625,-1.75,-1.625,0
2250,3.875,-1.9375,-2.1875,0
2270,5,-1.375,-2.8125,0
2290,5.5625,-0.875,-3,0
2310,6.125,0.0625,-3.3125,0
2330,5.1875,-0.4375,-2.0625,0
2350,4.1875,-0.4375,-1.6875,0
2370,1,-0.8125,-0.875,0
2390,-2.5625,-1,0.3125,0
2410,-3.875,-1.0625,0.875,0
2430,-4.1875,-1.625,1.375,0
2450,-3.875,-1.9375,1.0625,0
2470,-2.875,-1.9375,1.0625,0
2490,-1.5,-2.125,0.5,0
2510,-0.1875,-2.6875,-0.0625,0
2530,0.75,-2.9375,-0.8125,0
2550,0.625,-2.75,-1.25,0
2570,-0.3125,-2.5,-1.75,0
2590,-0.25,-2.5625,-1.75,0
2610,1.125,-2.875,-2.1875,0
2630,2.375,-2.6875,-2.5,0
2650,2.875,-2,-2.5625,0
2670,1.875,-1.4375,-2.5,0
2690,0.9375,-1.1875,-2,0
2710,0.875,-0.8125,-2.0625,0
2730,1.75,-0.625,-2,0
2750,2.1875,-0.25,-1.5625,0
2770,2.0625,0.375,-0.875,0
2790,0.5,1,-0.375,0
2810,-0.25,1.0625,-0.0625,0
2830,0,0.6875,0.1875,0
2850,0.1875,0.3125,0.5,0
2870,0.0625,0.1875,0.6875,0
2890,-0.125,0.4375,0.875,0
2910,-0.4375,0.25,1.1875,0
2930,-0.6875,-0.125,1.1875,0
2950,-0.6875,0,0.9375,0
2970,-0.625,0.0625,1.75,0
2990,-0.625,0.0625,2.1875,0
3010,-1.4375,0,1.5625,0
3030,-2.375,0.125,1.1875,0
3050,-2.8125,0.375,1.1875,0
3070,-0.375,0.125,1.1875,0
3090,1.5625,-0.625,0.6875,0
3110,2.3125,-0.9375,-0.375,0
3130,1.5,-0.3125,-1.375,0
3150,0.6875,0.0625,-2.25,0
3170,1,0.0625,-2.5625,0
3190,2.4375,0.0625,-2.875,0
3210,4.0625,0.375,-2.625,0
3230,5.4375,0.75,-1,0
3250,6,-0.5625,3.25,0
3270,8.4375,-1.75,4.9375,0
3290,9.5,-1.75,5.125,0
3310,5.125,-1.625,6.25,0
3330,-2.4375,-1,6.875,0
3350,-9.125,0.3125,6.125,0
3370,-12.3125,0.5625,5.5,0
3390,-11.1875,0.1875,4.75,0
3410,-8,-0.125,3.75,0
3430,-3.3125,-0.375,3.375,0
3450,0.8125,-0.4375,2.75,0
3470,2.6875,-0.1875,2.0625,0
3490,2.375,-0.1875,1.5625,0
3510,0.75,0,0.5625,0
3530,0.125,0.125,0.4375,0
3550,0.5,0.4375,0.5,0
3570,1.6875,0.75,-0.125,0
3590,2.3125,0.5625,-1.25,0
3610,2.0625,0.4375,-2.125,0
3630,2,0.4375,-3.0625,0
3650,2.375,0.6875,-3.8125,0
3670,3.3125,1.125,-3.8125,0
3690,4.0625,1.3125,-3.6875,0
3710,2.9375,1.625,-2.8125,0
3730,-0.0625,1.75,-1.6875,0
3750,-2.25,-0.125,-0.1875,0
3770,-3.0625,-1.625,1.75,0
3790,-1.5,-3.375,4.375,0
3810,-0.25,-4.3125,6.1875,0
3830,-2,-5,6.8125,0
3850,-8.75,-5.5625,6.875,0
3870,-14.9375,-7.0625,6.9375,0
3890,-20.0625,-8.3125,7.3125,0
3910,-20.1875,-8.25,6.5,0
3930,-21.5625,-8.75,7.8125,0
3950,-26.0625,-9,8.5,0
3970,-26.375,-10.25,9,0
3990,-29.3125,-11.125,11.9375,0
4010,-30.125,-9.4375,14.5625,0
4030,-30.75,-6.3125,15.0625,0
4050,-28,-3.1875,13.3125,0
4070,-24.0625,-2.4375,11.25,0
4090,-18.6875,-2.1875,9.375,0
4110,-12.9375,-0.5,6.875,0
4130,-6.8125,1,5.5625,0
4150,-2.625,2.25,4.4375,0
4170,1.4375,2.9375,4.375,0
4180,4.0625,2.5,4.5,0
4200,4.5,2.8125,4,0
4220,2.1875,2.9375,4.0625,0
4240,-0.9375,3.125,5.25,0
4260,-2.9375,2.3125,6.3125,0
4280,-5,0.875,7.5625,0
4300,-9.4375,0.125,9.125,0
4320,-15.9375,-0.875,10.625,0
4340,-24.0625,-1.5625,11.625,0
4360,-28.5,-5.25,16.25,0
4380,-20.0625,-11.0625,22.25,0
4400,-25.625,-13.1875,26.5625,0
4420,-36.4375,-17.25,37.1875,0
4440,-68.5625,-29,53.3125,0
4460,-96.875,-33.3125,51.5,0
4480,-92.1875,-31.4375,37.5,0
4500,-73.25,-32.3125,33.25,0
