C1,C2,C3,C4,C5,C6,C7,C8,Marker
-4,-2,-2,0,-2,-2,1,0,NAN
2,-2,-2,-3,-3,-1,3,-3,NAN
4,0,-2,-3,-4,-2,-11,1,NAN
-14,-5,-2,0,1,0,-2,-10,NAN
16,5,-1,1,-2,0,5,8,NAN
-6,-2,-1,-2,-1,-1,0,-2,NAN
0,-2,-1,-2,-2,-2,-4,0,NAN
0,3,-1,-1,-1,-2,1,1,NAN
-4,-4,-1,-3,0,-1,-1,-3,NAN
1,1,1,0,-1,0,3,0,NAN
-9,-8,-3,0,-1,-3,43,-7,NAN
14,10,0,1,1,0,50,2,NAN
-4,-2,-3,-2,-4,-2,54,1,NAN
-3,0,-2,-1,-2,-1,64,-1,NAN
-12,-4,-1,-3,-3,-2,51,-4,NAN
11,-7,-3,1,-5,-3,51,1,NAN
0,0,0,1,-1,-1,56,3,NAN
-1,-1,-2,-2,-1,-1,55,1,NAN
-3,-4,-1,-1,-4,-3,54,3,NAN
3,-4,-2,-1,-1,-1,55,5,NAN
-13,-4,-5,0,-1,-1,53,-5,NAN
5,-1,-3,1,-2,0,60,9,NAN
17,6,0,1,0,-1,58,6,NAN
-11,-5,-2,-3,-3,1,53,0,NAN
-4,-5,-1,-4,-4,-2,50,3,NAN
-5,-4,-2,-2,-3,-2,54,3,NAN
-8,-6,-1,1,-1,-3,52,0,NAN
-1,-2,-1,-1,-3,-3,47,5,NAN
-1,2,-3,-2,-1,0,-47,-3,NAN
-5,-2,0,0,0,0,-37,-1,NAN
-2,1,0,0,0,-2,-53,-3,NAN
0,-1,0,1,0,0,-60,-5,NAN
1,-1,-1,-4,0,-3,-35,-4,NAN
0,0,-1,0,0,0,-42,-5,NAN
-2,-2,-2,-1,-2,-1,-31,-4,NAN
-7,-4,0,-2,0,-2,-39,-6,NAN
2,1,-1,-2,1,-1,-41,-3,NAN
9,2,3,0,1,1,-27,3,NAN
-8,-2,-1,-1,2,-1,-31,-5,NAN
-1,2,0,-3,0,-2,-45,-5,NAN
17,4,2,1,2,0,-25,3,NAN
-3,-1,-2,-3,-3,-3,-22,-3,NAN
-1,-2,0,-2,0,0,-26,-2,NAN
-1,2,-1,-2,0,1,-26,-3,NAN
2,0,0,0,0,-2,-17,-6,NAN
4,1,-3,-2,0,-2,-19,0,NAN
4,3,0,-3,-1,2,-24,0,NAN
-5,-4,-1,-2,-1,-2,-21,-6,NAN
10,8,3,2,0,2,-13,0,NAN
-6,-3,-3,-1,0,-2,-4,-3,NAN
2,1,-2,-1,-2,0,-1,2,NAN
1,1,-2,-3,-1,0,-1,0,NAN
-11,-1,-1,-2,-2,-1,-7,-7,NAN
9,6,2,-1,-1,-1,-14,6,NAN
0,-2,0,-2,-2,-1,-1,-3,NAN
1,0,-2,1,-1,-2,0,0,NAN
-3,-6,-2,-1,-1,-3,4,-2,NAN
-10,-3,-1,-2,-2,-1,-16,-6,NAN
-2,-3,-1,-1,1,-3,4,-2,NAN
3,4,0,-1,-3,-1,4,-2,NAN
-14,-9,-5,-3,0,-1,-1,-7,NAN
30,12,2,-1,-1,2,5,9,NAN
-7,-4,-2,0,-1,0,6,-3,NAN
-1,-1,-2,0,0,-1,0,0,NAN
-3,0,-1,-1,-2,-1,5,0,NAN
-18,-7,-3,0,0,0,-2,-13,NAN
9,8,-1,1,1,1,0,10,NAN
4,0,-2,-1,-1,-3,-2,0,NAN
-5,-2,-1,-2,0,-2,3,-1,NAN
-9,-3,-1,-1,-2,0,-6,-8,NAN
-1,-2,-1,-1,-2,-2,3,-1,NAN
3,-4,0,0,-1,-2,-5,2,NAN
-2,1,-1,-1,-4,1,-3,-1,NAN
-4,-4,-1,-1,-1,-2,-8,-5,NAN
2,-3,0,1,2,1,11,4,NAN
-2,1,1,1,0,-2,-6,-4,NAN
-8,0,-1,0,1,0,5,-2,NAN
-3,-3,0,-2,-1,-2,-8,3,NAN
-1,-1,-1,1,-2,-2,-1,-1,NAN
3,-2,-2,0,-3,-1,3,0,NAN
0,-2,-2,-2,-2,0,-1,0,NAN
-7,-4,-1,-1,2,-3,0,-6,NAN
0,0,-1,-3,-1,-1,0,-3,NAN
-2,-2,1,-3,0,1,-7,-2,NAN
7,-2,0,0,-1,0,-3,3,NAN
-4,1,-2,-1,-3,1,0,-4,NAN
-4,-3,-4,0,-2,-4,-7,-6,NAN
-6,1,-2,-3,0,0,5,-1,NAN
-1,-2,1,-1,-2,-3,-7,-4,NAN
-5,-1,-1,-1,1,-1,-3,0,NAN
-10,-5,-1,-2,0,0,-3,-10,NAN
5,2,0,0,0,1,-6,-1,NAN
-9,2,-1,0,-2,1,1,2,NAN
2,-5,-1,0,-1,-1,-2,0,NAN
-5,-3,1,-2,-3,-3,-12,-3,NAN
-2,-2,0,0,1,-1,-5,-2,NAN
-4,-3,-1,-5,1,-1,-4,-3,NAN
13,3,-1,2,0,-2,-3,0,NAN
-1,1,0,0,-2,-2,-1,0,NAN
-1,-2,0,-2,-1,-1,-2,-2,NAN
4,-1,1,1,-1,-1,-2,-1,NAN
-7,-1,-2,-2,-3,0,-4,-7,NAN
5,2,-2,-3,-3,-1,-6,1,NAN
-6,-2,-2,-1,-3,-2,8,0,NAN
-7,-3,-2,-2,1,-1,-5,-8,NAN
-8,0,-2,-2,-1,-2,-6,-7,NAN
6,-2,-3,-3,-2,0,-4,2,NAN
-4,0,-1,-2,-1,-2,10,-3,NAN
0,0,-1,-1,-1,-1,-2,1,NAN
-10,-4,-2,-1,-2,1,-6,-3,NAN
