Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
0,-2,-4,-1,2,-2,-11,-31,-2,0
5,0,1,-4,-3,-6,17,-26,24,0
10,0,-1,0,2,2,-8,-2,-5,0
15,2,0,1,3,1,-57,-50,0,0
20,3,0,1,0,3,10,51,13,0
25,4,-5,-6,-8,-8,-25,-31,-20,0
30,-9,7,3,2,-3,9,19,6,0
35,-1,-2,-3,-1,4,63,27,-9,0
40,17,5,2,4,6,-17,0,25,0
45,-20,-27,-4,-3,0,-21,-25,-76,0
50,-8,25,3,1,2,-6,17,21,0
55,21,7,11,-2,-6,-2,15,8,0
60,65,-21,-12,-2,-2,17,0,-19,0
65,-54,74,29,0,-5,-5,14,-1,0
70,76,-56,-38,-1,1,-1,-3,1,0
75,93,9,20,-1,0,-2,-5,-3,0
80,-37,60,34,0,-7,-14,-14,-6,0
85,48,-66,-76,-3,8,6,15,6,0
90,-34,19,-1,-3,2,11,-3,6,0
95,-84,57,-3,-7,-2,-3,4,-13,0
100,60,72,-15,8,8,14,1,3,0
105,-49,22,49,3,-2,5,21,17,0
110,-33,29,-20,3,4,13,3,6,0
115,28,-62,-17,-7,3,-5,-9,-12,0
120,2,-23,24,-4,-3,-4,-4,7,0
125,-24,16,-2,19,8,5,3,14,0
130,14,5,21,-2,-18,-12,-5,-13,0
135,-24,-4,-8,-19,-11,-13,-12,-1,0
140,-22,-17,-7,-3,5,29,79,6,0
145,19,-24,-1,-6,14,6,-11,13,0
150,-17,-22,6,4,3,-8,-10,-15,0
155,1,-1,10,12,9,32,98,32,0
160,-38,-28,-16,-12,-18,-2,-23,-19,0
165,21,2,-7,-14,-18,-23,16,5,0
170,0,6,10,8,15,9,-47,-12,0
175,-29,-2,-12,-9,-12,71,61,10,0
180,1,-14,-16,-12,-5,-89,-42,17,0
185,5,-1,-4,-16,-20,0,6,2,0
190,-2,1,7,7,11,-53,-53,-13,0
195,-2,-2,2,10,5,102,93,-2,0
200,-3,-1,0,1,-2,-56,-24,-14,0
205,11,7,6,17,18,-24,1,16,0
210,-5,-1,-3,0,4,54,6,-4,0
215,-5,-4,-2,3,6,17,-2,7,0
220,-7,-5,-7,-6,-14,-13,-13,-9,0
225,-2,-4,1,-4,-6,2,18,-2,0
230,-7,-5,-3,-5,-8,-2,-12,-9,0
235,6,5,1,-2,0,-31,-31,-4,0
240,8,4,4,7,11,-3,-16,26,0
245,31,6,3,-3,-4,-16,-30,26,0
250,-6,-1,-2,1,1,-44,-36,33,0
255,-13,5,3,5,12,72,49,26,0
260,8,1,5,8,18,15,30,-13,0
265,-5,-3,0,-1,0,0,6,7,0
270,-18,21,6,0,2,-3,5,5,0
275,-6,-7,-5,-5,-3,-34,-21,-51,0
280,28,-8,-3,-4,-2,44,-4,-5,0
285,-14,0,-1,2,2,-14,1,-17,0
290,-5,-12,-1,-1,-1,17,32,-3,0
295,-6,2,-1,-3,-4,-36,-24,-32,0
300,-44,10,12,-1,-4,-13,-27,-49,0
305,53,-32,-23,-3,-1,4,3,-15,0
310,-103,34,28,-1,-5,-6,-25,-23,0
315,56,-70,-48,2,5,5,6,5,0
320,35,55,39,3,-4,7,-12,7,0
325,41,24,-16,-2,0,20,27,10,0
330,-56,-85,-49,-4,3,14,29,-16,0
335,6,62,38,4,1,-2,12,12,0
340,21,-43,-34,-5,2,9,-6,3,0
345,-36,40,19,0,-5,-12,-16,1,0
350,90,34,-15,4,2,0,13,18,0
355,-15,17,12,3,5,5,-8,10,0
360,2,-3,-1,2,2,-10,-19,9,0
365,-18,-15,16,-2,-7,-2,-8,2,0
370,18,-2,7,2,0,11,23,6,0
375,-20,-6,0,-6,-10,-27,-72,-10,0
380,-7,4,-6,-11,-7,9,23,11,0
385,-9,-35,-21,-4,0,-4,-40,0,0
390,22,12,18,14,14,-7,49,14,0
395,-4,-1,-2,-5,-15,19,31,2,0
400,-25,-30,-15,-13,-5,-11,-23,-2,0
405,4,11,7,6,5,19,25,7,0
410,16,-2,-6,-36,-33,-8,-17,2,0
415,-19,-12,-4,4,24,-36,19,7,0
420,-3,-1,-4,-3,-32,32,23,-2,0
425,1,5,7,-11,0,-56,-50,-8,0
430,3,-3,3,23,5,-14,-38,-3,0
435,-1,-7,-5,9,30,-9,61,21,0
440,3,15,15,6,17,41,70,21,0
445,0,-5,-11,-1,-13,-55,-28,-13,0
450,3,-15,-3,-6,-5,-50,-63,4,0
455,-11,3,5,-7,-20,33,-7,-7,0
460,0,2,-3,20,20,-12,2,-1,0
465,-7,-6,-1,-2,-5,22,-9,-4,0
470,6,-1,0,-11,-9,-2,72,5,0
475,-6,-4,1,-4,-4,21,-16,-4,0
480,-2,0,0,-3,1,-3,-17,-4,0
485,-5,-11,-3,-3,-6,12,11,-1,0
490,3,0,-1,0,2,6,-31,-10,0
495,2,3,1,4,4,39,44,16,0
500,2,-7,-4,-2,-5,-11,-6,-11,0
505,-30,0,5,-1,-2,-15,-14,-13,0
510,9,1,1,6,7,23,36,4,0
515,-7,-6,-5,-7,-9,-4,-16,-32,0
520,-6,-3,2,2,7,16,-25,-1,0
525,21,0,0,2,6,58,68,16,0
530,-1,0,0,0,2,-18,-17,-3,0
535,-20,-24,-6,-2,-5,-6,28,11,0
540,48,14,4,0,2,-23,-6,31,0
545,-7,1,5,4,6,7,-13,-11,0
550,-18,-5,-5,-5,-2,28,28,2,0
555,29,10,-1,-3,-2,-7,-12,5,0
560,-92,11,12,0,0,-10,1,-23,0
565,88,-28,-15,-3,0,3,-5,-35,0
570,11,-7,-5,-3,-3,-13,-38,-32,0
575,-75,14,8,4,4,9,18,12,0
580,13,-17,-4,-5,-13,-21,-36,-7,0
585,17,56,19,2,5,-1,-3,12,0
590,16,-33,-10,-4,2,16,-6,7,0
595,-21,-20,-30,0,-1,-21,-30,22,0
600,51,63,14,-3,-1,8,-3,10,0
605,-13,-34,-26,2,5,4,48,42,0
610,45,92,25,8,2,5,3,-3,0
615,-10,6,34,4,1,-2,-24,11,0
620,19,63,18,3,-1,-13,-16,16,0
625,-23,-45,-15,-5,-4,2,28,5,0
630,-21,-46,-9,-5,0,2,-19,3,0
635,36,20,-2,-5,-7,-12,-18,-12,0
640,-20,-7,-6,4,8,28,68,7,0
645,-18,4,7,-4,-6,-19,-35,-12,0
650,1,-10,-5,-1,-1,5,-6,-11,0
655,-8,9,8,11,15,-8,-12,-17,0
660,-2,-52,-19,-10,-12,-2,-18,-1,0
665,-2,2,1,-17,-7,-3,-6,1,0
670,-18,3,5,6,1,-2,14,10,0
675,18,-10,-8,-6,-4,2,-16,-20,0
680,-6,-24,-4,10,10,-5,-15,-11,0
685,-1,12,-1,-6,-8,-5,15,5,0
690,-11,6,-3,-6,-4,3,-4,1,0
695,6,-8,-1,-2,-4,-3,-8,-7,0
700,-6,-9,-12,-3,-11,50,-34,-4,0
705,1,1,3,17,35,-1,23,6,0
710,-3,-7,-6,-22,-37,17,-13,-7,0
715,-6,-4,-9,-18,-11,-50,-44,-13,0
720,4,-11,-6,-2,11,18,54,2,0
725,-5,0,0,5,-16,-42,-52,-11,0
730,-1,3,5,10,6,58,26,1,0
735,4,0,2,-7,1,-12,8,5,0
740,0,-4,4,-2,4,-26,-17,-5,0
745,-5,-2,-4,8,-6,4,8,0,0
750,-6,3,4,6,23,-25,-22,-5,0
755,3,-4,-5,-4,-24,-20,-10,-2,0
760,6,1,4,1,8,-17,14,4,0
765,-6,-1,-1,-9,-6,17,8,-3,0
770,-1,-3,3,6,9,45,-2,2,0
775,4,-4,-6,4,14,4,-17,-3,0
780,-9,-6,-4,-3,-9,-19,5,-8,0
785,-5,-4,-3,-12,-20,-17,-83,-15,0
790,1,-1,2,0,9,27,42,9,0
795,0,1,-2,1,1,47,35,-1,0
800,-9,-4,-1,3,-2,-17,-49,-54,0
805,4,4,0,-2,0,16,21,10,0
810,1,2,-3,-5,1,-66,-40,-4,0
815,-1,-2,-1,3,0,20,-31,-7,0
820,3,-3,-5,-5,-11,18,30,14,0
825,-4,0,2,-2,-4,3,12,-3,0
830,-2,3,-2,-2,-8,-12,-39,-24,0
835,2,0,2,1,1,-53,0,25,0
840,0,-12,-6,-6,-9,-11,-29,1,0
845,-7,12,4,2,8,-66,11,5,0
850,-17,-3,-3,-3,-6,45,23,23,0
855,19,19,5,0,0,7,-14,12,0
860,1,-8,-10,-3,2,16,-13,10,0
865,4,1,3,6,2,-23,-2,13,0
870,-5,-4,-4,-5,-7,-14,-22,-2,0
875,4,4,1,-4,-4,-11,34,11,0
880,-8,-13,-1,0,-2,-12,20,12,0
885,42,45,9,2,5,37,8,0,0
890,-8,-10,3,-3,-2,-20,-24,-46,0
895,37,28,10,5,6,13,21,4,0
900,-9,-16,1,3,0,-21,-16,2,0
