C1,C2,C3,C4,C5,C6,C7,C8,Marker
-1,4,17,17,8,9,21,5,NAN
44,5,-17,-13,-6,-5,-20,7,NAN
-34,-5,4,-5,17,30,11,-5,NAN
-12,-7,-17,-16,-32,-13,-7,-10,NAN
4,1,5,-6,-20,-34,-35,-3,NAN
0,5,10,11,13,12,15,3,NAN
16,4,-2,2,-2,-14,8,8,NAN
1,1,4,5,11,25,-8,-2,NAN
5,6,1,-2,4,-5,16,4,NAN
-5,-2,4,15,0,-9,-6,-9,NAN
1,-2,-7,2,8,4,-3,7,NAN
-5,-2,0,-4,-19,-17,6,1,NAN
3,0,1,3,4,9,-2,-2,NAN
-1,-3,-9,-18,1,23,13,8,NAN
8,3,5,5,4,14,22,4,NAN
-11,-7,6,3,-13,-64,-46,-7,NAN
-1,0,-16,1,-5,-4,-20,-10,NAN
-11,-2,42,18,10,1,-8,-6,NAN
-3,-7,-24,-27,-11,-2,-5,-7,NAN
7,2,-6,-4,21,39,30,9,NAN
-1,-4,-3,-7,1,0,12,4,NAN
-10,1,3,8,-3,-13,-10,-2,NAN
4,0,5,9,2,3,10,3,NAN
15,2,4,-1,13,29,10,1,NAN
2,-5,-5,2,-6,-29,-25,-15,NAN
-22,-4,-13,-13,-7,17,22,2,NAN
-19,-6,2,4,-14,-37,-48,-18,NAN
-4,3,-7,-2,4,12,15,11,NAN
10,-8,-3,-9,-3,21,49,18,NAN
3,10,2,6,4,-5,-76,-41,NAN
3,3,-31,-16,9,3,-17,-9,NAN
-11,-11,-37,-31,-14,10,6,-3,NAN
0,-13,-20,-24,4,6,28,15,NAN
6,2,12,-9,5,1,-10,-6,NAN
12,6,17,16,-1,22,60,27,NAN
-4,4,13,20,3,-28,-50,-31,NAN
-13,-5,-1,-5,-9,1,5,-1,NAN
-1,2,-15,12,4,3,-6,-1,NAN
-13,-1,5,8,10,6,7,-8,NAN
6,-1,-1,0,0,30,32,36,NAN
0,3,1,0,-14,-39,-25,-27,NAN
12,4,-1,-4,2,7,6,-3,NAN
-10,-13,-7,-8,-10,-21,-47,1,NAN
1,-3,6,-10,-2,-8,-22,-14,NAN
-6,3,-3,5,5,12,-9,-7,NAN
-6,-9,-5,-5,-5,9,47,14,NAN
-12,-10,-6,-11,-4,1,2,-49,NAN
4,7,-2,7,2,3,23,48,NAN
8,2,0,2,-3,-12,-16,83,NAN
-28,9,0,3,-1,-15,-64,-116,NAN
37,-4,-4,-9,-9,2,50,47,NAN
-8,10,4,6,8,3,-14,-24,NAN
-15,-25,-1,-4,-4,4,-6,-61,NAN
4,0,-11,-11,-12,-21,-44,127,NAN
-22,7,7,3,1,1,29,34,NAN
8,-12,-15,-3,-2,-7,14,20,NAN
16,20,11,3,7,16,-4,8,NAN
-13,-14,-8,-5,-7,-3,21,0,NAN
-7,-3,-2,-1,0,-4,-28,-34,NAN
25,12,9,5,3,3,-16,18,NAN
-13,1,1,3,3,9,24,-27,NAN
-8,-18,-9,-10,-10,-10,10,53,NAN
12,12,1,-1,-3,-4,-22,11,NAN
-8,-10,3,-1,1,8,13,-24,NAN
3,0,-3,1,2,3,-11,-53,NAN
-9,0,1,1,4,8,42,-104,NAN
17,6,7,5,3,-3,8,127,NAN
4,-4,-2,-1,3,-3,-49,-41,NAN
-5,2,-1,-1,0,4,23,29,NAN
14,5,-1,0,-1,2,18,11,NAN
-14,-7,2,-2,5,15,3,-78,NAN
-17,-9,-1,-1,15,44,25,24,NAN
13,12,-3,-7,-19,-50,-49,-25,NAN
2,-4,4,1,-7,-30,-1,-10,NAN
-15,-20,-9,-4,-15,-15,-22,79,NAN
-1,9,7,0,12,25,15,1,NAN
-16,-10,-9,-8,-28,-57,-10,-9,NAN
14,10,2,1,13,38,-10,56,NAN
-11,-12,-8,-1,-2,10,2,-72,NAN
-8,-5,-4,-2,-3,-1,9,43,NAN
31,10,11,-7,-7,-26,7,-4,NAN
-16,-9,-18,-1,8,35,9,58,NAN
-11,-14,-12,-1,-3,-9,0,-90,NAN
4,2,8,4,30,77,10,-14,NAN
9,9,0,-6,-28,-43,15,42,NAN
11,7,11,2,6,14,6,-17,NAN
-8,-2,-6,-7,-1,25,-23,17,NAN
3,9,2,5,-1,0,34,-1,NAN
-16,-14,-10,-10,-23,-53,-53,-25,NAN
-7,-1,0,-1,-4,-10,-16,-23,NAN
-6,5,3,0,-15,-43,3,-7,NAN
18,0,2,0,-2,-1,0,-5,NAN
-6,10,5,6,32,109,26,18,NAN
14,-17,-10,-8,-21,-45,24,-18,NAN
-11,0,-2,3,21,54,4,-21,NAN
-10,1,3,1,-20,-77,-70,-26,NAN
-2,-9,-6,0,-3,-53,-1,12,NAN
9,1,2,0,0,6,-17,17,NAN
20,12,6,-5,-1,7,1,15,NAN
-2,-1,-3,1,10,55,63,-8,NAN
-8,-6,-5,4,14,1,-50,-19,NAN
-26,-8,1,-4,-2,50,23,-8,NAN
1,-3,4,7,-4,-69,-49,7,NAN
-6,0,-9,-12,-24,-33,-1,9,NAN
6,-2,-3,3,15,59,43,6,NAN
-4,1,-4,-4,2,-33,-2,-49,NAN
33,12,2,-10,-2,4,-40,3,NAN
-26,-12,-8,-3,-1,31,8,-6,NAN
-10,-11,-1,3,-10,-68,-24,10,NAN
-5,8,10,12,10,-8,17,-19,NAN
3,4,2,9,11,-1,-21,-5,NAN
1,2,-1,-7,-11,-30,13,-15,NAN
16,5,-1,-2,6,78,54,3,NAN
-9,-7,-3,-2,-15,-40,-49,-3,NAN
-16,-11,-4,2,-9,-24,35,-40,NAN
7,2,-10,-19,-18,-43,-43,9,NAN
-5,-10,6,15,11,21,17,15,NAN
8,6,-1,12,4,10,0,3,NAN
-18,-6,-10,-46,-6,11,21,-12,NAN
14,-9,-1,1,-4,-3,-2,0,NAN
-31,-2,4,-2,11,36,-26,-33,NAN
20,3,-1,7,-9,-16,32,32,NAN
4,-2,-2,9,11,73,-6,-1,NAN
-7,4,-1,-1,-10,-116,-23,-14,NAN
7,-1,-8,0,-3,-8,-24,29,NAN
-8,-5,-3,-12,-14,9,31,7,NAN
2,7,5,4,-8,-22,-50,-51,NAN
-18,2,6,9,22,32,-10,-4,NAN
25,5,0,1,1,30,43,3,NAN
-1,-3,-4,-11,-7,-29,-41,-37,NAN
-14,-11,-5,-8,-15,-7,38,60,NAN
-17,-14,-7,3,-8,12,-19,-17,NAN
0,15,23,48,40,4,-9,10,NAN
13,5,-18,-68,-18,16,-5,-8,NAN
10,0,-3,-2,-4,3,38,8,NAN
-15,-6,-1,-3,-4,20,-7,-9,NAN
3,-1,-5,-9,-5,-9,28,8,NAN
-3,-1,5,19,2,-51,-84,-23,NAN
-1,5,5,9,3,-10,-34,-10,NAN
14,5,2,-1,24,75,97,21,NAN
-13,-17,-12,-21,-51,-53,-1,-8,NAN
-12,-8,1,13,11,1,-71,-25,NAN
-3,2,-2,-2,-4,-54,-11,0,NAN
-7,-9,-4,3,1,41,-20,-1,NAN
-26,5,-1,-2,25,49,37,-5,NAN
35,-3,0,1,-4,-17,28,39,NAN
-13,0,-2,0,-2,19,33,13,NAN
19,12,5,4,4,-24,-9,8,NAN
-12,-6,-6,-4,6,19,9,-9,NAN
13,16,9,8,18,82,0,15,NAN
-8,-19,-3,2,-10,-48,14,-10,NAN
-14,-14,-10,-8,-13,-16,8,3,NAN
2,-1,1,0,0,-45,-49,-8,NAN
-10,1,2,3,9,32,17,-11,NAN
21,11,3,7,24,66,-4,14,NAN
-4,-4,-9,-20,-55,-108,-30,-27,NAN
9,-1,-1,-4,6,36,-27,7,NAN
-3,0,6,11,23,35,35,7,NAN
1,1,1,2,0,0,-23,-38,NAN
5,-2,-6,-12,-29,-62,-2,66,NAN
11,4,-2,-9,-2,14,4,-19,NAN
-4,-10,-3,-1,-13,-25,-25,-10,NAN
-16,-2,1,5,12,28,6,-6,NAN
1,1,5,5,16,36,20,-11,NAN
9,4,-4,-4,-5,-14,-11,1,NAN
-13,-2,-1,-2,-2,-11,-13,2,NAN
-28,-6,4,6,2,2,11,-7,NAN
30,-3,-2,-5,0,-27,-5,-30,NAN
-15,-7,-5,-5,-9,-1,1,12,NAN
8,2,1,4,10,25,55,20,NAN
-16,-11,-8,-10,-17,-14,4,-22,NAN
0,-5,-1,1,-7,-38,-43,-6,NAN
5,7,0,-1,12,41,36,10,NAN
-8,-8,-2,0,-3,20,14,16,NAN
20,-1,-4,0,0,-24,-24,-14,NAN
-14,1,-1,0,-13,-23,4,15,NAN
14,5,-4,-5,-8,-19,2,18,NAN
-41,-14,3,8,18,35,5,-20,NAN
20,4,-2,-7,-7,12,17,21,NAN
4,-10,-6,-2,-5,-7,-2,-10,NAN
7,2,0,-4,2,12,-11,-6,NAN
12,10,2,4,16,29,17,9,NAN
-13,-5,-2,-5,-20,-44,5,7,NAN
-3,-3,1,4,14,39,0,-21,NAN
4,-5,1,5,-20,-82,-65,1,NAN
-13,0,-2,2,3,7,-36,-13,NAN
5,2,-3,1,6,21,19,4,NAN
5,3,-6,-7,-9,6,32,2,NAN
-10,-7,-5,-10,-4,33,33,11,NAN
11,1,-1,2,-3,-20,-24,-13,NAN
-10,-6,-1,1,3,7,12,6,NAN
-10,3,-2,-7,-14,-40,-8,-2,NAN
-1,-2,-2,-1,-8,-17,-12,-7,NAN
-2,-3,2,9,9,21,13,3,NAN
8,0,-6,-12,2,3,-26,-13,NAN
-12,-2,0,0,4,32,3,4,NAN
-5,0,-2,-2,9,24,-8,2,NAN
1,-3,-6,-12,-29,-57,22,5,NAN
20,0,1,6,2,-5,19,16,NAN
-26,-4,3,4,3,-10,-62,-23,NAN
1,2,-2,-1,2,10,22,-2,NAN
12,3,2,2,10,29,5,14,NAN
-16,-2,2,2,7,13,4,-2,NAN
6,2,-2,-4,0,5,34,7,NAN
5,-1,-3,-2,-7,-21,-10,-12,NAN
1,-3,-5,-7,-6,-10,-24,-1,NAN
-14,-3,1,2,7,14,2,-14,NAN
-1,0,0,7,41,109,17,-2,NAN
3,-2,-5,-11,-43,-106,-7,3,NAN
3,2,-9,-18,-55,-65,-26,-28,NAN
-7,2,4,3,3,16,-24,-4,NAN
-1,-9,-1,3,2,-9,29,20,NAN
0,-2,-1,5,22,56,-2,-18,NAN
-6,2,0,2,13,18,38,17,NAN
2,5,2,1,0,0,1,13,NAN
-10,-8,-2,2,9,58,-5,-28,NAN
18,4,0,-4,-15,-65,29,23,NAN
-10,-3,-1,0,6,-3,-32,-25,NAN
2,-5,-1,1,2,-18,-38,-12,NAN
-11,2,-1,-4,-8,-11,9,8,NAN
-14,-7,-1,3,14,52,-18,-11,NAN
6,2,-3,-5,-5,3,3,6,NAN
-9,5,5,11,49,98,43,8,NAN
9,-3,-7,-18,-67,-128,15,-32,NAN
-8,0,1,-1,2,49,-67,15,NAN
4,-1,1,4,19,43,2,26,NAN
-9,-2,-4,-6,-11,29,-7,-73,NAN
0,1,3,7,23,63,42,16,NAN
5,0,-4,-4,2,5,57,-43,NAN
2,9,1,-4,-18,-62,-48,38,NAN
20,-5,-3,-1,-5,-43,-22,-2,NAN
12,-4,-3,1,-4,-33,-43,-7,NAN
-14,-6,-1,0,2,32,-11,-47,NAN
-13,-4,0,5,19,29,35,-32,NAN
9,10,4,2,2,-24,15,24,NAN
10,10,0,-4,-3,42,24,19,NAN
9,-4,-3,-5,-21,-91,2,31,NAN
-11,-11,-7,-4,-2,-4,-26,-36,NAN
-9,2,-1,-1,-4,5,-57,-16,NAN
-8,-5,0,4,6,-5,-44,-10,NAN
-15,1,2,4,16,40,4,-2,NAN
16,6,-7,-13,-22,-16,5,-13,NAN
-9,-15,-8,-6,-12,-14,-4,4,NAN
-10,-3,3,3,7,-1,60,56,NAN
32,6,-3,-4,-10,-18,-50,-13,NAN
-6,6,9,11,23,36,-36,7,NAN
-29,-15,-8,-12,-29,-29,35,0,NAN
-10,-2,-8,-12,-16,-32,-35,-58,NAN
-19,-11,-3,2,0,11,46,86,NAN
15,10,11,10,16,17,-14,-2,NAN
11,10,6,5,9,15,-7,5,NAN
0,-12,-8,-3,-4,-12,-17,-10,NAN
-30,-4,-7,-11,-21,-38,8,-50,NAN
10,-2,-4,-4,-1,8,-24,-9,NAN
7,8,8,8,10,15,77,87,NAN
-1,4,0,-1,-2,-12,-38,-3,NAN
9,-4,-1,0,4,22,2,-1,NAN
-17,-10,-1,0,-1,-10,-2,-21,NAN
-4,-7,-8,-4,-5,-11,-18,-26,NAN
11,13,5,1,2,3,11,18,NAN
-2,2,1,2,3,-2,-23,-1,NAN
-1,1,-1,1,1,4,25,8,NAN
-5,-4,-1,-2,-3,-1,-3,-2,NAN
-1,-3,-1,0,-1,-4,4,2,NAN
-7,2,2,-1,3,3,-9,-1,NAN
-2,0,1,2,-1,4,33,37,NAN
4,-4,-6,-9,-7,-3,-14,-51,NAN
-2,0,0,-1,-4,-15,-10,-10,NAN
0,-3,-2,1,1,2,0,30,NAN
1,0,-1,-1,0,5,14,-28,NAN
-1,-2,-2,2,1,-6,-14,-18,NAN
-1,-6,-5,-2,-2,-6,-7,-5,NAN
3,8,2,0,3,10,-3,5,NAN
-4,-10,-1,-1,0,0,4,-5,NAN
5,-3,1,1,-3,-3,4,16,NAN
-6,3,-2,-3,-2,-3,-18,-77,NAN
8,-1,-6,0,2,16,25,14,NAN
-6,0,0,-4,-7,-19,-19,-20,NAN
4,5,8,3,2,2,12,30,NAN
-6,-14,1,-1,-1,0,1,14,NAN
-2,11,2,0,1,1,-6,-6,NAN
-2,-1,0,-3,-1,2,-13,-70,NAN
2,-1,-5,2,-1,-1,16,45,NAN
-1,5,-9,-4,3,4,10,13,NAN
-16,-12,-1,-2,-1,-6,-9,-10,NAN
3,9,0,1,1,3,13,39,NAN
-12,-1,-1,-4,-4,-6,-14,-28,NAN
2,-1,7,11,0,-1,-3,14,NAN
4,-6,5,4,0,1,26,13,NAN
-12,-11,-1,-5,-2,-3,-32,7,NAN
0,2,-16,4,-2,-3,-10,-46,NAN
16,-4,-10,-49,-16,-6,6,46,NAN
5,24,4,4,1,-4,-8,-20,NAN
-13,-34,2,2,-4,0,17,-7,NAN
-1,-11,0,4,1,3,0,21,NAN
14,21,4,14,3,-3,-48,-11,NAN
-4,1,3,-6,-6,-3,23,-13,NAN
7,-2,-10,-4,3,14,58,40,NAN
-15,-16,-2,-6,-6,-17,-76,-34,NAN
2,-5,-1,6,3,4,57,30,NAN
1,-9,1,-2,-1,-10,-42,-14,NAN
6,3,-3,5,1,-2,-7,9,NAN
-17,2,1,-2,-2,1,14,-8,NAN
2,12,5,5,1,0,12,-16,NAN
-1,10,-4,1,2,5,-4,8,NAN
-4,-28,-1,6,1,5,11,14,NAN
8,9,-2,-11,-2,-6,-19,-9,NAN
-23,-1,-15,-19,-7,0,1,-9,NAN
-3,-9,-4,-2,0,6,35,22,NAN
11,18,6,6,0,-14,-45,-10,NAN
2,2,4,-1,0,-4,20,3,NAN
-2,-8,6,11,1,-4,-29,-10,NAN
2,-9,-6,-4,-3,12,4,-3,NAN
1,6,-4,-6,-7,-9,20,-1,NAN
5,4,3,3,3,5,-17,-2,NAN
-4,-2,1,3,3,1,19,10,NAN
4,-7,-5,-4,0,5,-10,-9,NAN
-5,4,0,-2,-1,8,15,16,NAN
9,1,-4,-6,-2,5,19,16,NAN
-2,-3,1,3,7,7,-5,-5,NAN
2,-3,1,-1,-13,-22,-9,-4,NAN
0,4,-3,-1,5,-2,-8,-2,NAN
1,1,-2,-5,-2,5,3,-2,NAN
-1,-3,1,2,-6,-24,-10,-1,NAN
-4,-8,-8,-5,0,5,-11,-5,NAN
-2,2,2,-3,0,0,6,1,NAN
7,-2,-2,-2,-3,-5,-8,-6,NAN
-7,0,0,7,2,6,-4,-9,NAN
9,5,17,21,9,-2,11,13,NAN
-6,-6,-14,-16,-10,-2,3,3,NAN
-4,3,4,2,0,2,-9,-9,NAN
1,-2,6,8,4,0,6,4,NAN
8,2,-11,1,2,-6,-1,3,NAN
-1,1,-1,-17,-4,2,-10,-5,NAN
-10,-4,-3,-2,-2,5,14,18,NAN
-1,-2,1,2,2,-3,10,-30,NAN
-6,-5,0,-1,-4,-4,-18,-19,NAN
11,9,3,1,-4,-9,-15,2,NAN
-5,-3,6,13,0,-7,8,6,NAN
5,1,3,4,-2,2,-17,5,NAN
-9,-9,-6,-12,-7,1,8,-13,NAN
9,6,-1,5,10,6,12,43,NAN
-3,-4,0,-4,1,1,2,-8,NAN
0,0,-5,4,7,14,-5,8,NAN
1,0,-2,0,2,-3,-13,1,NAN
-12,-8,-4,-9,-37,-71,-12,-21,NAN
-3,0,0,10,20,44,-10,-2,NAN
3,-5,0,-11,-31,-77,4,-12,NAN
-7,1,-4,-10,-9,4,-23,4,NAN
-3,5,2,7,28,89,23,37,NAN
4,1,-8,-11,-26,-108,-7,-13,NAN
-14,-6,-1,-3,9,37,9,-25,NAN
-7,-8,-13,-16,-11,-20,-14,-36,NAN
7,5,-3,16,11,15,-13,-8,NAN
-5,0,0,-6,12,57,20,24,NAN
3,-8,15,2,3,25,-8,-16,NAN
-9,-9,19,15,-2,-43,4,21,NAN
-7,3,6,2,4,21,-5,-36,NAN
-4,6,-21,-20,-12,-29,-11,-26,NAN
11,2,-2,-10,-7,-18,-6,34,NAN
3,-8,-1,12,17,42,30,34,NAN
0,-2,-24,-9,3,25,-13,-87,NAN
