C1,C2,C3,C4,C5,C6,C7,C8,Marker
-22,-29,-7,-5,0,4,8,-4,NAN
-15,-23,-13,-11,4,-13,-1,12,NAN
-12,-9,-22,-23,-15,-15,-80,11,NAN
14,-9,-2,-18,-4,4,-16,-5,NAN
-6,-2,-15,8,4,-36,-33,-2,NAN
-11,-63,42,13,9,42,34,3,NAN
6,27,-3,14,1,-22,-78,-37,NAN
9,-3,1,-3,-3,11,-51,-17,NAN
-9,-11,-20,-10,-5,1,-29,-42,NAN
-1,-4,-2,-5,-2,-12,-1,44,NAN
-13,-28,-2,4,3,4,-23,41,NAN
14,-17,-1,-4,-7,6,38,-17,NAN
5,11,8,-4,-1,9,-2,23,NAN
7,41,-16,-3,-5,-11,-54,-39,NAN
-8,-42,5,3,4,10,-58,-16,NAN
-6,7,-6,-6,-6,-5,-14,65,NAN
17,-21,9,7,6,-7,7,62,NAN
-15,87,-3,-3,-9,-9,-3,-34,NAN
2,-20,2,-5,4,8,-48,-16,NAN
-33,21,-3,5,4,3,-8,-36,NAN
-12,0,2,-2,0,4,95,-40,NAN
18,-9,-8,-2,-4,11,-26,21,NAN
1,-9,-2,-3,3,9,53,-26,NAN
9,-16,-2,2,1,-15,-108,-21,NAN
4,72,5,-3,-6,7,9,43,NAN
-6,-1,1,2,4,12,51,0,NAN
23,12,10,6,3,10,30,72,NAN
4,-7,-9,-4,-4,-7,17,-34,NAN
-9,-45,-2,2,-2,-8,11,57,NAN
3,14,-3,-2,-1,6,-25,-8,NAN
-16,-13,-1,-1,2,5,10,7,NAN
6,-13,-1,-1,-7,5,26,10,NAN
3,36,0,-5,-6,-16,-45,24,NAN
36,12,0,-2,-1,-4,6,-83,NAN
-11,3,-5,-5,0,1,-91,-53,NAN
-18,-19,-3,-1,-5,-19,6,4,NAN
-16,-12,3,1,5,19,-9,51,NAN
0,-7,-2,2,1,-6,-63,-46,NAN
4,2,0,-3,-4,8,35,9,NAN
6,10,4,6,8,3,2,-4,NAN
-2,-12,-6,-6,-10,-23,-45,-34,NAN
-17,32,3,-1,1,8,-43,31,NAN
-7,-36,-5,-2,-1,6,-40,-6,NAN
31,54,17,2,5,6,-36,19,NAN
7,-18,-13,-7,-12,-7,-15,-8,NAN
-6,-51,-13,2,7,16,17,18,NAN
-1,-10,-10,-7,-9,-17,-18,-28,NAN
-5,-5,-5,-3,0,-2,67,16,NAN
12,20,7,0,2,1,21,2,NAN
-12,-41,-3,-3,-2,-4,-38,2,NAN
14,40,0,1,4,2,-11,4,NAN
-19,-19,0,2,4,-1,-6,45,NAN
5,13,0,0,5,4,27,-22,NAN
0,11,1,-7,-12,-3,32,19,NAN
-9,-17,3,2,0,-9,40,-1,NAN
6,13,0,-1,-1,7,28,44,NAN
-11,0,0,3,5,6,-16,-23,NAN
11,2,2,5,2,1,27,17,NAN
9,14,-3,-8,-6,-6,-78,-21,NAN
-14,-37,-1,1,0,-11,70,14,NAN
1,61,0,-1,-1,15,44,-22,NAN
-20,-29,-1,-4,-3,-18,-25,-1,NAN
7,7,1,5,3,6,89,56,NAN
-22,-18,0,2,3,3,8,-18,NAN
6,-37,-3,-5,-6,-3,0,-34,NAN
18,43,3,-1,-5,-6,60,64,NAN
-24,-8,1,2,0,-9,-28,-26,NAN
2,14,-6,-3,1,14,-91,-31,NAN
-7,-6,7,5,7,10,63,17,NAN
0,-17,-4,-4,-2,0,-13,-37,NAN
4,-12,-6,-6,-7,-8,-15,-44,NAN
-2,12,1,4,2,-7,-7,-6,NAN
-1,-4,-2,0,-1,6,-19,20,NAN
-17,-39,-4,-1,2,4,-63,-41,NAN
-13,29,6,0,-2,-14,62,23,NAN
0,4,-8,-10,-11,-25,-48,-33,NAN
6,-26,-4,-1,1,2,65,-38,NAN
-11,-20,-2,3,4,3,87,18,NAN
41,63,11,4,1,-2,-39,41,NAN
-3,-26,-4,-5,-7,9,34,-13,NAN
-17,7,0,1,0,-19,5,49,NAN
1,-2,3,-3,0,6,-22,8,NAN
-24,-43,-11,-7,-7,-6,-18,-27,NAN
15,-39,-6,-6,-2,-1,-80,-7,NAN
-1,-30,3,3,1,-14,64,1,NAN
-4,97,5,2,0,-13,-45,-13,NAN
21,7,2,5,8,33,58,-6,NAN
