Timestamp, Rotation x, Rotation y, Rotation z, Marker
40,-27.1875,-14.6875,4.75,0
60,-26.1875,-14.125,4.75,0
80,-22.75,-14.6875,4.0625,0
100,-20.625,-14.25,3.25,0
120,-15.8125,-12.625,0.9375,0
140,-12.875,-10.875,-3.5,0
140,-9.5625,-9.9375,-9.5,0
160,-5.75,-9.3125,-14.8125,0
190,-4.1875,-5.375,-19,0
210,-3.5,-0.3125,-22,0
230,2.125,1.125,-23.5625,0
250,2.375,-0.4375,-19.75,0
270,3.625,-1.625,-15.9375,0
290,-1.6875,-3.5625,-13.1875,0
310,-4.1875,-6.375,-10.8125,0
330,-4.625,-5.6875,-8.8125,0
350,-2.1875,-3.125,-7.75,0
370,-1.375,-0.6875,-6.6875,0
390,-0.875,0.25,-5.3125,0
410,-1.8125,1.875,-4.25,0
430,-5.4375,2.9375,-3.4375,0
450,-7.5,3.1875,-1.5,0
470,-9.6875,3.5625,-0.375,0
490,-9.8125,2.5,-0.1875,0
510,-7.625,2.9375,1.6875,0
530,-6.875,1.875,0.375,0
550,-2.9375,0.6875,-1.4375,0
570,-0.625,-0.3125,-2.6875,0
590,2.125,-1,-4,0
610,4.75,-1.5625,-4.5625,0
630,5.375,-2.0625,-4.4375,0
650,4.6875,-2,-4.25,0
670,2.5,-1.625,-4.1875,0
690,1,-1.0625,-3.6875,0
710,0.0625,-0.9375,-3.375,0
730,-0.125,-0.1875,-3.25,0
750,-0.5,0.375,-3.1875,0
770,-0.25,0.3125,-3.3125,0
790,-1,0.9375,-2.625,0
810,-2.875,1.3125,-2.4375,0
830,-3.875,1.3125,-1.9375,0
850,-4,0.8125,-1.0625,0
870,-2.1875,-0.5,-1.4375,0
890,-0.8125,-1,-1.75,0
910,0.6875,-1.625,-1.125,0
930,1.0625,-1.1875,-1.25,0
950,0.4375,-0.75,-0.875,0
970,-0.9375,-0.6875,0.125,0
990,-2,0.25,0.375,0
1010,-0.8125,0.875,0.25,0
1030,-1.25,-0.125,0.625,0
1050,-0.25,1.3125,0.5625,0
1070,0.4375,2.0625,-1.0625,0
1090,2.1875,1.375,-0.4375,0
1110,1.0625,-0.5,-1.0625,0
1130,-0.75,-0.75,-0.375,0
1150,-1.9375,-0.25,0.8125,0
1170,-1.0625,0.25,1.3125,0
1190,-0.75,0.1875,1.75,0
1210,0.4375,0.1875,0.75,0
1230,1.6875,-0.0625,-0.1875,0
1250,3.6875,-0.5625,-0.4375,0
1270,4.4375,-0.8125,-1.4375,0
1290,3.75,-1.25,-0.125,0
1310,2.8125,-0.8125,-0.25,0
1330,2.6875,-0.625,-0.3125,0
1350,3.25,-0.3125,-0.125,0
1370,3.5,-0.1875,-0.625,0
1390,3.5,-0.25,-0.3125,0
1410,3.25,0,0.1875,0
1430,2.625,0.1875,1,0
1450,2,0.4375,1.5,0
1470,1.125,0.5,2.0625,0
1490,-0.625,0.5,1.9375,0
1510,-1.5625,0.8125,1.4375,0
1530,-3.0625,1,0.5,0
1550,-2.8125,1.25,-1.5625,0
1570,-2.5,1.1875,-2.75,0
1580,-2.9375,1.3125,-3.875,0
1600,-3,1.1875,-4,0
1620,-2.875,1.375,-3.4375,0
1640,-2.1875,1.3125,-2.3125,0
1660,-1.5,1.1875,-1.5,0
1680,0.125,0.625,-1.375,0
1700,1.4375,0,-1.9375,0
1720,2.9375,-0.375,-1.8125,0
1740,2.75,-0.375,-1.1875,0
1760,1.5,-0.25,-0.5,0
1780,0.1875,-0.3125,0.5,0
1800,-0.5,-0.3125,1.25,0
1820,-0.9375,-0.0625,1.5625,0
1840,-0.125,-0.125,1.75,0
1860,0.0625,-0.1875,1.5625,0
1880,0.375,0.0625,0.8125,0
1900,0.3125,0.125,0.5,0
1920,-0.5,0.3125,0.125,0
1940,-0.6875,0.4375,-0.25,0
1960,-0.5,0.625,-0.5625,0
1980,-1.0625,0.625,-0.875,0
2000,-1.1875,0.75,-0.6875,0
2020,-1,0.5625,-0.6875,0
2040,-0.5625,0.375,-0.25,0
2060,-0.1875,0.625,-0.375,0
2080,-0.4375,0.375,0.125,0
2100,-0.375,0.375,0.3125,0
2120,0,0,0.5,0
2140,0.4375,-0.0625,0.6875,0
2160,0.375,-0.1875,0.875,0
2180,0.75,-0.5,0.75,0
2200,1.1875,-0.5625,0.5,0
2220,1.5625,-0.25,0.5,0
2240,0.75,-0.0625,0,0
2260,0,-0.1875,0.125,0
2280,-0.3125,0,0.4375,0
2300,-0.375,0.3125,0.625,0
2320,-0.625,0.3125,0.3125,0
2340,-0.5,0.125,0.25,0
2360,-0.4375,0.125,0.25,0
2380,-0.8125,0.3125,0.375,0
2400,-0.75,0.3125,0.3125,0
2420,-0.6875,0.1875,0.125,0
2440,-0.875,0.0625,0,0
2460,-0.5,-0.1875,0.125,0
2480,-0.3125,0,0.1875,0
2500,-0.125,0,-0.125,0
2520,0.125,-0.125,0.0625,0
2540,-0.125,0,-0.125,0
2560,0.375,0,-0.375,0
2580,0.3125,-0.1875,-0.3125,0
2600,0.6875,-0.1875,-0.3125,0
2620,0.625,-0.125,-0.25,0
2640,-0.0625,0,-0.25,0
2660,-0.625,0.0625,-0.25,0
2680,-0.8125,0,-0.1875,0
2700,-1,0.25,-0.375,0
2720,-0.875,0.375,-0.0625,0
2740,-1.25,0.5625,0.125,0
2760,-1.375,0.5,0.5,0
2780,-1.375,0.625,0.375,0
2800,-1.1875,0.625,0.4375,0
2820,-1.3125,0.625,0.4375,0
2840,-1.5625,0.625,0.375,0
2860,-1.1875,0.625,0.4375,0
2880,-0.875,0.4375,0.25,0
2900,-0.875,0.375,0.125,0
2920,-1.0625,0.5,0.125,0
2940,-0.9375,0.4375,0.125,0
2960,-0.875,0.625,0,0
2980,-0.6875,0.5,-0.0625,0
3000,-0.9375,0.3125,0.375,0
3020,-1.3125,0.4375,0.5,0
3040,-1.4375,0.625,0.4375,0
3060,-1.4375,0.5,0.375,0
3080,-0.8125,0.3125,0.375,0
3100,-0.875,0.3125,0.3125,0
3120,-1,0.4375,0.3125,0
3140,-1,0.625,0.25,0
3160,-1.125,0.625,0.125,0
3180,-0.9375,0.375,0.125,0
3200,-0.375,0.0625,0.4375,0
3220,-0.6875,0.5625,0.1875,0
3240,-0.375,0.5625,0.25,0
3260,-1,0.5625,0.125,0
3280,-0.6875,0.5,0.25,0
3300,-0.3125,0.3125,0.125,0
3320,-0.125,0.125,0.1875,0
3340,0.0625,0.1875,0.0625,0
3360,-0.1875,0.1875,0,0
3380,-0.5625,0.0625,-0.125,0
3400,-1.0625,0.0625,-0.0625,0
3420,-1.0625,-0.0625,-0.1875,0
3440,-0.1875,-0.3125,-0.6875,0
3460,0.375,-0.375,-0.875,0
3480,0.0625,-0.375,-1,0
3500,0,-0.5625,-0.6875,0
3520,0,-0.6875,-0.75,0
3540,0.5625,-0.5625,-0.875,0
3560,0.25,-0.3125,-1,0
3580,0.125,-0.4375,-0.875,0
3600,-0.5,-0.375,-0.5625,0
3620,-0.4375,-0.4375,-0.125,0
3640,-0.5,-0.375,-0.3125,0
3660,0.125,-0.5,-0.75,0
3680,0.6875,-0.5625,-1.125,0
3700,0.5625,-0.25,-1.375,0
3720,0.5,-0.625,-1.5625,0
3740,0.375,-0.5625,-1.625,0
3760,0.3125,-0.4375,-1.25,0
3780,-0.5,-0.25,-0.8125,0
3800,-1.25,-0.1875,-0.5625,0
3820,-1.3125,-0.375,-0.4375,0
