Timestamp, Rotation x, Rotation y, Rotation z, Marker
30,-2.25,0.25,1.5,0
50,-3.4375,0.4375,1.875,0
70,-2.8125,0,1.8125,0
90,-2,0.0625,1.4375,0
110,-0.9375,-0.25,1.5625,0
120,-0.375,-0.4375,1.25,0
140,-0.4375,-0.25,0.75,0
170,-1.5625,0.0625,1.1875,0
190,-1.8125,0.0625,0.9375,0
210,-1.625,-0.25,0.6875,0
230,-0.5625,-0.25,0.6875,0
250,0.375,-0.375,0.6875,0
270,-0.0625,-0.375,0.9375,0
290,-0.25,-0.3125,0.8125,0
310,-1.0625,-0.25,0.625,0
330,-1.1875,-0.1875,0.875,0
350,-1.25,-0.0625,1,0
370,-1.25,0.125,1.125,0
390,-1.0625,0.25,1.125,0
410,-0.625,0.375,0.9375,0
430,-0.6875,0.125,0.9375,0
450,-0.5625,0,1,0
470,-0.3125,0.125,0.6875,0
490,-0.125,0.1875,0.4375,0
510,-0.0625,0.25,0.125,0
530,-0.875,0.4375,0,0
550,-0.0625,0,0.375,0
570,0.75,-0.0625,0.5,0
590,0.75,-0.25,0.6875,0
610,-0.125,-0.25,0.5625,0
630,-0.9375,-0.1875,0.1875,0
650,-1.0625,-0.0625,0.125,0
670,-0.125,-0.1875,0.25,0
690,0.25,-0.125,0.375,0
710,-0.0625,-0.5,0.3125,0
730,-0.5625,-0.375,0.0625,0
750,-0.875,0,-0.125,0
770,-0.8125,0.125,0.0625,0
790,0.5625,0,-0.1875,0
810,0.9375,0,-0.3125,0
830,0.8125,-0.125,0,0
850,0.375,-0.3125,0.1875,0
870,-0.4375,0.125,0.125,0
890,-0.6875,0.125,0.125,0
910,-0.875,0.125,0.25,0
930,-1,0.125,0.4375,0
950,-1,0.125,0.375,0
970,-1.25,0.1875,0.3125,0
990,-0.5,0.0625,0.0625,0
1010,0.0625,0,-0.375,0
1030,0.875,0,-0.25,0
1050,1,-0.125,-0.1875,0
1070,1.125,-0.3125,-0.25,0
1090,0.3125,-0.125,-0.625,0
1110,-0.3125,0,-0.6875,0
1130,-0.375,0.125,-0.3125,0
1150,0.5625,0,-0.1875,0
1170,1.0625,-0.5625,0.0625,0
1190,0,-0.625,0.3125,0
1210,-1.0625,-0.1875,0.25,0
1230,-1.8125,0.1875,0.25,0
1250,-1.375,0,0.375,0
1270,-0.25,-0.1875,0.125,0
1290,0.375,-0.3125,0.3125,0
1310,0.5,-0.375,0.25,0
1330,-0.0625,0,0.0625,0
1350,-1.25,0.0625,0,0
1370,-1.25,0.375,0.0625,0
1390,0.3125,0.4375,0,0
1410,1.125,0.375,0.0625,0
1430,0.9375,0.0625,0.125,0
1450,-0.25,0.125,0,0
1470,-1.25,0.1875,-0.0625,0
1480,-0.875,0,-0.25,0
1500,0.375,0,0.125,0
1520,0.3125,-0.1875,0.3125,0
1540,-0.3125,-0.125,0.3125,0
1560,-1.25,-0.1875,0.125,0
1580,-0.75,-0.0625,0.125,0
1600,-0.1875,-0.25,0.125,0
1620,-0.125,-0.1875,0,0
1640,-0.4375,0,-0.1875,0
1660,-0.3125,0.0625,-0.125,0
1680,-0.5,0.1875,0.125,0
1700,-0.125,0.4375,0.25,0
1720,0.125,0.375,0.125,0
1740,0.25,0.0625,0,0
1760,0.5,-0.1875,-0.25,0
1780,0.25,-0.1875,-0.4375,0
1800,0,0.0625,-0.3125,0
1820,0.25,0,-0.3125,0
1840,0.6875,-0.4375,-0.125,0
1860,0.625,-0.125,-0.1875,0
1880,0.8125,-0.125,-0.125,0
1900,0.625,-0.125,-0.5625,0
1920,0.125,-0.1875,-0.625,0
1940,-0.4375,-0.125,-0.25,0
1960,-0.4375,-0.0625,-0.0625,0
1980,-0.125,0,-0.125,0
2000,0.5,-0.375,-0.125,0
2020,0.5625,-0.1875,-0.25,0
2040,0.4375,-0.125,-0.25,0
2060,0.1875,0,-0.25,0
2080,0.125,-0.125,-0.125,0
2100,0.1875,-0.0625,0,0
2120,0.3125,0,-0.0625,0
2140,0.1875,0,-0.25,0
2160,0.4375,0,-0.25,0
2180,0.25,-0.0625,-0.125,0
2200,0.5,0.1875,-0.0625,0
2220,0.3125,0.0625,-0.25,0
2240,0,0.0625,-0.0625,0
2260,-0.0625,0.125,-0.125,0
2280,-0.625,0.3125,0,0
2300,-0.5,0.0625,-0.125,0
2320,0.0625,-0.25,0.0625,0
2340,-0.375,-0.0625,0.1875,0
2360,-0.125,-0.1875,0.0625,0
2380,-0.375,-0.125,-0.0625,0
2400,-0.375,0.0625,0.125,0
2420,0.1875,0.1875,0.0625,0
2440,0.5,0.4375,0.125,0
2460,0.875,0,0.4375,0
2480,0.625,0,0.0625,0
2500,-0.625,-0.25,0.125,0
2520,-1.5625,-0.125,-0.125,0
2540,-2.1875,-0.0625,-0.75,0
2560,-1.375,0,-0.5625,0
2580,0.625,-0.0625,-0.3125,0
2600,1.875,-0.625,-0.25,0
2620,1.9375,-0.9375,-0.375,0
2640,1.5,-1.0625,-0.5625,0
2660,0.625,-0.8125,-0.5,0
2680,0.5625,-0.6875,-0.375,0
2700,1.125,-0.4375,-0.5625,0
2720,1.75,0.0625,-0.5,0
2740,2.5625,0.25,-0.4375,0
2760,2.3125,0.125,-0.1875,0
2780,0.875,0.0625,0.25,0
2800,-0.9375,0.4375,0.4375,0
2820,-2.1875,0.5,0.4375,0
2840,-2.625,0.5625,0.375,0
2860,-1.25,0.5,0.5,0
2880,-0.375,0.5,0.5,0
2900,0.625,0.375,0.6875,0
2920,0.3125,0.1875,0.5625,0
2940,-0.875,0,0.5,0
2960,-1.375,-0.1875,0.25,0
