C1,C2,C3,C4,C5,C6,C7,C8,Marker
0,-1,-5,-2,-1,1,-1,0,NAN
-1,-2,-23,-1,-2,1,0,-2,NAN
-1,1,27,-1,-2,-1,-2,-2,NAN
0,-5,2,1,0,-1,-1,-2,NAN
0,-2,-10,-6,0,-1,0,-1,NAN
-1,1,-6,-1,-1,-2,-1,-2,NAN
0,-3,-10,-1,0,-2,-1,-1,NAN
-1,-1,-11,-1,0,0,-1,-1,NAN
-1,0,12,1,0,-2,-1,0,NAN
-1,-4,-10,-1,1,1,-1,2,NAN
-1,1,1,-2,-2,-2,-1,-1,NAN
-2,0,4,0,-1,-2,-3,0,NAN
0,-1,-14,-2,0,-1,-1,-3,NAN
-1,1,17,2,-1,1,0,-2,NAN
0,-2,-8,0,-1,0,0,0,NAN
-1,0,-2,0,-1,-1,-1,-1,NAN
0,-2,2,1,-1,-1,-2,-2,NAN
-3,-2,-1,-2,0,-1,-2,-2,NAN
-2,1,11,-4,-1,-1,-2,0,NAN
1,1,2,1,-1,0,-1,-1,NAN
-1,-1,-11,-2,0,-1,1,-1,NAN
0,-3,0,-4,-1,-2,-1,-2,NAN
-2,-1,-9,-1,0,0,0,-2,NAN
-1,-1,-5,-3,-1,-2,0,-2,NAN
-2,-2,-2,-3,-1,0,-2,-1,NAN
1,4,18,3,1,-3,-1,1,NAN
-1,-2,-4,-3,-3,-1,-1,-2,NAN
-2,-1,-6,-3,0,0,0,-1,NAN
-3,1,4,1,0,0,0,-1,NAN
-2,-3,1,0,-2,-2,-1,-1,NAN
0,0,-6,-3,-1,0,-1,-2,NAN
-2,-2,-1,1,-1,0,0,-1,NAN
-2,-1,-6,-3,0,1,0,-1,NAN
0,0,-4,0,1,0,0,-1,NAN
0,-2,-5,-1,-1,-2,-1,-1,NAN
-1,-1,-8,-4,-1,-2,0,-2,NAN
-2,-1,-4,2,-2,1,-2,0,NAN
-3,-1,11,-1,-2,0,-2,-2,NAN
-2,0,-7,0,-2,-1,-1,-1,NAN
-1,2,8,1,-1,-1,-2,-1,NAN
-1,-3,-14,-3,-2,-4,-1,-3,NAN
-2,-1,6,-1,-1,-1,0,1,NAN
-1,0,2,0,-1,0,0,-1,NAN
-1,0,13,-1,-2,0,0,-2,NAN
-3,0,-1,-1,-2,0,0,-3,NAN
-1,-1,1,1,-2,0,-2,0,NAN
-2,-2,-15,-3,-2,-1,-3,-2,NAN
-2,-2,9,0,0,-1,0,2,NAN
-1,0,4,-3,-2,-1,-2,-2,NAN
-2,-1,-1,-2,-2,0,-1,-2,NAN
0,-3,-26,4,1,-1,1,0,NAN
-3,-2,8,-3,-2,0,-1,-1,NAN
1,0,1,-2,0,0,-1,-1,NAN
-1,-1,-7,0,-1,0,-1,0,NAN
0,1,12,-1,-2,-1,-2,0,NAN
1,-1,-9,0,0,-1,0,-1,NAN
-1,-4,-2,0,-2,-2,0,0,NAN
0,-1,-5,-1,-1,-1,-1,-2,NAN
-1,0,12,1,0,1,-1,0,NAN
1,-2,-9,-3,-1,-2,-2,-2,NAN
-3,0,5,0,0,-1,-1,-2,NAN
-1,-1,-17,-2,-1,-1,-1,0,NAN
-1,-5,13,-3,-1,-2,1,-2,NAN
-3,1,-12,0,0,0,-1,-2,NAN
0,-2,5,-3,-1,-2,-1,-1,NAN
-2,-1,-13,-3,-1,-1,-2,-1,NAN
-1,2,19,1,-1,-1,0,0,NAN
0,-4,-14,-1,0,-1,-1,1,NAN
-1,0,4,0,0,-1,-2,0,NAN
-3,-3,11,-1,-1,-2,-2,-1,NAN
-2,-1,-6,0,0,0,1,-1,NAN
-2,-1,3,1,0,0,-1,-1,NAN
-1,0,-2,-1,-1,-1,-1,-2,NAN
0,-2,-5,-1,0,0,0,-2,NAN
-2,0,0,-2,-2,0,-1,-1,NAN
-2,-1,-5,-1,-1,0,-1,1,NAN
-1,-1,-11,-1,-1,-1,0,0,NAN
1,0,9,-2,-1,-2,-3,-1,NAN
0,-1,-1,-3,-1,-2,-2,0,NAN
-1,-1,-5,-1,-1,-1,0,0,NAN
0,1,14,3,0,-2,-1,-1,NAN
-1,-5,-13,-1,-1,-1,-1,-1,NAN
-1,-1,3,-1,-1,-2,-2,-2,NAN
0,-2,6,-5,-1,-1,-4,0,NAN
-1,-1,6,1,-1,-1,-1,0,NAN
-2,1,0,0,-1,-1,-2,-1,NAN
0,-2,-5,-5,-2,-1,-1,-1,NAN
-1,0,-1,0,-1,-2,-1,-3,NAN
-1,0,-1,-3,0,-1,-1,-1,NAN
-1,1,5,-2,0,-2,0,-1,NAN
-3,-3,-8,0,-1,-1,-2,-1,NAN
-1,0,17,-1,-1,-2,-3,-2,NAN
