Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
0,0,0,-1,-1,1,-1,1,-2,0
5,0,0,-2,-1,-1,-1,0,0,0
10,0,-3,-3,-1,-1,-1,-1,1,0
15,0,0,-1,-1,-1,0,-2,-1,0
20,-1,-2,-1,1,-3,-2,-1,-3,0
25,-2,0,-1,0,-1,-1,-1,0,0
30,-2,-2,0,-1,-1,-1,0,-2,0
35,-1,-3,0,0,0,-1,0,1,0
40,-3,-2,1,-1,1,-2,-1,-1,0
45,-1,-2,0,0,0,-1,0,-1,0
50,3,1,0,0,1,0,0,0,0
55,-2,0,-1,0,0,-2,0,0,0
60,1,1,-1,-1,-1,1,-1,-1,0
65,-1,-1,-1,0,-2,0,-1,-2,0
70,-4,-1,-1,-1,-1,-4,0,1,0
75,-1,-1,-3,-4,-1,-2,0,-3,0
80,-3,-1,-2,0,-1,0,-1,0,0
85,-1,-1,-1,1,0,-1,-2,-2,0
90,0,-1,-2,0,-1,1,1,0,0
95,1,1,-2,-2,-2,-1,-2,-2,0
100,-2,-2,-5,-1,-1,-2,-1,0,0
105,0,-1,-3,-1,-1,-1,-1,-2,0
110,-3,-2,1,-1,0,0,0,0,0
115,-1,0,-2,0,0,-4,-2,-1,0
120,1,0,-1,0,-1,1,0,-1,0
125,-1,-1,-1,1,3,1,1,1,0
130,1,-1,-3,-2,-2,-4,-4,-1,0
135,0,-1,1,-1,-2,0,-1,-1,0
140,-2,1,-1,0,0,-1,-2,-1,0
145,-2,0,-3,-1,-2,-1,-2,-1,0
150,-2,-2,-3,-1,-1,-1,0,-1,0
155,0,-3,-1,-2,-2,-1,-3,-1,0
160,-1,1,-6,-2,-2,1,1,-3,0
165,-1,-3,-8,1,-1,1,0,0,0
170,-1,-2,-5,-2,1,1,-1,0,0
175,-2,-1,-2,-1,-2,-1,-2,0,0
180,1,0,3,0,1,-2,0,-1,0
