C1,C2,C3,C4,C5,C6,C7,C8,Marker
-1,-3,-2,-1,-7,-1,-4,0,NAN
-2,-1,-2,-2,4,-6,-7,-3,NAN
-1,-1,1,3,4,5,6,2,NAN
-3,-3,-2,1,0,4,-1,-2,NAN
1,-1,0,0,4,8,1,3,NAN
-3,-2,-2,-2,-12,-28,-8,-4,NAN
0,-2,-2,-3,-8,-5,0,-1,NAN
-3,-2,-1,-1,3,8,1,-4,NAN
-4,-1,-1,1,-3,-7,16,1,NAN
-3,-3,-2,-3,1,9,-44,-6,NAN
0,-1,0,0,3,-7,-2,-2,NAN
1,-1,-1,-1,-9,-8,1,0,NAN
-1,-2,-1,4,9,1,6,0,NAN
-2,-3,-1,-1,1,7,4,-6,NAN
-2,-2,-2,-1,-4,-3,0,-2,NAN
-1,0,0,-3,-8,-12,-11,-3,NAN
0,-1,-1,-4,6,28,7,2,NAN
1,-1,0,1,-3,-4,12,3,NAN
-3,-4,-1,-1,-1,1,-8,-3,NAN
-1,-1,-4,-2,-2,-5,8,-2,NAN
0,1,-2,-5,-7,-3,-8,-5,NAN
0,0,-1,-1,2,-3,15,3,NAN
-1,-2,-2,-3,-8,4,-11,-3,NAN
1,0,2,3,12,1,2,5,NAN
-4,-1,-3,-2,-12,-14,-10,-7,NAN
-1,-1,-2,-1,4,7,1,-1,NAN
-2,-2,-3,-4,-5,-22,9,1,NAN
-1,-1,0,2,13,22,-6,-2,NAN
-1,-1,0,-1,-3,6,-2,-1,NAN
-1,-2,-2,-2,-6,-23,-11,-1,NAN
0,-1,0,-2,-7,3,9,0,NAN
-2,-2,-2,0,3,11,9,1,NAN
2,0,1,0,-2,-7,-6,-1,NAN
-2,-1,-3,-1,5,11,7,0,NAN
0,1,1,1,-2,-5,-4,0,NAN
-2,-3,-1,-3,1,6,0,-3,NAN
0,0,-1,-1,0,-7,-13,2,NAN
-1,-1,-2,-1,-2,5,6,-1,NAN
-1,-2,-2,-1,0,9,-14,-3,NAN
-1,1,0,-1,-2,-2,11,0,NAN
-3,-3,-2,-2,-5,-15,-25,-3,NAN
-1,0,0,0,8,5,-2,-1,NAN
-3,-1,-2,0,3,7,-1,-3,NAN
-1,-1,-3,-4,-10,-25,1,-1,NAN
-4,-2,-3,-3,-2,-2,12,-2,NAN
0,-3,-1,-1,-4,16,8,1,NAN
1,-1,0,2,4,3,7,1,NAN
1,1,1,1,2,-1,-11,1,NAN
0,-1,0,-1,3,9,4,-1,NAN
-4,-3,-1,-2,-9,-8,14,-3,NAN
-2,-1,-2,-3,3,3,-10,-3,NAN
0,0,0,0,-5,-4,-6,1,NAN
0,-2,-1,-1,-3,-3,-1,-3,NAN
0,0,-1,-1,0,2,8,1,NAN
-2,-1,-3,-3,-4,-13,0,0,NAN
-2,-3,-1,-1,0,17,-4,-2,NAN
0,0,0,0,0,-1,4,1,NAN
1,0,-1,-1,-3,-5,-1,-3,NAN
-3,-3,-4,-1,0,-1,0,-2,NAN
-1,0,-2,0,-5,-14,-7,-1,NAN
-3,-2,-1,0,1,8,11,-2,NAN
-2,0,-1,0,-1,-2,-15,-3,NAN
-2,-1,0,0,1,-2,5,0,NAN
2,0,-1,1,-3,-6,-3,-2,NAN
0,1,0,1,4,17,3,-3,NAN
0,-1,-2,-2,-5,-20,20,5,NAN
0,-3,-2,-2,-5,2,-28,-6,NAN
-2,-1,0,-1,1,-2,-14,-2,NAN
-1,0,-1,0,-10,-3,-10,-2,NAN
0,-1,-1,-4,6,9,-4,-4,NAN
1,1,1,-1,-1,-9,12,3,NAN
-1,-1,-1,-2,1,21,-5,-4,NAN
-1,-2,-2,-3,-8,-25,8,1,NAN
-1,0,-1,-1,-2,3,-11,-2,NAN
0,-1,-2,-1,0,-4,0,-1,NAN
1,0,1,-2,0,-3,-2,-2,NAN
0,-2,-3,1,4,-1,13,1,NAN
0,-2,-2,1,1,0,-10,-1,NAN
-1,0,-1,1,0,-5,-3,0,NAN
-1,-1,-2,-2,-3,5,9,0,NAN
-1,-2,-1,-2,2,3,-4,0,NAN
-3,-1,-2,-1,-6,-22,-4,-2,NAN
0,-1,-1,-1,10,42,6,-4,NAN
0,-1,0,0,-6,-32,-29,-2,NAN
1,1,2,3,5,-6,-17,-2,NAN
-1,-1,-2,-2,3,29,-2,-3,NAN
0,1,0,0,-6,-24,2,6,NAN
-2,-1,-1,2,11,4,31,1,NAN
-3,-2,-2,-3,2,6,-16,-2,NAN
-2,-1,2,0,-5,-10,-9,-1,NAN
-1,0,-2,-1,-1,1,-2,-1,NAN
-1,-4,-1,-1,-3,0,9,-1,NAN
-2,-1,-2,-2,-5,0,8,2,NAN
-2,-1,-1,-1,2,-2,-1,-2,NAN
-1,-2,0,-4,-11,-11,-1,-3,NAN
-1,0,-2,-1,8,4,-4,-2,NAN
0,0,-2,-1,1,4,7,1,NAN
-1,-1,1,-2,-5,-3,-17,-3,NAN
-1,-1,-2,-2,3,-4,6,-2,NAN
-2,-3,-1,-2,-5,1,0,2,NAN
0,0,0,-2,-11,-3,1,-2,NAN
-5,-4,-3,-5,-3,10,-1,-6,NAN
-2,-1,1,5,14,-2,6,-1,NAN
-1,0,-2,-1,-5,-3,-4,0,NAN
0,-3,-4,1,2,1,7,1,NAN
1,1,-1,0,-4,-13,0,0,NAN
1,-2,-2,-2,-2,17,3,-1,NAN
-1,0,1,-2,-6,-11,-2,-3,NAN
-2,-2,-1,0,9,10,-1,-1,NAN
0,-1,0,0,-1,-2,-2,0,NAN
0,-2,-1,-1,-5,-11,-7,1,NAN
1,-1,-2,-1,0,7,11,0,NAN
-2,-4,-2,-2,-5,-5,-3,-1,NAN
-3,-3,-2,-2,0,-3,6,0,NAN
-1,0,-2,-2,-4,-3,-17,-3,NAN
-1,-1,-2,-1,-8,3,-5,-2,NAN
1,0,1,-3,4,-9,-1,-3,NAN
0,-1,-2,1,3,15,8,0,NAN
2,0,-2,-3,-18,-34,6,8,NAN
-2,-3,-1,0,14,25,-8,-5,NAN
-2,0,-1,-2,-3,-2,12,2,NAN
-1,0,0,0,3,3,-20,-1,NAN
-4,-1,-3,-4,-3,3,5,-5,NAN
-1,-2,0,-3,-2,-11,-1,2,NAN
-2,-1,-1,3,1,2,-3,-2,NAN
-2,0,1,0,3,8,11,0,NAN
0,-1,0,0,-8,-6,5,-1,NAN
1,1,-2,-2,4,-3,-11,-1,NAN
-2,-1,-2,-1,-2,0,1,-1,NAN
0,-1,-1,-2,-1,-10,4,1,NAN
-1,-1,-1,0,-5,3,6,-1,NAN
0,-1,2,-1,5,8,6,-1,NAN
-3,-1,-1,-1,-5,-3,-7,-4,NAN
1,-2,-3,-1,2,-3,8,0,NAN
-2,1,0,-1,4,0,-19,-2,NAN
-3,-3,0,-2,-3,-8,-2,-1,NAN
-1,-3,-2,-2,-2,2,-3,-2,NAN
0,-2,1,0,-2,-8,-8,-1,NAN
-2,-1,0,-1,4,2,1,-3,NAN
-1,-1,-2,-4,-8,-7,14,3,NAN
1,1,0,0,5,7,-39,-3,NAN
0,-1,-1,-1,4,1,4,1,NAN
1,0,0,-1,-9,4,-18,-3,NAN
-1,-1,-2,3,-7,-21,-6,-2,NAN
-1,-1,1,-1,7,-5,-2,-2,NAN
2,2,-1,-2,-4,5,-1,-1,NAN
-1,-2,-2,-3,-2,-2,-2,-1,NAN
-1,-1,-3,-1,-4,-2,4,-1,NAN
0,-1,-2,-2,-3,0,4,-1,NAN
0,1,-1,-1,-3,-4,-5,-3,NAN
-2,-2,-1,-1,4,-1,8,1,NAN
-4,-3,-4,-3,-3,16,-6,-5,NAN
-1,-1,-1,-2,-5,-2,9,1,NAN
0,0,0,0,0,-1,15,-1,NAN
-1,-1,-1,0,1,5,-40,-3,NAN
1,0,-1,-3,-1,-12,5,5,NAN
-3,0,-1,-1,3,5,-11,-4,NAN
-1,-2,-1,-1,-6,-13,-6,0,NAN
-2,-2,-1,-1,2,1,6,-2,NAN
-3,0,-1,0,-7,-5,-4,-5,NAN
0,2,-1,-4,-3,-2,8,2,NAN
-3,-2,-1,-1,-3,3,-9,0,NAN
1,1,-1,4,14,-8,5,0,NAN
0,-1,-1,-3,-1,4,-3,-3,NAN
0,-1,0,1,-3,-6,12,2,NAN
-1,0,-2,-2,-6,-7,-11,-5,NAN
-1,-1,-1,-2,2,13,3,2,NAN
1,0,-1,0,3,11,0,0,NAN
-1,-1,0,-1,-4,-7,-1,0,NAN
-2,-2,1,2,0,-1,-5,-3,NAN
0,-2,-2,-2,-5,-9,11,4,NAN
-1,-2,-2,-1,-1,4,-13,-4,NAN
0,-2,-3,-2,-1,0,-1,-2,NAN
0,1,-1,0,-2,-2,0,1,NAN
-2,1,-1,-1,-1,2,1,-2,NAN
0,-1,2,0,2,-6,19,2,NAN
-2,-3,-2,-1,-2,9,1,-3,NAN
0,0,-2,1,7,3,-8,-1,NAN
0,-2,-3,-4,-2,-7,11,-2,NAN
0,0,0,1,0,-6,-6,0,NAN
-1,-2,0,0,1,3,-1,-1,NAN
-1,0,-1,-1,-8,-18,-1,1,NAN
0,-2,-3,-3,6,15,7,0,NAN
-2,-1,-1,-1,-5,6,-2,-3,NAN
-1,-2,-1,1,-2,-10,-4,-1,NAN
0,-1,-1,-2,5,5,5,2,NAN
-2,-1,-2,0,-4,-9,-5,-6,NAN
-2,-2,1,-1,-3,-4,2,7,NAN
0,0,0,-2,-3,-3,-5,-2,NAN
-2,-1,-1,-1,5,2,-41,-7,NAN
-2,-2,-1,-1,0,0,-3,-1,NAN
-2,0,0,0,-2,10,-1,-4,NAN
-2,-1,-1,-1,3,-13,7,1,NAN
2,-1,-1,-1,-3,0,10,0,NAN
-1,-2,0,-2,1,6,-8,-1,NAN
-3,-2,-2,-2,-8,-27,-9,-4,NAN
-2,-1,-2,-1,12,16,2,2,NAN
-2,-1,-1,-5,-12,-3,5,-4,NAN
2,-1,1,2,0,-10,-12,-2,NAN
-3,-5,-3,-2,1,24,14,-2,NAN
2,1,0,-1,-3,-5,1,-2,NAN
-2,-2,-2,-1,0,-2,0,1,NAN
-2,0,0,-3,-5,0,4,-1,NAN
-1,-1,0,0,2,-8,-10,-2,NAN
-2,0,-1,-1,-5,-3,3,-1,NAN
0,-1,-1,3,12,12,-8,-4,NAN
-1,-2,-1,-2,-3,-5,24,3,NAN
1,0,-1,-1,5,-6,-26,-3,NAN
-1,0,-1,-5,-6,17,8,-1,NAN
0,0,0,2,1,-8,10,5,NAN
-5,-4,-2,-4,-10,-16,-6,-5,NAN
0,-3,-1,-3,2,1,4,1,NAN
0,-2,0,-2,-5,-2,-3,-2,NAN
0,-1,-2,-4,-8,0,-4,-2,NAN
-1,0,-1,1,4,4,2,-1,NAN
-2,1,-2,0,-2,1,3,1,NAN
-1,-3,-5,0,-2,-10,-12,-3,NAN
-2,-3,-1,-1,-3,-8,4,-2,NAN
0,1,0,0,4,16,-7,-2,NAN
-3,-2,-3,-4,-5,-3,0,-5,NAN
1,-1,-1,-2,-4,-4,-4,3,NAN
1,0,-1,2,6,-6,2,1,NAN
-2,-2,0,-1,-2,4,0,-4,NAN
-1,0,0,-1,5,13,4,-3,NAN
-1,0,0,-1,5,-22,-7,-2,NAN
-2,-2,-3,-1,-10,6,6,1,NAN
1,0,1,-1,-1,-3,-3,1,NAN
-1,0,-1,1,-1,1,11,2,NAN
-2,-5,-3,-1,1,2,1,-4,NAN
-2,0,-2,-3,1,-5,-3,-1,NAN
-1,1,-3,-2,-7,1,4,-2,NAN
0,-2,-1,-3,-4,-10,-4,0,NAN
-1,0,-1,1,-1,3,-4,-1,NAN
2,0,-1,-2,-2,-3,-3,-1,NAN
1,-2,-2,1,-4,-3,-10,0,NAN
-1,-2,-2,-1,-4,-3,-2,3,NAN
-2,-2,-3,-4,-1,8,1,-2,NAN
1,-1,1,-1,-3,-3,20,2,NAN
-3,-1,1,-3,2,1,-53,-10,NAN
3,2,0,-1,-2,5,4,2,NAN
-2,0,1,-2,-11,-14,4,1,NAN
-2,-2,-3,-2,4,18,10,1,NAN
-1,-1,-1,-1,1,-22,7,1,NAN
0,-3,-1,-1,2,-2,-4,-2,NAN
-2,1,-1,-1,-2,4,-9,0,NAN
-1,2,-2,0,1,5,-2,-2,NAN
0,-1,-2,0,-1,-2,7,1,NAN
1,-1,-1,-1,1,-7,-14,-2,NAN
0,0,0,-2,-3,-2,17,0,NAN
-1,-4,0,-2,3,8,-10,-4,NAN
-1,-1,-2,-1,-4,3,9,4,NAN
-2,0,0,-2,2,-4,1,1,NAN
-2,-2,-2,0,-7,-10,2,-4,NAN
-1,0,0,-3,1,-8,-8,-2,NAN
-1,-2,-3,2,-1,6,4,0,NAN
0,-1,-2,-1,3,9,5,-3,NAN
-2,-2,0,1,0,-12,6,3,NAN
-3,-1,-1,-3,-2,3,-4,-4,NAN
-2,0,-2,-1,0,1,8,-1,NAN
-3,-1,-2,-4,-5,-23,-7,-2,NAN
-1,-1,-1,1,0,12,3,0,NAN
-1,-1,-1,-1,-4,-9,-5,-1,NAN
-3,-3,-1,-3,-1,4,8,1,NAN
-1,0,-1,1,-5,-2,-7,-3,NAN
-1,0,2,-1,12,1,-20,-2,NAN
-1,-1,-3,-1,-3,10,18,4,NAN
1,-1,0,0,1,0,-1,-2,NAN
-3,-3,1,0,1,-1,-4,-2,NAN
1,-1,-3,0,-6,-8,-7,-3,NAN
-1,-1,0,-2,-3,3,2,3,NAN
-1,-1,-1,-1,-1,-3,1,-1,NAN
1,-1,-1,1,1,-2,7,0,NAN
0,-1,-2,0,2,9,6,-2,NAN
-2,-1,-3,2,-1,15,-5,-2,NAN
0,0,0,-2,-5,-22,-11,0,NAN
-2,-1,0,0,1,1,4,1,NAN
-4,-3,-2,0,-1,2,0,-3,NAN
0,-1,1,0,-2,-6,-1,1,NAN
-4,-1,-1,-2,0,6,3,-2,NAN
-1,1,0,0,0,1,-4,0,NAN
2,-1,-2,-1,1,-2,-3,-3,NAN
-2,-3,-2,-1,-2,-6,13,-1,NAN
0,-3,1,0,-1,-3,-47,-8,NAN
0,0,-1,-1,-2,-5,-7,-3,NAN
1,-1,-1,-1,0,9,6,1,NAN
0,1,-1,-1,-7,-16,2,-2,NAN
-5,0,-1,0,13,23,14,2,NAN
-2,-4,-2,-3,-7,-19,5,-2,NAN
0,-1,-1,-2,2,0,-7,0,NAN
-1,-2,0,0,-2,-10,-12,-4,NAN
1,0,-1,1,-4,-3,9,2,NAN
-2,-2,-1,0,-1,4,-1,-2,NAN
-5,0,-2,-3,-1,17,-13,-6,NAN
-1,0,0,-1,-5,-24,-17,-1,NAN
-2,-2,0,0,-3,3,6,0,NAN
0,-3,-1,-1,-1,5,21,1,NAN
-2,-1,-1,-1,-6,-7,-39,-7,NAN
-1,1,-1,-1,5,7,-1,-1,NAN
-3,-2,-2,0,-2,-3,-3,-4,NAN
0,-1,-2,0,2,1,3,1,NAN
-3,-3,-2,-4,-6,0,11,0,NAN
0,1,1,-1,4,-5,-11,-2,NAN
1,0,-2,-1,-3,0,8,1,NAN
0,1,1,4,7,1,-13,0,NAN
-1,0,-1,-2,-1,-7,12,1,NAN
-1,-1,0,2,4,3,2,0,NAN
-3,-5,-3,-5,-8,-8,-3,-5,NAN
-1,-3,-1,-3,-4,5,-6,0,NAN
1,-1,0,1,6,-2,0,0,NAN
1,0,0,-1,-6,-3,-4,1,NAN
0,0,-2,-3,-2,-5,3,-2,NAN
-2,0,-1,-2,-3,3,0,-3,NAN
-2,-1,-1,1,-1,-5,15,-2,NAN
-2,-4,-2,-4,-5,-1,-35,-4,NAN
2,1,-1,2,3,10,12,5,NAN
-1,-2,0,0,-1,0,-7,-2,NAN
-2,-2,0,-6,-3,-8,10,-2,NAN
-1,-2,-1,1,-6,-2,5,-2,NAN
3,-1,1,-2,-3,6,7,3,NAN
0,1,-2,-2,4,-21,-10,-1,NAN
-3,-3,-2,0,-3,14,14,0,NAN
-1,-1,-3,-1,-5,0,-11,-4,NAN
-1,1,-1,2,0,-6,-7,-2,NAN
1,0,-1,0,-5,1,10,0,NAN
1,0,-1,-1,1,5,-1,0,NAN
1,0,-3,0,7,1,7,0,NAN
-3,0,-1,0,-1,2,-1,-6,NAN
-2,-1,0,-1,-1,-1,-4,0,NAN
-2,-3,-3,-4,-8,-6,16,2,NAN
0,-2,1,0,3,1,-38,-4,NAN
-1,0,-1,-1,-7,-5,-3,-2,NAN
-1,1,-1,0,5,5,7,-1,NAN
-3,-1,0,-1,-5,-15,-31,-8,NAN
1,-1,-4,-1,5,14,24,2,NAN
2,-1,-1,-2,-3,-19,-1,2,NAN
0,-1,-1,-1,-5,-13,-12,-1,NAN
1,1,-1,1,11,20,-3,0,NAN
-1,-2,-2,-2,-7,1,6,-1,NAN
-2,0,0,0,7,-2,-7,-1,NAN
-1,-1,-2,0,-4,5,9,0,NAN
1,0,-1,-2,-5,-9,-10,2,NAN
-4,-2,-1,-2,-3,-7,16,-4,NAN
-3,0,-1,-2,0,7,-2,-1,NAN
-3,0,-1,-1,-2,-3,-6,4,NAN
1,-1,1,0,3,6,9,0,NAN
-1,-1,0,0,-1,-4,17,2,NAN
-1,-1,-1,-3,-3,12,-34,-7,NAN
0,-4,-1,-2,2,12,5,-4,NAN
0,-2,-2,0,-11,-25,5,2,NAN
0,2,1,-1,10,13,-6,0,NAN
-2,-4,-2,0,4,7,12,1,NAN
-2,-2,-1,-2,-3,1,-10,-4,NAN
1,0,-1,1,2,-4,-2,3,NAN
-1,-1,-1,0,-6,-7,14,-1,NAN
-1,0,-1,-1,-4,-1,-3,0,NAN
2,-3,-2,-3,6,3,-8,-1,NAN
-2,-1,0,-2,-7,-8,1,-1,NAN
-3,-1,-1,-3,-6,-5,-4,-1,NAN
-1,-2,-3,-2,1,-7,-4,0,NAN
-3,-1,1,0,-4,-3,10,3,NAN
-1,-1,0,0,5,3,-8,-3,NAN
-1,-1,-3,-3,-2,-1,-1,-3,NAN
0,-1,1,0,-8,-16,29,3,NAN
0,0,-3,0,5,20,-16,-3,NAN
-2,-1,-3,-1,0,-2,-15,-4,NAN
-1,-3,0,0,5,6,2,-1,NAN
0,-2,-2,-1,-5,-11,8,-2,NAN
0,-1,-1,-1,-2,-1,5,-2,NAN
-2,1,1,-2,-4,-3,-5,0,NAN
0,3,2,-1,1,-7,-8,-2,NAN
1,1,0,-1,4,12,3,1,NAN
-1,-1,-1,-2,-4,-6,-1,2,NAN
-1,-2,0,1,0,-6,-9,-3,NAN
-1,-1,-2,-2,0,-1,-1,0,NAN
0,-1,2,2,6,-3,-1,0,NAN
0,2,-2,0,-12,-9,-5,-4,NAN
0,-1,-1,-1,7,3,4,0,NAN
0,-1,-2,-1,2,3,5,-1,NAN
-1,-3,1,0,0,3,3,-2,NAN
-2,-2,1,-1,-2,-37,-51,-5,NAN
-1,-1,-1,0,4,9,-9,-5,NAN
-3,-1,0,-1,-3,-3,2,0,NAN
0,0,0,-3,-4,-7,4,-1,NAN
-1,1,-1,-3,-4,2,11,-3,NAN
-1,-1,0,-1,2,9,1,0,NAN
-1,-1,-1,1,0,-7,-1,3,NAN
-3,-2,-3,0,-1,-4,-2,-5,NAN
-2,-1,-1,-2,0,11,8,-2,NAN
-2,-2,-1,-2,-2,1,0,-2,NAN
-2,-2,-3,-3,-11,-4,3,-2,NAN
1,-1,0,0,-1,-2,-6,-1,NAN
-1,-2,-3,-2,-2,5,12,-2,NAN
0,1,0,0,-2,-1,-9,0,NAN
0,0,1,0,-2,0,-3,-2,NAN
0,-1,-2,-2,-2,6,-3,-2,NAN
-4,-3,-2,-2,-3,-13,8,-1,NAN
0,0,0,-1,-4,-5,25,2,NAN
-1,-2,-2,-3,0,7,-30,-5,NAN
-1,-1,-4,-4,-1,-7,-6,0,NAN
2,-1,0,1,6,4,1,-2,NAN
-2,-1,0,0,-5,-5,18,6,NAN
0,-2,-1,-2,-1,21,1,-2,NAN
-2,-2,-2,-1,-2,4,6,-2,NAN
0,1,0,-1,0,-1,-1,1,NAN
0,-2,-1,0,1,-8,-12,-3,NAN
-1,0,-3,-3,0,-11,4,-2,NAN
-2,-1,-2,0,2,12,8,-3,NAN
-1,-2,-2,-1,-6,15,22,2,NAN
-2,-2,-2,-2,-4,-18,-20,-5,NAN
-1,-2,-1,-3,0,-1,-1,-1,NAN
1,2,-2,-2,-4,-6,3,2,NAN
-1,0,1,0,8,1,-3,0,NAN
-1,-1,0,1,0,11,12,1,NAN
-2,-3,-2,1,-3,-7,0,-1,NAN
-1,-1,0,-1,-1,-5,-13,-2,NAN
0,0,1,-2,-5,8,1,0,NAN
-1,0,-2,-3,-1,7,2,1,NAN
0,-1,-1,0,0,-3,7,-1,NAN
0,-1,0,-2,-1,-6,-13,-2,NAN
-2,-1,0,-1,-1,-1,-2,-1,NAN
0,0,-3,0,2,2,6,0,NAN
-2,1,1,1,2,1,3,-3,NAN
-2,-1,-3,-2,-5,-15,-7,-1,NAN
2,1,-1,1,3,-4,-4,-2,NAN
3,-1,-2,-2,-6,-18,-13,-3,NAN
-1,-2,-2,-2,2,6,1,-2,NAN
-1,-1,0,1,-4,-7,-1,0,NAN
-2,-3,-1,0,7,-1,-7,-1,NAN
-2,-2,-3,0,-3,-1,19,-3,NAN
-2,-3,-1,-2,-2,-5,-23,2,NAN
-1,0,-2,-2,-1,0,1,0,NAN
