C1,C2,C3,C4,C5,C6,C7,C8,Marker
5,4,0,1,2,1,1,0,NAN
1,2,-1,-2,2,6,10,2,NAN
-1,-1,-2,-2,-3,-2,14,1,NAN
-1,-1,-1,-2,-6,-12,-19,-4,NAN
3,4,1,-1,8,27,-6,2,NAN
-2,-3,-1,-2,-5,-15,7,-1,NAN
1,-4,-1,-1,-1,5,-4,-1,NAN
0,0,-1,-1,1,-1,3,1,NAN
-2,-1,1,1,-2,-1,4,-1,NAN
-2,-1,-1,0,-1,-3,-8,0,NAN
-3,-3,-2,-2,0,0,0,-3,NAN
0,-2,0,-2,-3,7,-1,1,NAN
-2,0,-1,0,-2,-15,0,-3,NAN
1,-4,-3,-1,-1,15,19,-1,NAN
-2,-2,-1,-2,-1,-15,-49,-4,NAN
-1,-2,-1,1,1,0,-2,-3,NAN
3,1,0,-2,0,23,12,-1,NAN
-1,0,-2,-2,-7,-23,-5,-2,NAN
1,-2,-2,-1,6,11,18,2,NAN
0,0,-2,-1,0,4,-14,-6,NAN
-2,-1,-1,-3,-2,-5,-19,-2,NAN
2,1,0,0,1,-1,11,1,NAN
-4,-3,-2,-2,-4,1,-20,-5,NAN
-1,-1,1,-2,0,-2,32,4,NAN
-2,-3,-2,-2,-2,-12,-4,-1,NAN
-2,-1,-1,-1,0,1,-5,-1,NAN
1,-1,-1,-2,-1,15,0,0,NAN
2,-1,-1,-1,-1,-27,-1,0,NAN
-9,-3,-1,-2,-3,10,-6,-5,NAN
-2,-2,-1,0,-5,-3,5,0,NAN
2,2,-1,2,6,11,15,3,NAN
-2,-2,-2,-3,-5,-1,-21,-3,NAN
4,-2,0,-2,2,6,-2,-1,NAN
0,0,1,1,-5,-18,-5,-2,NAN
-1,0,-2,1,0,-2,2,1,NAN
2,-1,-1,1,3,13,21,2,NAN
-2,-3,-2,-3,-5,-22,-15,-4,NAN
-5,-2,-2,-3,-2,17,-7,-7,NAN
0,0,-1,0,-3,-11,3,0,NAN
-2,-1,-1,0,1,1,-5,-1,NAN
0,-2,-1,0,-2,2,-2,0,NAN
0,-1,-1,-2,2,-10,10,1,NAN
-1,-1,0,-2,-4,-6,-15,0,NAN
-2,-1,-1,0,-6,-12,0,-4,NAN
-3,-3,-3,-3,-1,-1,-2,-1,NAN
3,0,0,2,3,21,19,2,NAN
2,-2,0,-1,-2,-9,-74,-7,NAN
-16,-1,-2,-1,0,7,5,-2,NAN
3,0,0,1,-4,0,7,-1,NAN
0,-4,-1,-3,1,8,7,1,NAN
-3,-1,-1,-1,0,-2,0,-6,NAN
2,-1,-1,-1,0,27,6,-1,NAN
-4,-1,-3,-1,-4,-35,-4,-2,NAN
-2,-2,-1,-1,-3,16,-3,2,NAN
1,1,0,-1,0,-7,16,-1,NAN
0,-3,-1,-4,-2,-6,-10,-1,NAN
-2,-2,-2,-1,-3,-2,12,4,NAN
1,-1,-2,0,6,8,-7,-2,NAN
-4,-1,-2,-2,-4,-5,12,0,NAN
1,1,0,1,3,-5,-9,-3,NAN
-2,-3,-1,-1,0,5,6,2,NAN
0,-1,-1,-2,-6,-18,-25,-3,NAN
5,0,0,-2,0,0,-1,0,NAN
-5,-2,0,-1,0,4,12,0,NAN
5,0,0,-1,0,21,4,1,NAN
-1,-2,-3,-2,-2,-35,3,0,NAN
0,-2,-1,0,-1,12,15,1,NAN
2,-2,-2,-3,0,4,-15,-1,NAN
-3,-1,-3,-2,2,11,12,-2,NAN
1,-1,0,1,-2,-9,-7,-2,NAN
-5,-2,-2,-4,-5,-5,2,-1,NAN
2,-1,0,-1,-3,-10,12,2,NAN
-3,-1,-1,-1,-4,-11,-15,-1,NAN
-3,-2,-4,-3,6,30,15,1,NAN
-1,0,-1,1,0,-15,4,1,NAN
-2,-2,0,0,1,1,-27,-5,NAN
12,-3,-1,-1,-3,-5,0,-4,NAN
-14,-1,0,0,-2,-1,-6,-1,NAN
-2,-1,0,0,-2,-7,-15,-5,NAN
0,-2,-4,-3,-1,10,6,1,NAN
-1,1,0,0,2,7,-9,1,NAN
5,1,-2,-1,-5,-23,-6,2,NAN
-1,-1,-2,-2,3,14,20,3,NAN
-3,-3,-1,0,-1,-6,17,-1,NAN
-6,-4,-2,1,-1,-2,-28,-7,NAN
1,-2,1,-1,-4,-6,8,-1,NAN
-2,-1,0,-1,-2,-6,0,2,NAN
2,1,-1,0,0,10,-9,0,NAN
-5,0,-1,-1,0,9,21,1,NAN
0,0,0,0,6,9,-8,-2,NAN
0,-1,-2,-2,-5,-19,-14,-3,NAN
4,1,-3,-1,1,20,32,6,NAN
-8,-4,-1,-2,-6,-24,-26,-5,NAN
2,-1,0,-1,-5,-16,-24,-2,NAN
-4,-2,-2,-4,0,18,17,-3,NAN
-4,-1,0,-1,0,-7,-9,-1,NAN
2,-2,-1,-2,1,16,12,1,NAN
-1,-2,-3,-2,-3,3,-2,-2,NAN
-5,-1,-2,1,1,3,4,-2,NAN
6,-2,0,-1,-3,-12,-7,4,NAN
-3,0,-2,-1,2,-3,12,0,NAN
-2,1,0,-1,-1,2,-8,-3,NAN
0,0,-2,2,0,-1,9,1,NAN
-5,-1,-1,-2,-4,-27,-43,-8,NAN
0,-1,-1,-1,0,17,8,3,NAN
-2,-3,-2,-2,-4,0,4,0,NAN
0,0,-2,-2,4,32,26,-2,NAN
6,0,0,-1,-2,-33,-11,1,NAN
-22,-4,-1,-2,-4,-3,20,-6,NAN
3,0,-1,-1,0,-4,2,0,NAN
2,-3,1,0,-1,6,14,4,NAN
-5,-3,-3,-1,-1,3,-13,-10,NAN
4,-2,-1,-1,-1,-5,-4,0,NAN
0,-1,-1,-1,-1,5,8,3,NAN
-3,0,1,1,1,-6,-8,-1,NAN
0,0,-1,-2,-1,15,17,0,NAN
0,-1,-2,0,-1,-10,4,-3,NAN
-2,0,0,-2,0,24,2,-1,NAN
1,0,-1,-1,-4,-38,-14,1,NAN
-3,-3,-2,-4,-2,11,7,-4,NAN
3,0,2,1,-1,0,-3,3,NAN
5,0,-1,-1,1,1,5,0,NAN
-24,-3,-1,-1,-1,-2,-15,-9,NAN
1,0,-1,-1,2,16,22,1,NAN
2,1,1,0,0,-2,-6,7,NAN
-1,-2,-2,-2,0,-8,-19,-5,NAN
5,-1,-3,-1,-6,-7,-6,-6,NAN
-2,-2,-2,0,4,3,18,5,NAN
0,0,-2,-2,0,0,-37,-6,NAN
1,-1,-2,-2,-1,-10,-2,1,NAN
3,0,-1,-2,-2,-6,-10,-1,NAN
-6,-1,-1,-2,-5,-13,2,-2,NAN
3,-2,-2,-3,-1,1,-9,0,NAN
-3,-1,-1,-1,-2,-8,-5,-3,NAN
0,-4,-2,-3,-3,10,1,-5,NAN
-2,-2,-1,0,-2,5,6,0,NAN
1,-1,-1,-2,0,-21,9,0,NAN
2,-2,-3,0,-8,-11,-21,-2,NAN
-1,0,1,-1,8,15,-8,1,NAN
2,1,-1,-2,-7,-20,-3,1,NAN
-4,-2,0,-1,-2,4,23,-4,NAN
4,-1,-1,-1,4,17,21,1,NAN
3,-2,-1,-2,-5,-41,-16,1,NAN
-4,0,0,-1,-3,7,-15,-2,NAN
2,-1,-1,-1,1,7,15,0,NAN
-5,-1,-1,1,-2,-10,0,-1,NAN
-1,-3,-1,1,1,20,4,-2,NAN
-3,-3,-2,-1,-2,-6,-1,1,NAN
0,1,-2,-1,0,-3,-7,0,NAN
-4,-3,0,-1,1,2,-5,-6,NAN
1,-1,-1,-2,-2,-2,2,-1,NAN
15,-2,-1,0,-4,-14,-11,2,NAN
-24,-3,-2,-1,8,21,-2,-8,NAN
-4,-1,-3,-3,-2,-7,9,5,NAN
2,1,0,-1,-1,0,-7,-1,NAN
-3,-1,-1,0,-1,7,22,-1,NAN
4,-2,-1,-2,-1,15,-28,-2,NAN
1,-1,-1,0,-5,-36,-5,-2,NAN
-3,0,0,-2,0,-3,5,0,NAN
-5,-1,0,-2,-2,-3,-18,-6,NAN
2,1,-2,-2,1,2,7,2,NAN
-5,-3,-1,-1,3,9,3,-4,NAN
4,0,-1,-1,-2,-4,-8,1,NAN
-3,-2,-3,-1,-1,12,19,1,NAN
11,2,1,-1,1,-14,-21,-3,NAN
-16,-1,-2,-2,-3,0,-5,-4,NAN
-3,-1,-4,-1,-3,7,9,0,NAN
-4,-2,0,-1,-1,-9,-7,-2,NAN
5,0,-1,0,-2,-9,-1,4,NAN
3,0,0,-2,-2,-2,10,-1,NAN
-3,-3,-2,-1,0,14,0,-2,NAN
-3,-1,-3,-1,2,-5,-19,-6,NAN
-2,-3,-1,-1,-5,0,30,-1,NAN
1,0,-1,0,-1,4,-10,1,NAN
-3,-1,0,-2,0,1,1,-1,NAN
0,-1,0,-1,1,-7,-2,1,NAN
-1,0,0,-1,-5,-19,-11,-2,NAN
2,-1,-3,-1,5,36,33,2,NAN
2,-1,-1,1,-1,1,-19,-2,NAN
7,0,1,1,-3,-15,-21,-2,NAN
-9,-2,-2,0,-1,0,6,-1,NAN
4,-1,-1,0,-2,-3,-2,0,NAN
-3,0,-1,0,1,7,-2,-2,NAN
4,-2,-3,-2,-1,-5,9,-1,NAN
-3,-3,-2,-1,-4,2,-8,-2,NAN
2,-3,1,-2,0,-7,-5,1,NAN
-3,-2,-1,-2,-2,4,-6,-3,NAN
-7,-1,-2,-1,0,-1,-1,1,NAN
1,0,-2,0,0,-1,2,0,NAN
-3,-3,-1,-2,-1,0,-7,-6,NAN
2,-1,-2,-3,-1,-10,4,0,NAN
-1,-2,-2,-2,-3,9,6,0,NAN
-4,-2,-1,-1,-1,-3,7,-1,NAN
3,0,-1,-2,-6,-15,-44,-4,NAN
0,-2,0,1,7,-3,9,2,NAN
-3,-1,1,-1,0,1,-3,-2,NAN
5,1,-1,1,0,2,16,2,NAN
-2,0,-2,0,-1,-9,4,-2,NAN
1,-1,-2,-1,-6,-11,-10,-2,NAN
0,0,0,0,1,11,5,-4,NAN
2,-1,1,1,-1,-12,-4,2,NAN
-2,-1,-1,0,2,10,14,2,NAN
-1,-1,0,-2,-6,-17,-12,-1,NAN
-2,-1,-3,-1,2,3,-4,0,NAN
6,-2,-3,-2,-2,9,-6,0,NAN
-26,-1,0,-1,-1,-8,-9,-8,NAN
1,-1,0,-1,-4,1,12,0,NAN
-1,-2,0,0,8,20,4,1,NAN
-3,-2,-1,-1,-4,-38,-32,-7,NAN
8,-2,-3,0,-3,8,5,3,NAN
-3,-1,-1,1,-3,-4,2,-2,NAN
-4,-2,-3,-3,-4,0,10,1,NAN
-3,-2,-2,-2,1,16,-12,-3,NAN
5,1,-1,-2,-1,-6,12,2,NAN
-4,-2,-3,-2,-5,-3,-8,-2,NAN
0,0,0,1,-1,-2,3,-2,NAN
0,0,-2,-3,0,6,7,2,NAN
-3,-1,0,1,-3,13,1,-5,NAN
4,0,-1,-1,1,5,8,3,NAN
1,0,-1,-1,-2,24,14,1,NAN
-1,0,0,-2,1,-18,-10,-4,NAN
1,-3,-2,-2,-2,1,8,3,NAN
-3,-3,-1,0,4,13,9,1,NAN
-5,-3,-1,-4,-6,-8,-4,-7,NAN
2,2,2,2,0,5,0,0,NAN
4,0,-2,-1,-1,-9,2,2,NAN
-3,-2,0,0,0,-1,-7,0,NAN
2,-2,-4,-3,-3,-12,2,4,NAN
-1,-3,-1,-1,2,13,-11,-9,NAN
2,1,0,0,0,-3,7,-7,NAN
-3,-3,-4,-2,-3,-5,-7,1,NAN
-4,-1,-1,0,-8,-11,-6,-1,NAN
2,1,-1,0,8,14,14,3,NAN
-1,-3,-3,-3,-4,-18,-2,-3,NAN
-2,1,-1,-1,-1,7,9,0,NAN
2,-1,0,-1,-2,-23,-37,1,NAN
-3,-2,-1,-2,-5,0,37,1,NAN
-4,-1,-1,-1,3,5,0,-1,NAN
10,1,-1,1,2,0,-19,-3,NAN
-17,-2,-1,-3,-2,-10,-13,-4,NAN
-3,0,-1,-1,-4,9,-12,-2,NAN
-3,0,-1,-3,-1,1,10,0,NAN
1,-1,0,-2,1,20,6,-3,NAN
3,-1,-2,1,1,-24,-9,-1,NAN
-3,-1,-1,-2,-1,5,-2,-1,NAN
1,0,1,0,-1,2,-2,0,NAN
-2,-2,-1,-2,-3,0,11,4,NAN
