Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
0,-2,-2,0,0,-1,24,8,-3,0
5,-3,-3,-3,-2,-6,-4,-23,-11,0
10,-3,-1,-2,-1,-6,-45,31,-5,0
15,2,-1,-2,0,2,23,-9,16,0
20,-1,0,2,1,1,-8,-27,-3,0
25,-3,-3,-5,-3,-3,-5,9,-3,0
30,-4,-3,-2,-2,-2,4,0,6,0
35,2,0,1,1,1,3,-25,-6,0
40,-4,-3,-2,-4,-5,-50,17,-15,0
45,0,1,2,1,6,30,17,5,0
50,0,-2,-2,-1,-3,-12,-29,1,0
55,-2,-1,6,0,-2,-17,16,1,0
60,-3,-2,-11,-4,-2,23,15,-5,0
65,0,-2,-2,-2,-4,-18,-18,3,0
70,-2,-2,0,-4,-4,19,-11,-4,0
75,-2,1,-2,-2,-1,-2,-29,-18,0
80,0,-2,2,1,-4,-5,-4,0,0
85,1,-1,1,0,-4,-20,24,2,0
90,-1,0,-2,-2,1,-2,14,-4,0
95,-5,-3,-1,-2,-4,-21,-20,-17,0
100,5,2,3,2,5,20,2,19,0
105,-2,0,-2,-1,0,-12,-18,6,0
110,-1,-2,3,0,1,0,1,2,0
115,-3,-1,-4,-4,-1,11,34,-4,0
120,0,-2,-2,1,-1,0,-4,-4,0
125,0,3,4,2,-2,-19,-24,2,0
130,1,-1,1,1,-1,-7,49,12,0
135,0,-1,-2,-1,0,7,-9,-3,0
140,-2,-2,-1,-2,-5,-9,37,2,0
145,-1,-2,-1,-1,0,-3,-21,-6,0
150,-4,0,-2,0,2,11,-4,-6,0
155,0,0,-2,-2,-8,-16,11,1,0
160,0,-1,1,-1,3,-7,-4,4,0
165,-1,-2,-2,-2,2,42,-3,-1,0
170,-2,-2,-1,-1,-4,-49,-15,-5,0
175,-2,-1,1,0,5,58,4,-2,0
180,-3,-1,-1,-3,-5,-27,-24,-8,0
185,-1,0,-2,-3,-4,-41,14,8,0
190,-4,-4,-3,-7,-7,25,-51,-14,0
195,2,0,-1,-2,-1,7,38,16,0
200,3,-1,-1,2,3,-14,-4,-2,0
205,-3,1,0,-4,-8,-5,-15,-1,0
