Timestamp, Rotation x, Rotation y, Rotation z, Marker
40,-4.0625,-1.25,3.25,0
60,6.9375,-2.8125,-0.5625,0
80,7.4375,-4.0625,-4.8125,0
100,9.3125,-2.6875,-1.4375,0
120,3.375,-0.875,1.625,0
140,2.3125,-0.5625,-1.8125,0
140,6.8125,-2,-11.125,0
160,22.75,3.25,-8.125,0
190,18.5625,7.375,-9.6875,0
210,15.8125,9.4375,-9.4375,0
230,20,9,-11.5625,0
250,15.75,14.3125,-11.8125,0
270,18.6875,16,-10.375,0
290,22.25,15.8125,-7.875,0
310,25.25,20.5625,-6.75,0
330,24.5625,16.6875,-10.8125,0
350,29.4375,8.375,-17.875,0
370,35.8125,15.625,-15.875,0
390,33.4375,11.9375,-25.4375,0
410,54.1875,18.25,-23.875,0
430,65.0625,20.125,-32.9375,0
450,62.625,22.9375,-41.9375,0
470,65.3125,14.125,-39.625,0
490,54.0625,19.4375,-40.4375,0
510,18.875,24.0625,-30.375,0
530,5.6875,12.75,-25.0625,0
550,5.0625,6.625,-26.3125,0
570,-16.8125,5.125,-24.3125,0
590,-19,6.5,-17.3125,0
610,-30.375,-6.25,-4.3125,0
630,-21.1875,-14.5625,5.4375,0
650,-27.75,-4.6875,5.625,0
670,-12.75,-1.75,21.625,0
690,-23.8125,-5.875,23.25,0
710,-30.125,-12.8125,25,0
730,-24.6875,-17.3125,28.5625,0
750,-28.8125,-23.9375,31.75,0
770,-29.25,-34.5625,39.125,0
790,-22.25,-42.75,47.875,0
810,-26.25,-48.25,54.4375,0
830,-34.375,-45.4375,58.5,0
850,-41.0625,-42.375,53.6875,0
870,-41.75,-44.1875,48.9375,0
870,-37.375,-43.3125,45,0
890,-31.3125,-36,39.5625,0
910,-28.25,-29.5,32.5625,0
930,-25.4375,-28.5625,29.125,0
950,-25.5,-13.6875,27.8125,0
970,-16.9375,-3.4375,21.125,0
990,-14.625,-2.5,17.5,0
1010,-17.625,1.6875,19.0625,0
1030,-19.625,3.3125,18.5,0
1050,-16.9375,4.75,16.0625,0
1070,-13.9375,5.625,12.0625,0
1090,-12.75,7.375,7.0625,0
1110,-9.9375,8.0625,4.8125,0
1130,-8.5625,7.8125,4,0
1150,-10,7.25,1,0
1170,-7.25,8.6875,-0.875,0
1190,-6.375,9.8125,-1.8125,0
1210,-4.1875,9.6875,-0.625,0
1230,-4.1875,11.375,1.375,0
1250,-3.75,10.375,-0.0625,0
1270,-2.5,6.5,-0.4375,0
1290,-3.875,3,-0.5625,0
1300,-3.5625,-1.8125,-0.875,0
1330,-4.0625,0.5,2.375,0
1350,-3.125,2.1875,3,0
1370,-1.6875,0.75,-1.125,0
1390,0.125,-0.75,-1.25,0
1400,1.0625,1.0625,-0.9375,0
1420,-0.375,-0.3125,0.125,0
1440,0.25,-1.5,-0.75,0
1460,1.375,-0.875,-1.125,0
1480,3.3125,-0.4375,-0.9375,0
1500,2.8125,0.5,0.5,0
1520,1.25,0.5625,2.75,0
1540,-0.875,0.625,3.375,0
1560,0.5,0.1875,3.75,0
1580,0.125,-0.125,3.3125,0
1600,0.125,0.4375,4.5,0
1620,0.6875,1.125,3.375,0
1640,1.6875,1.1875,2.25,0
1660,4.1875,-0.4375,0.875,0
1680,1.3125,-0.625,1.25,0
1700,1,-0.75,1.5625,0
1720,1.125,-0.9375,0.375,0
1740,3.3125,-1.125,-0.0625,0
1760,4.375,-1.6875,-0.4375,0
1780,2.8125,-1.5625,0.1875,0
1800,1.0625,-0.5,1.4375,0
1820,0.375,-0.375,0.3125,0
1840,0.625,-1.6875,-1.25,0
1860,1.875,-2.5,-0.375,0
1880,1.375,-3.4375,-0.0625,0
1900,-1.3125,-2.6875,-0.1875,0
1920,-2.875,-2.75,-1.0625,0
1940,-0.125,-3.4375,-2.1875,0
1960,2.375,-3.5,-2.75,0
1980,3.75,-2.5,-2.875,0
2000,1.6875,-1.625,-2.25,0
2020,-0.0625,-1,-3.5625,0
2040,0.4375,-1.75,-4.375,0
2060,1.4375,-2.5,-3.375,0
2080,1.3125,-2.5,-2.5,0
2100,1.5,-2.625,-3,0
2120,1.625,-2.625,-3.125,0
2140,1.0625,-1.5625,-1.875,0
2160,-1.125,0.625,0,0
2180,-3.4375,2.875,1.75,0
2200,-3.9375,3.6875,2.375,0
2220,-3,4.1875,3.25,0
2240,-3.8125,4.125,3.75,0
2260,-6.6875,4.625,3.3125,0
2280,-7.0625,5.9375,3.125,0
2300,-5.125,3.9375,3.4375,0
2320,-6.375,3.5,4.4375,0
2340,-7.4375,3.9375,2.3125,0
2360,-5,2.75,-0.375,0
2380,-1.875,1.75,-2.1875,0
2400,1.6875,0.375,-3.1875,0
2420,2.5,0.125,-3.8125,0
2440,0.6875,-0.6875,-4.8125,0
2460,0.4375,0.25,-4.1875,0
2480,0.1875,0.5,-2.3125,0
2500,-2.6875,0.6875,-0.875,0
2520,-6.4375,1.3125,-0.4375,0
2540,-6.9375,2.5625,0,0
2560,-6.8125,4,0.75,0
2580,-7.625,4.0625,1.125,0
2600,-7.625,3.75,1,0
2620,-8,3.5,0.8125,0
2640,-5.9375,2.6875,0.1875,0
2660,-1.875,1.6875,-0.9375,0
2680,-1.125,0.75,-2.1875,0
2700,-0.75,1.0625,-2,0
2720,-0.375,0.6875,-1.8125,0
2740,0.1875,0.375,-1.75,0
2760,1.25,0.4375,-0.5625,0
2780,2.5,0.75,-0.6875,0
2800,1.875,0.0625,-1.25,0
2820,0.6875,-0.375,-0.9375,0
2840,-0.375,-0.3125,0.0625,0
2860,0,0.5,0.375,0
2880,0.5625,0.8125,0.8125,0
2900,-0.1875,1.125,0.1875,0
2920,-0.125,0.8125,0.875,0
2940,-0.0625,0.8125,1.5,0
2960,0,1,1.5625,0
2980,0.0625,0.3125,0.75,0
3000,0.9375,-0.6875,-0.25,0
3020,2.1875,-1.4375,-0.25,0
3040,3.3125,-1.4375,0,0
