Timestamp, Rotation x, Rotation y, Rotation z, Marker
30,7.375,-0.625,11.625,0
50,8.4375,-7.1875,15.5625,0
70,5,3.4375,18,0
90,1.375,8.875,17.625,0
110,1.0625,8.375,12.5,0
130,-1.4375,8.75,10.0625,0
150,-1.5625,1.6875,8.625,0
170,-3.1875,4.125,10.75,0
180,-1.8125,6,14.75,0
180,-0.375,4.875,13.875,0
220,1.1875,-2.5,10.125,0
240,-3.9375,-4.4375,5.3125,0
260,-7.6875,-1.125,0.375,0
280,-5.875,-3.125,-2.375,0
300,-3.875,-4.5625,-1.75,0
320,-2.5625,-1.1875,-2.3125,0
340,-0.8125,-3.4375,0.4375,0
360,0.25,-1.3125,2.9375,0
380,2.8125,1,8.9375,0
400,2.5,4.5625,14.4375,0
420,1.625,3.25,19.125,0
440,-2.9375,9.125,21.375,0
460,-5.3125,10,16.4375,0
480,-1.25,4.75,11.125,0
500,-0.375,1.9375,5.125,0
520,-2.1875,2.4375,0.5625,0
540,-2.5625,1.75,-2.5,0
560,-2.125,1.9375,-3.9375,0
580,-2,1.75,-4.3125,0
600,0.25,2.0625,-4.375,0
620,0.875,4.9375,-4.375,0
640,-1.4375,8.5,-5.5,0
660,-2.6875,8.9375,-4.875,0
680,-0.5625,7.8125,-2.9375,0
700,1.5,5.4375,-1,0
720,2.5625,3.125,2.9375,0
740,1.25,2.3125,4.875,0
760,0.125,2.5,6,0
780,0.25,1.3125,3.5,0
800,0.5625,-0.125,3.3125,0
820,-1.0625,1.25,3.3125,0
840,-2.125,0.625,1.5,0
860,-1.5,0.75,0.5,0
880,-6.5625,-2.125,1.75,0
900,-18.25,-6.625,2.8125,0
920,-33.75,-13.8125,5.25,0
940,-33.8125,-14.6875,4.9375,0
960,-24.1875,-12.1875,3.1875,0
980,-13.4375,-9.375,2,0
1000,-1.4375,-9.1875,-0.1875,0
1020,9,-6.5625,0.0625,0
1040,16.1875,-5.1875,0.4375,0
1060,18.5625,-2.25,2.125,0
1080,21.1875,1.3125,2.9375,0
1100,24.3125,3.8125,3.5625,0
1120,22.6875,3.3125,4.25,0
1140,19.4375,2.4375,7.6875,0
1160,14.25,0.5625,14.4375,0
1180,13.625,-1.25,19.4375,0
1200,16.25,-4.125,24.4375,0
1220,13.625,-6.875,31.1875,0
1240,7.5,-9.75,36.1875,0
1260,1,-12.3125,37.0625,0
1280,-5.5625,-17.125,33.6875,0
1300,-9.75,-24.0625,27.3125,0
1320,-10.6875,-29.875,21.5625,0
1340,-12.9375,-26.5,15.5625,0
1360,-11.875,-27.3125,8.5625,0
1380,-13.0625,-27.0625,-1.5625,0
1400,-11.3125,-31.75,-7.3125,0
1420,-8.1875,-33.0625,-10.125,0
1440,-6.0625,-31.375,-9.3125,0
1460,-4.625,-28.25,-9.125,0
1480,-1.6875,-27,-6.4375,0
1500,0.4375,-21.3125,-0.9375,0
1520,3.625,-15.875,6.875,0
1540,7.125,-9.625,11.375,0
1560,10.3125,-2.375,15,0
1580,9.875,7.625,19.75,0
1600,8.125,13.25,25.6875,0
