Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
0,19,-1,-9,-2,-6,1,1,9,0
5,-2,-7,-7,4,0,4,0,-2,0
10,3,-4,-6,0,20,9,1,-3,0
15,-7,-6,-10,-8,7,4,3,-5,0
20,-7,-6,-17,-2,-4,-2,-4,-7,0
25,-9,-25,-29,-54,-12,0,-6,-7,0
30,0,9,33,47,13,4,10,-4,0
35,15,36,16,22,-35,-20,-10,8,0
40,-7,4,1,-17,-4,-7,-3,-3,0
45,-3,-8,-48,11,2,2,-1,4,0
50,6,37,77,0,-3,2,-3,-7,0
55,-12,-21,-36,9,25,8,0,-4,0
60,-39,-9,8,8,-3,2,1,2,0
65,30,-1,-27,-14,4,3,1,7,0
70,-4,-14,-35,-12,7,4,0,0,0
75,3,0,13,4,27,21,5,-6,0
80,-8,-3,-16,-12,-23,-38,-10,2,0
85,-16,-8,8,-12,-72,-22,-5,0,0
90,-1,-10,-21,-17,-10,-13,-5,4,0
95,0,0,8,4,12,13,-5,-2,0
100,4,1,20,18,50,29,11,-2,0
105,2,11,24,9,13,-3,1,2,0
110,1,-17,-6,-6,-28,-3,-8,2,0
115,-12,18,-17,-13,2,-10,1,1,0
120,33,4,-4,6,26,16,0,-4,0
125,5,12,14,4,8,7,5,5,0
130,-17,-20,-79,-50,-17,-5,-8,-9,0
135,-4,-7,57,24,-32,-18,0,6,0
140,4,16,14,-2,-41,-26,-14,5,0
145,-3,-5,7,28,40,8,-3,3,0
150,-2,11,-20,8,112,95,28,-19,0
155,19,6,16,-10,-36,-62,12,32,0
160,-7,-9,2,-29,-108,-57,-15,-8,0
165,-10,-18,3,4,40,-14,-6,-4,0
170,12,21,1,0,4,4,-11,5,0
175,-6,-27,-17,7,52,45,5,-7,0
180,1,7,20,-19,-51,-15,13,3,0
185,-23,-22,24,5,5,-2,-2,-6,0
190,32,12,-13,-12,0,-4,13,4,0
195,-1,14,8,18,5,8,11,0,0
200,16,19,2,4,24,16,-7,-1,0
205,5,-13,-35,-16,-11,-3,-8,3,0
210,-27,-5,25,-3,-18,0,23,-5,0
215,12,30,-23,18,0,-23,-27,0,0
220,3,20,1,-6,-18,2,62,13,0
225,1,10,-3,-4,-2,-15,-33,-4,0
230,-2,-16,-6,-3,-1,2,-7,-2,0
235,-15,-50,-23,-15,-9,-4,-5,0,0
240,-7,11,4,11,28,4,-24,-11,0
245,11,18,7,-1,-12,-3,-4,8,0
250,-2,-7,-5,9,21,-4,-11,-5,0
255,-7,3,20,0,-2,17,23,0,0
260,-3,-16,-12,-5,-3,-4,-33,-4,0
265,-10,-10,-8,-13,-24,-12,-9,-5,0
270,12,10,-7,-6,-20,3,43,-3,0
275,-27,-12,12,4,31,17,10,-2,0
280,13,11,11,15,30,-1,-31,0,0
285,-2,-12,-13,-12,-30,-16,10,7,0
290,-12,2,-3,-9,-45,-25,-33,-1,0
295,-15,-25,-8,-9,3,-10,-27,-7,0
300,-8,-16,-6,5,30,18,30,6,0
305,-7,15,13,10,9,14,32,3,0
310,-2,-11,-4,-1,6,10,-32,-4,0
315,-9,13,9,6,5,-7,8,-7,0
320,16,-2,-2,-8,-13,-2,-18,7,0
325,8,4,3,5,13,1,0,-4,0
330,7,-6,-4,-1,-1,1,-9,-1,0
335,-14,-4,-7,-16,-26,-16,-3,-12,0
340,-1,2,-5,10,14,-9,0,-8,0
345,-29,-12,0,-2,-1,5,6,-2,0
350,16,1,0,-5,-4,6,-1,10,0
355,18,6,-2,-19,-50,-25,-10,6,0
360,-25,-21,-11,-3,-17,-4,-2,-17,0
365,32,13,10,20,41,14,4,4,0
370,-12,-1,8,12,36,21,2,-5,0
375,6,7,-2,-7,6,10,-4,0,0
380,-7,-10,3,-12,-24,-26,-1,2,0
385,-25,-10,-4,-4,-20,-5,-16,-8,0
390,16,4,-1,-1,6,-1,1,5,0
395,22,4,15,6,10,12,8,19,0
400,-32,-10,-6,-13,-6,0,-5,-11,0
405,-3,-5,-32,-9,1,-1,-2,-6,0
410,12,4,28,13,-3,-12,9,8,0
415,5,-4,3,-1,1,0,-16,3,0
420,-3,4,2,2,0,13,23,-4,0
425,-13,2,4,-7,-7,-5,10,-11,0
430,-7,0,-10,-10,-15,-21,-11,5,0
435,-13,-15,-16,0,-2,-6,-16,-15,0
440,0,-5,1,8,23,6,-10,-5,0
445,31,19,15,4,1,7,-3,9,0
450,-25,-10,-10,-3,-3,-4,0,-4,0
455,22,4,5,0,2,5,0,8,0
460,4,-14,-19,-9,-26,-22,-13,5,0
465,-1,-1,3,0,4,-3,0,7,0
470,-9,3,4,7,18,3,-7,-5,0
475,3,1,-8,-1,-5,7,15,1,0
480,9,-4,0,-3,-1,1,-5,7,0
485,4,8,6,2,5,9,11,-5,0
490,10,0,2,4,7,-5,-7,7,0
495,-12,-9,-8,-7,-10,1,2,-11,0
500,-10,-5,0,0,-6,-7,1,2,0
505,9,-11,-4,-9,-7,-4,-10,-6,0
510,5,2,-9,-5,2,7,14,1,0
515,-3,6,6,11,5,3,1,-2,0
520,-2,2,4,0,9,2,-6,2,0
525,0,-9,-4,-17,-23,-19,-6,4,0
530,-11,-9,-13,-17,-29,-6,-3,-8,0
535,8,10,29,24,16,3,4,1,0
540,2,3,-2,8,14,13,1,-4,0
545,9,-3,-6,6,7,-1,0,-1,0
550,-30,4,20,-7,-22,-11,-6,-4,0
555,0,-9,-21,-15,-9,-5,24,-1,0
560,6,2,8,5,13,8,-5,2,0
565,17,7,7,12,24,16,8,4,0
570,-7,-7,-9,2,-5,-7,-2,-8,0
575,29,1,-13,-14,-16,-8,-14,10,0
580,-11,-2,-2,-3,-10,-7,8,-3,0
585,-1,-6,-5,-5,4,3,-2,2,0
590,3,0,1,9,10,9,3,-2,0
595,-15,0,0,-3,-1,-8,-1,-2,0
600,5,0,-2,11,9,12,4,-5,0
605,-6,-1,1,-12,-5,-4,-1,0,0
610,-9,-4,-20,-13,-21,-5,-3,-2,0
615,2,-3,-6,8,11,-1,-1,-1,0
620,-22,-4,3,-11,-27,-15,-4,1,0
625,12,3,2,13,12,6,-3,1,0
630,15,4,2,10,32,5,0,3,0
635,-16,2,-7,-15,-15,4,-1,-3,0
640,17,-2,-9,-13,-35,-21,-3,9,0
645,-26,-6,4,3,7,8,1,-9,0
650,-5,1,3,5,26,5,2,-1,0
655,20,6,9,-1,-2,1,-3,4,0
660,25,4,-1,-7,8,16,4,6,0
665,4,-4,-3,-4,-30,-30,2,5,0
670,-3,1,3,9,-6,-6,-5,-8,0
675,-13,-5,2,2,21,2,2,-7,0
680,-3,-7,-21,-13,-29,-3,-3,-6,0
685,-29,-4,-2,-2,8,2,-4,-3,0
690,21,3,5,12,12,8,0,6,0
695,-4,-2,5,-2,7,0,4,3,0
700,9,4,-1,1,16,5,2,3,0
705,14,2,-2,-6,-26,-11,-4,5,0
710,-23,-6,-2,-6,-12,-9,-5,-6,0
715,1,1,-12,0,15,3,-2,-3,0
720,1,0,1,6,-11,-3,1,4,0
725,-13,-1,5,-1,1,2,1,-15,0
730,6,4,5,-1,16,12,7,8,0
735,-4,-5,-6,-2,2,0,-7,-4,0
740,-4,-1,0,-3,-13,-9,1,-1,0
745,-3,0,0,-6,-13,-8,-5,0,0
750,-2,-8,-14,-4,-11,-12,-3,0,0
755,-12,-4,-2,-10,-10,-3,-5,-1,0
760,-1,-3,1,1,9,-1,-4,-4,0
765,14,5,4,14,20,9,2,6,0
770,19,3,6,2,25,15,7,7,0
775,-7,0,1,-9,-38,-14,0,-2,0
780,-6,-4,-1,1,-9,-22,-7,-4,0
785,-8,-2,-3,-4,8,-1,-1,-3,0
790,-11,-4,-9,-7,-8,-1,-8,-4,0
795,-3,-3,1,7,3,15,3,-5,0
800,-18,0,-4,3,7,0,-2,-4,0
805,-2,-3,-1,-3,4,-3,-3,2,0
810,10,5,7,18,2,4,2,-3,0
815,-4,-3,-3,-16,-17,-15,-5,0,0
820,-7,-5,-8,-4,2,9,-5,-6,0
825,-8,-1,3,23,32,1,4,1,0
830,5,-1,-8,-24,-18,-1,-3,-2,0
835,1,1,0,-2,-23,-14,-1,2,0
840,1,-2,-4,5,13,-4,0,-4,0
845,1,-3,-1,-1,-11,7,-3,-4,0
850,3,-1,3,0,14,-1,-7,-2,0
855,-11,-2,5,13,23,1,10,-1,0
860,9,7,1,-3,-5,8,3,8,0
865,0,-2,-4,-13,-23,-3,-2,1,0
870,-5,-5,-5,-4,-13,-13,-2,-7,0
875,-16,0,0,-10,10,3,-1,-1,0
880,43,8,10,13,15,2,8,16,0
885,-13,-8,-12,-12,-4,-2,-5,-6,0
890,9,1,0,-9,-26,0,-5,1,0
895,-3,-4,1,3,-4,-6,6,4,0
900,-15,-4,-2,2,0,-2,0,-12,0
905,-5,1,0,7,23,13,0,-3,0
910,26,5,5,-1,16,13,8,10,0
915,12,2,1,3,7,-10,-7,-3,0
920,-37,-15,-8,-12,-46,-23,-2,-14,0
925,14,-5,-10,-11,-36,-16,-7,7,0
930,-21,-7,-16,1,6,2,-22,-8,0
935,10,3,4,17,29,25,34,3,0
940,9,7,11,0,10,7,-6,2,0
945,-3,-4,8,2,6,5,-2,-4,0
950,-2,-10,4,-4,-2,-4,5,2,0
955,15,15,-8,-4,-8,1,-13,2,0
960,-15,-10,-22,0,24,1,4,-3,0
965,-2,-5,32,-4,-31,-9,1,-5,0
970,5,4,-14,-1,4,-3,2,3,0
975,0,-8,-13,-22,-23,2,14,0,0
980,-6,7,40,10,-2,-6,-11,-4,0
985,2,2,-20,13,37,25,2,-1,0
990,-14,-1,12,4,11,-18,3,4,0
995,-3,-7,-13,-12,-46,-9,-5,-3,0
1000,3,-13,7,-8,11,-3,-1,-3,0
1005,5,5,-20,1,-10,-18,-4,1,0
1010,-9,9,32,-12,-10,-5,8,-8,0
1015,-1,-4,1,9,-7,-6,-10,4,0
1020,7,-2,-24,6,13,12,-3,2,0
1025,-12,-1,32,-2,19,9,4,-2,0
1030,-11,-16,-37,0,-11,1,4,-4,0
1035,0,20,-16,-6,4,-7,-13,-2,0
1040,3,11,21,-2,-5,-2,-3,-3,0
1045,5,19,42,8,19,5,-4,0,0
1050,-9,-15,-9,0,-14,-5,-7,-1,0
1055,-12,-9,-14,0,12,4,0,-5,0
1060,-11,-24,-35,-5,-5,-2,-4,-6,0
1065,14,4,-49,-5,-4,-3,3,4,0
1070,-7,17,51,4,-10,-4,-2,-8,0
1075,17,7,77,7,14,2,-8,3,0
1080,-38,-13,-41,-9,8,3,12,-1,0
1085,13,8,-21,2,-11,0,-1,4,0
1090,-5,-31,-9,-8,5,0,-7,-6,0
1095,16,46,26,3,-8,-6,-4,6,0
1100,-2,-3,20,8,-8,3,-2,-6,0
1105,-25,-17,2,-12,0,-7,0,-4,0
1110,9,4,-20,-2,-6,11,0,9,0
1115,5,-15,-20,11,25,3,-3,-8,0
1120,7,5,5,-11,-15,0,0,3,0
1125,-15,-8,-12,-9,-17,-24,-13,-8,0
1130,7,-1,-5,4,0,-1,-1,-1,0
1135,-4,-11,5,-7,8,6,-1,-2,0
1140,27,14,5,-2,5,4,-3,7,0
1145,6,-7,2,2,-2,8,-1,-1,0
1150,-25,8,4,13,33,26,11,-2,0
1155,5,-10,-10,-10,-21,-27,-13,-2,0
1160,8,0,4,4,-15,0,-3,1,0
1165,0,-12,-48,-23,-2,-21,5,9,0
1170,-6,5,21,-18,-54,-24,-4,-8,0
1175,-9,13,25,23,37,29,4,-3,0
1180,2,0,-2,-5,14,9,6,6,0
1185,3,0,27,10,-23,-11,-6,-1,0
1190,-10,-2,-29,1,35,12,0,-3,0
1195,7,-18,5,1,-14,-16,-4,-2,0
1200,-5,3,4,-14,-28,-10,0,-2,0
1205,-5,-6,-1,-5,-2,5,-1,-4,0
1210,-1,-2,-4,3,10,-9,-4,-5,0
1215,-15,-8,-10,-3,16,14,1,-4,0
1220,13,1,-1,15,26,0,2,3,0
1225,-1,-2,4,-1,-15,7,2,-2,0
1230,4,1,1,-6,-13,-16,-4,0,0
1235,-7,-6,-18,-5,-8,-2,-2,-3,0
1240,-2,0,-3,-6,-5,-3,-5,-4,0
1245,-6,2,5,3,-5,-5,3,4,0
1250,16,0,19,11,25,20,5,0,0
1255,-2,-29,-25,-9,0,-5,-1,-1,0
1260,-13,23,2,-9,-40,-22,-9,-3,0
1265,31,18,30,6,20,1,1,9,0
1270,-16,-14,-19,-4,-23,-5,-4,-7,0
1275,-2,-5,-18,2,10,12,2,5,0
1280,-1,-7,-5,3,31,7,4,-3,0
1285,-12,-17,21,-1,-20,-7,-3,-6,0
1290,-3,-19,-43,-8,-8,-6,-4,0,0
1295,5,-7,19,0,-1,0,2,-2,0
1300,13,57,18,12,15,5,2,7,0
1305,6,-2,-9,-6,1,9,7,4,0
1310,-14,-3,-17,-4,-21,-20,-6,-1,0
1315,-15,-43,-21,-11,2,3,-7,-9,0
1320,29,33,11,6,18,-3,3,18,0
1325,-23,0,-14,3,-15,-4,-6,-16,0
1330,18,10,17,10,32,20,5,7,0
1335,20,30,3,-19,-27,-17,0,16,0
1340,-20,-39,-17,-4,-38,-6,-8,-11,0
1345,-4,18,-4,2,32,10,-3,-2,0
1350,-2,-3,7,-4,-4,-2,1,0,0
1355,-18,1,-14,12,-1,-4,-3,-10,0
1360,-9,-13,29,1,27,12,2,-12,0
1365,4,-7,-19,-3,-14,2,1,4,0
1370,0,4,22,3,6,0,-4,-6,0
1375,0,11,7,6,7,-4,1,0,0
1380,-4,-7,-17,-12,-25,-4,1,-2,0
1385,-3,-9,-13,-6,2,-1,0,-7,0
1390,2,15,12,0,-2,-4,-5,3,0
1395,-5,5,3,1,-4,-3,-1,-4,0
1400,7,-34,-35,-1,4,-4,1,10,0
1405,-4,11,48,2,-2,3,-3,-8,0
1410,1,40,10,3,-3,-3,2,5,0
1415,-5,-4,-6,-2,-6,-5,-4,-2,0
1420,-5,2,4,2,3,5,2,1,0
1425,-1,-11,-14,2,15,2,-1,-2,0
1430,-9,-18,-18,-5,-7,-4,-1,-2,0
1435,9,-8,2,2,6,2,0,1,0
1440,-10,9,12,0,4,4,-2,-2,0
1445,17,-8,-7,4,7,3,5,7,0
1450,1,10,2,-6,-17,-7,-2,-3,0
1455,-3,-1,-10,-5,-25,-14,-3,5,0
1460,-2,-9,6,7,26,-3,-4,-8,0
1465,-7,-11,-6,-12,-15,-4,-4,-5,0
1470,4,-1,-1,0,-7,3,3,0,0
1475,2,1,0,0,6,-2,-2,0,0
1480,-7,-9,-16,-12,-20,-3,-1,0,0
1485,-7,2,10,5,10,2,-4,-3,0
1490,10,-7,-8,1,4,-2,-4,1,0
1495,-23,-7,-26,-3,-3,2,-11,-8,0
1500,20,43,61,5,-1,-2,1,0,0
1505,-13,-15,-18,2,8,0,2,1,0
1510,-10,-5,-3,-3,-6,-3,-7,-1,0
1515,11,4,4,-3,-2,0,1,1,0
1520,-8,-37,-25,-7,3,1,-9,-7,0
1525,-5,20,-2,0,-13,-9,1,-2,0
1530,1,-5,8,-6,-15,-8,-3,-8,0
1535,-5,9,6,1,9,5,6,3,0
1540,4,-16,-4,1,18,8,3,4,0
1545,6,1,1,-6,-21,-7,-6,-9,0
1550,-14,-10,-11,2,10,-1,5,2,0
1555,10,1,-2,-3,-2,-4,-11,-7,0
1560,9,1,-2,6,2,-3,5,7,0
1565,8,2,-2,0,10,11,-8,4,0
1570,-7,4,-5,-7,0,4,3,-3,0
1575,13,2,14,7,12,4,3,-3,0
1580,-3,2,-1,5,10,2,5,-8,0
1585,-16,-3,-6,-8,-25,-9,-40,-5,0
1590,44,-1,-10,-16,-27,-12,20,19,0
1595,-7,-1,5,-13,-33,-34,-8,0,0
1600,-6,-3,-13,-12,-24,0,-5,2,0
1605,-17,-8,-7,11,33,1,19,-4,0
1610,-23,-1,19,18,39,30,-5,-16,0
1615,35,9,3,0,-7,1,-12,13,0
1620,-14,-3,-4,-2,-6,-1,31,-5,0
1625,1,-6,-4,-3,4,4,-2,-2,0
1630,6,13,29,2,3,-5,-16,1,0
1635,-14,-8,3,10,13,9,20,-1,0
1640,-19,-16,-23,-9,-7,-1,-18,-6,0
1645,15,17,27,9,3,-2,-5,8,0
1650,-5,-13,-21,-5,2,2,41,-2,0
1655,-9,1,2,-9,-18,-12,-15,1,0
1660,5,2,5,3,4,-1,-4,-4,0
1665,1,-7,-21,-1,14,-4,18,7,0
1670,3,-1,-3,-14,-42,-21,-17,-4,0
1675,-14,-1,4,6,25,30,11,-6,0
1680,4,1,-4,4,8,-14,-10,5,0
1685,3,7,7,9,-13,0,-1,-5,0
1690,-9,-2,-1,-1,29,14,-5,0,0
1695,-6,-6,-11,-19,-38,-22,2,3,0
1700,-2,-3,-6,-8,-23,-14,-25,-11,0
1705,5,5,8,8,36,13,35,10,0
1710,0,-2,0,11,-2,5,-2,-2,0
1715,-5,3,1,14,40,24,0,-9,0
1720,0,5,6,-2,-10,9,3,3,0
1725,-1,-5,-5,-26,-51,-44,-8,7,0
1730,-6,-6,-14,2,-3,0,-5,-8,0
1735,6,3,7,9,34,-12,5,8,0
1740,-11,-6,-5,-9,-35,1,-5,-8,0
1745,9,1,-1,1,21,7,-4,-1,0
1750,4,0,-3,2,-1,8,-13,-4,0
1755,-9,-2,-3,17,24,1,1,-3,0
1760,22,5,7,-11,2,-12,9,4,0
1765,-2,-5,-4,-17,-18,2,-10,-4,0
1770,-17,-10,-10,-3,-9,-15,-16,-3,0
