C1,C2,C3,C4,C5,C6,C7,C8,Marker
-3,0,-2,1,-2,1,-6,-1,NAN
-1,3,-1,1,0,1,-3,1,NAN
-2,-1,-3,2,-1,1,-1,2,NAN
-3,0,-3,0,-3,-2,2,2,NAN
-1,0,-1,-1,-2,-2,3,5,NAN
-3,-1,0,-2,-2,-5,-4,-1,NAN
1,-4,-1,-2,-1,-3,-4,-6,NAN
2,11,4,0,-2,0,-4,-5,NAN
-4,1,0,-1,-4,-4,-3,0,NAN
-1,-6,-2,-3,-2,-4,0,-1,NAN
-1,12,4,-1,-2,-1,3,-1,NAN
-3,1,-1,-1,2,1,8,0,NAN
2,-5,-7,-5,2,3,-2,-3,NAN
-5,2,-1,-1,0,-1,-1,-1,NAN
-2,1,-1,-3,-1,-4,-1,-1,NAN
1,-5,2,0,1,1,1,0,NAN
1,3,2,-2,-2,-2,-2,1,NAN
1,-5,-2,-2,-1,0,-1,0,NAN
0,3,-1,0,-1,0,0,1,NAN
0,-2,-2,0,4,4,4,-1,NAN
-2,3,2,2,4,4,5,-3,NAN
1,-1,0,4,3,1,1,1,NAN
2,-3,2,2,0,-2,-7,2,NAN
0,3,0,0,1,-6,-5,1,NAN
-1,-3,-3,0,-1,-3,0,2,NAN
-2,-4,-4,-2,-1,0,-7,-4,NAN
0,2,1,-4,1,-2,1,0,NAN
-1,-4,1,-4,-3,-2,-2,2,NAN
0,0,5,-3,-2,-1,5,1,NAN
-5,28,-4,-1,-2,2,10,-2,NAN
1,-32,-1,1,0,4,0,-1,NAN
1,3,-2,-1,-4,-2,2,-4,NAN
-3,-1,-1,-1,-1,-2,-1,-2,NAN
0,-5,2,-1,3,-2,-4,-1,NAN
0,10,2,-4,4,0,-4,-2,NAN
-1,2,-2,-1,-3,0,-6,0,NAN
-5,0,-1,1,-2,-3,2,-2,NAN
-4,-1,0,-3,-2,-2,10,-2,NAN
-3,-2,-1,-3,-2,0,7,-2,NAN
-2,0,-1,-4,0,-1,2,4,NAN
4,-4,-4,-4,-1,2,-3,-1,NAN
3,1,0,-1,-2,0,-10,0,NAN
-1,-1,0,2,0,-3,-12,-4,NAN
-1,0,0,-2,-1,-6,-5,-1,NAN
0,1,1,-3,-2,-3,3,0,NAN
2,-2,1,0,-1,-2,1,-2,NAN
1,1,-1,1,-5,0,4,-3,NAN
-1,0,-1,3,-2,1,-2,-2,NAN
-3,1,1,0,1,1,-8,-2,NAN
0,-1,-5,-2,3,0,-5,-1,NAN
3,-5,-2,-7,3,2,-1,-5,NAN
1,-5,-6,-1,-3,-2,8,-3,NAN
0,14,0,1,-3,-3,4,-3,NAN
1,-30,2,2,-4,-2,-4,1,NAN
-6,0,-6,-2,-4,-2,-5,1,NAN
-8,-3,-3,-2,-2,-1,-4,-1,NAN
-4,-6,-1,-8,-1,0,-5,-3,NAN
0,14,2,3,-1,-1,3,-5,NAN
2,2,2,-1,1,-5,4,-2,NAN
1,-5,-1,-3,-2,-1,2,-3,NAN
-3,1,-4,5,0,-2,3,0,NAN
-1,2,-3,-1,0,-1,-6,1,NAN
-1,-1,-2,-3,-2,-2,-8,4,NAN
0,1,-3,-2,-3,-2,-7,-2,NAN
-3,-10,-3,-1,0,-3,-1,-2,NAN
-3,0,-5,-2,-4,-3,1,-1,NAN
1,1,3,0,-2,-1,-2,-1,NAN
-2,-1,-2,-4,1,1,-2,-4,NAN
3,-2,0,0,1,4,1,-1,NAN
