Timestamp, Acceleration x, Acceleration y, Acceleration z, Marker
20,-0.643555,-0.306152,0.655273,0
50,-0.649902,-0.30957,0.641602,0
70,-0.652344,-0.305176,0.647461,0
90,-0.652832,-0.291504,0.642578,0
110,-0.660645,-0.294434,0.640625,0
130,-0.663574,-0.296387,0.639648,0
140,-0.663086,-0.294434,0.63916,0
140,-0.65918,-0.299805,0.635254,0
180,-0.658203,-0.302246,0.644531,0
200,-0.653809,-0.296387,0.644531,0
220,-0.65332,-0.302734,0.641602,0
240,-0.657227,-0.309082,0.635742,0
260,-0.704102,-0.357422,0.618652,0
280,-0.69873,-0.435547,0.56543,0
300,-0.741211,-0.402344,0.569824,0
320,-0.865723,-0.370605,0.577637,0
340,-0.897949,-0.341309,0.57666,0
360,-0.922852,-0.325684,0.657715,0
380,-0.876465,-0.37207,0.779785,0
400,-0.705566,-0.46875,0.932129,0
420,-0.499023,-0.51123,0.962402,0
440,-0.297363,-0.483887,0.957031,0
460,-0.236816,-0.374023,0.984375,0
480,-0.186035,-0.355469,0.968262,0
500,-0.059082,-0.358887,0.936035,0
520,0.0341797,-0.390137,0.96582,0
540,0.0922852,-0.424316,0.929688,0
560,0.120605,-0.428223,0.881348,0
580,0.241211,-0.433105,0.869629,0
600,0.260742,-0.430176,0.82666,0
600,0.348633,-0.456055,0.769531,0
620,0.366211,-0.455566,0.780273,0
660,0.400391,-0.453125,0.704102,0
680,0.211426,-0.366211,0.614746,0
700,0.352539,-0.351562,0.483887,0
720,0.504883,-0.392578,0.671387,0
740,0.453125,-0.36377,0.564453,0
760,0.427246,-0.333984,0.536133,0
780,0.513184,-0.358398,0.44873,0
800,0.57666,-0.380371,0.398926,0
820,0.643555,-0.337402,0.341797,0
840,0.672363,-0.314453,0.299316,0
860,0.730957,-0.311035,0.291992,0
880,0.755371,-0.286621,0.262207,0
900,0.740723,-0.28125,0.187012,0
920,0.813477,-0.322754,0.180176,0
940,0.819336,-0.27832,0.164062,0
960,0.914551,-0.26123,0.138184,0
980,0.898926,-0.256348,0.117188,0
1000,0.911133,-0.233398,0.078125,0
1020,0.940918,-0.26416,0.0649414,0
1040,0.882812,-0.24707,0.0791016,0
1060,0.879395,-0.22998,0.0644531,0
1080,0.891113,-0.223633,0.0424805,0
1100,0.913086,-0.240723,0.0454102,0
1120,0.87207,-0.241211,0.0517578,0
1140,0.846191,-0.23584,0.0644531,0
1160,0.876953,-0.248535,0.0532227,0
1180,0.928711,-0.253906,0.0571289,0
1200,0.865234,-0.19873,0.0546875,0
1220,0.889648,-0.22168,0.046875,0
1240,0.914551,-0.207031,0.0395508,0
1260,0.927734,-0.20166,0.0161133,0
1280,0.937012,-0.236816,-0.015625,0
1300,0.930176,-0.237305,-0.0288086,0
1320,0.970703,-0.272461,-0.0351562,0
1340,0.930664,-0.259277,-0.0556641,0
1360,0.878418,-0.248047,-0.03125,0
1380,0.841797,-0.223633,0.00488281,0
1400,0.910156,-0.199219,0.0273438,0
1420,0.923828,-0.183105,-0.0258789,0
1440,0.949707,-0.184082,-0.0454102,0
1450,0.968262,-0.205078,-0.0366211,0
1470,0.986816,-0.188477,-0.0336914,0
1490,0.985352,-0.17627,-0.0634766,0
1510,0.998535,-0.208008,-0.0541992,0
1530,0.992188,-0.223145,-0.0541992,0
1550,0.992676,-0.214355,-0.0576172,0
1570,0.980957,-0.221191,-0.0532227,0
1590,0.986816,-0.211426,-0.0410156,0
1610,0.987793,-0.217285,-0.0292969,0
1630,0.993164,-0.219727,-0.0180664,0
1650,0.977051,-0.22998,-0.0161133,0
1670,0.955566,-0.241211,0.0253906,0
1690,0.922363,-0.234863,0.0395508,0
1710,0.893555,-0.227051,0.03125,0
1730,0.885742,-0.20752,0.0288086,0
1750,0.871094,-0.211426,0.0141602,0
1770,0.851562,-0.191406,0.00585938,0
1790,0.859863,-0.175781,0.00830078,0
1810,0.894043,-0.162109,0.00634766,0
1830,0.891602,-0.164062,0.0131836,0
1850,0.893555,-0.182129,0.00390625,0
1870,0.916016,-0.203613,-0.0107422,0
1880,0.95459,-0.208496,-0.019043,0
1900,0.958984,-0.215332,-0.0214844,0
1920,0.988281,-0.245117,-0.0268555,0
1940,0.992188,-0.241211,-0.0483398,0
1960,0.980469,-0.240234,-0.0561523,0
1980,0.98584,-0.247559,-0.0429688,0
2000,0.946777,-0.230957,-0.0273438,0
2020,0.944336,-0.249023,-0.0380859,0
2040,0.923828,-0.248047,-0.0229492,0
2060,0.913574,-0.244141,-0.0078125,0
2080,0.910645,-0.233887,-0.0429688,0
2100,0.902832,-0.240234,-0.0385742,0
2120,0.932617,-0.247559,-0.0576172,0
2140,0.946289,-0.244629,-0.0629883,0
2160,0.940918,-0.223145,-0.0742188,0
2180,0.971191,-0.196289,-0.0708008,0
2200,0.938965,-0.219727,-0.0629883,0
2220,0.930176,-0.228027,-0.0581055,0
2240,0.932129,-0.21875,-0.0664062,0
2260,0.95752,-0.229492,-0.0717773,0
2280,0.956055,-0.23291,-0.0810547,0
2300,0.945312,-0.241699,-0.074707,0
2320,0.94873,-0.26123,-0.0957031,0
2340,0.942871,-0.272461,-0.09375,0
2360,0.916992,-0.296875,-0.078125,0
2380,0.858398,-0.305664,-0.0717773,0
2400,0.807617,-0.280762,-0.0639648,0
2420,0.747559,-0.260254,-0.0351562,0
2440,0.680664,-0.253418,-0.0195312,0
2460,0.683105,-0.225586,0.0439453,0
2480,0.644531,-0.183105,0.0703125,0
2500,0.606445,-0.163574,0.104492,0
2520,0.577637,-0.140137,0.139648,0
2540,0.650391,-0.110352,0.200195,0
2560,0.745605,-0.125977,0.24707,0
2580,0.768555,-0.208984,0.247559,0
2600,0.8125,-0.226074,0.315918,0
2620,0.897461,-0.199707,0.374512,0
2640,0.967773,-0.226562,0.447754,0
2660,0.885254,-0.288086,0.491211,0
2680,0.762695,-0.325684,0.49707,0
2700,0.677246,-0.331055,0.634277,0
2720,0.610352,-0.350586,0.745117,0
2740,0.552246,-0.37793,0.799805,0
2760,0.381348,-0.373535,0.838867,0
2780,0.271484,-0.378418,0.89209,0
2800,0.174316,-0.357422,0.949219,0
2820,0.140137,-0.403809,0.936035,0
2840,0.0454102,-0.431152,0.942383,0
2860,-0.142578,-0.386719,0.879395,0
2880,-0.299316,-0.416016,0.880859,0
2900,-0.28418,-0.459961,0.914062,0
2920,-0.298828,-0.484863,0.817871,0
2940,-0.37793,-0.458496,0.753418,0
2960,-0.459961,-0.464355,0.79541,0
2980,-0.461914,-0.449707,0.780273,0
3000,-0.459473,-0.469727,0.722168,0
3020,-0.521973,-0.489258,0.679199,0
3040,-0.548828,-0.489746,0.693848,0
3060,-0.575195,-0.481934,0.723145,0
3080,-0.583984,-0.462891,0.704102,0
3100,-0.587891,-0.437012,0.680664,0
3120,-0.598633,-0.418457,0.669434,0
3140,-0.615234,-0.397461,0.666016,0
3160,-0.679688,-0.376953,0.703613,0
3180,-0.680664,-0.331543,0.714355,0
3200,-0.609863,-0.37207,0.730469,0
3220,-0.537598,-0.44873,0.731934,0
3240,-0.53418,-0.418457,0.709961,0
3260,-0.559082,-0.337402,0.67334,0
3280,-0.553711,-0.292969,0.666016,0
3300,-0.57959,-0.281738,0.654785,0
3320,-0.611328,-0.305664,0.633301,0
3340,-0.632324,-0.306152,0.64209,0
3360,-0.630859,-0.351074,0.660645,0
3380,-0.621582,-0.421875,0.696289,0
3400,-0.57959,-0.397461,0.715332,0
3420,-0.584473,-0.344727,0.699219,0
3440,-0.599121,-0.312988,0.703125,0
3460,-0.596191,-0.306152,0.669434,0
3480,-0.615234,-0.328125,0.647949,0
3500,-0.645996,-0.37207,0.649902,0
3520,-0.637695,-0.382324,0.645996,0
3540,-0.637695,-0.385254,0.651855,0
3560,-0.643555,-0.374023,0.641113,0
3580,-0.644043,-0.359863,0.638672,0
3600,-0.648926,-0.354492,0.640137,0
3620,-0.647461,-0.35791,0.641113,0
3640,-0.63623,-0.354492,0.641113,0
3660,-0.633301,-0.343262,0.644531,0
3680,-0.630371,-0.319824,0.657715,0
3700,-0.626465,-0.310547,0.660156,0
3720,-0.625,-0.303711,0.657715,0
3740,-0.622559,-0.307129,0.658203,0
3760,-0.628906,-0.290527,0.662598,0
3780,-0.63623,-0.287109,0.665527,0
3800,-0.646484,-0.289551,0.665527,0
3820,-0.648438,-0.294434,0.655762,0
