Timestamp, Rotation x, Rotation y, Rotation z, Marker
40,-0.5,0.4375,0.5,0
60,0.0625,0.3125,0.125,0
80,0.3125,0.1875,-0.0625,0
100,0.25,0.25,0,0
120,-0.1875,0.4375,0.3125,0
140,-0.6875,0.5625,0.5625,0
160,-0.75,0.4375,0.75,0
160,-0.125,0.375,0.625,0
160,-0.0625,0.375,0.375,0
210,-0.1875,0.5,-0.0625,0
230,-0.375,0.4375,-0.1875,0
250,0,0.375,0.25,0
270,0.4375,0.125,0.25,0
290,0.0625,0.125,0.1875,0
310,-0.375,0.5,0.25,0
330,-0.1875,0.625,0.4375,0
350,-0.25,0.625,0.6875,0
370,-0.1875,0.8125,0.75,0
390,-0.3125,0.6875,0.875,0
410,-0.375,0.6875,0.875,0
430,-0.25,0.6875,0.8125,0
450,0,0.5625,0.875,0
470,-0.0625,0.5625,0.9375,0
490,0,0.5,0.75,0
510,0.0625,0.5,0.8125,0
530,0.25,0.5,0.6875,0
550,0.1875,0.625,0.5625,0
570,0.0625,0.5625,0.5625,0
590,-0.0625,0.5625,0.625,0
610,-0.25,0.5625,0.4375,0
630,-0.1875,0.5625,0.5,0
650,0,0.5625,0.375,0
670,-0.1875,0.5625,0.3125,0
690,0.0625,0.5,0.3125,0
710,0.375,0.1875,0.25,0
730,0.375,0.25,0.5625,0
750,-0.125,0.6875,0.375,0
770,-1.125,0.875,0.4375,0
790,-0.6875,0.9375,0.875,0
810,-0.5,0.6875,1.375,0
830,-0.1875,0.5,1.125,0
850,-0.125,0.375,0.875,0
870,0.25,0.375,0.625,0
890,0.4375,0.3125,0.4375,0
910,0.125,0.375,0.4375,0
930,-0.0625,0.6875,0.5,0
950,0.375,0.5625,0.625,0
970,0.3125,0.0625,0.6875,0
990,0.5,0.3125,0.6875,0
1010,0.625,0.25,0.375,0
1030,0.5,0.125,0.1875,0
1050,0.375,0.1875,0.25,0
1070,0.3125,0.125,0.1875,0
1090,0.25,-0.0625,0.25,0
1110,0.375,-0.0625,0.0625,0
1130,0.5,-0.0625,-0.0625,0
1150,0.4375,-0.25,-0.125,0
1160,0.125,-0.0625,-0.1875,0
1180,0.0625,-0.0625,-0.1875,0
1200,0.0625,-0.125,-0.3125,0
1220,0.25,-0.1875,-0.1875,0
1240,0.125,-0.25,-0.125,0
1260,0.4375,-0.3125,-0.125,0
1280,0.5,-0.375,-0.0625,0
1300,0.4375,-0.3125,-0.125,0
1320,0.375,-0.3125,-0.125,0
1340,0.5,-0.375,-0.125,0
1360,0.8125,-0.375,-0.25,0
1380,0.625,-0.375,-0.25,0
1400,0.3125,-0.3125,-0.1875,0
1420,0.1875,-0.1875,-0.25,0
1440,0.4375,-0.4375,-0.4375,0
1460,0.375,-0.375,-0.25,0
1480,0.5625,-0.5,-0.5625,0
1500,0.625,-0.375,-0.4375,0
1520,1.0625,-0.875,-0.5625,0
1540,0.9375,-1.125,-0.4375,0
1560,0.9375,-0.5625,-0.6875,0
1580,-0.3125,-0.1875,-0.75,0
1600,-0.3125,-0.0625,-0.4375,0
1620,-0.0625,-0.4375,0.0625,0
1640,0,-0.5625,0.1875,0
1660,0.0625,-0.4375,-0.125,0
1680,0.5,-0.75,-0.4375,0
1700,0.75,-0.5,-0.5625,0
1720,0.375,-0.5625,-0.5625,0
1740,0.125,-0.1875,-0.5625,0
1760,-0.375,0,-0.0625,0
1780,0.5,-0.625,0.125,0
1800,-0.375,-0.25,0.25,0
1820,-10.9375,-1.25,3.0625,0
1840,-21.3125,-2.4375,6.25,0
1860,11,-4.75,1.875,0
1880,28.5,1.5625,-8.6875,0
1900,24.125,2.5625,-9.4375,0
1920,39.5,-4.8125,-4.0625,0
1940,63.125,-12.5,-7,0
1960,89.875,-16.3125,-10.125,0
1980,87.4375,-18.0625,-2.8125,0
2000,86.25,-21.125,-1.625,0
2020,39.4375,-33.875,2.9375,0
2040,12.375,-39.9375,8.4375,0
2060,5.25,-49.125,8.5625,0
2080,9.0625,-53.125,12.5,0
2100,21.5,-63,12.0625,0
2120,37.875,-65.75,13.875,0
2140,36.5625,-69.5625,13,0
2160,18.6875,-75,10.875,0
2180,-1.5625,-80.6875,13.875,0
2200,-5,-85.3125,13.75,0
2220,-1.3125,-86,10.3125,0
2240,-3.5625,-84.5625,10.875,0
2260,-13.5,-84.5,11.6875,0
2280,-27.375,-87.125,13.5,0
2300,-22.125,-87.6875,12.8125,0
2320,-21.0625,-78.6875,10.25,0
2340,-24.125,-70.75,14.5625,0
2360,-32.6875,-70.5,12.4375,0
