Timestamp, Electrode 1, Electrode 2, Electrode 3, Electrode 4, Electrode 5, Electrode 6, Electrode 7, Electrode 8, Marker
0,5,1,-2,-1,-2,-2,2,7,0
5,-3,1,0,-1,0,3,9,12,0
10,-1,2,-1,-1,-3,-3,-1,-9,0
15,0,-1,0,-3,-1,0,1,5,0
20,0,-5,-2,0,-1,-3,4,-1,0
25,-2,1,-1,2,0,3,-1,4,0
30,-10,-2,0,-2,0,-4,-19,-2,0
35,-7,0,-4,-1,-2,5,35,11,0
40,-1,6,-3,-2,-2,4,-5,14,0
45,0,-3,-2,-2,-2,-9,-22,-31,0
50,-15,2,4,0,-1,-2,6,10,0
55,-3,-13,-5,-5,-7,-15,2,-14,0
60,22,14,4,1,3,2,-19,-2,0
65,-7,-2,0,0,-1,3,14,6,0
70,5,1,-1,-1,0,0,3,-12,0
75,-6,3,2,-1,0,-1,-8,15,0
80,-25,-4,1,2,4,5,19,-7,0
85,14,-1,-4,-3,-4,-10,6,0,0
90,3,1,-2,-2,-4,3,-9,-17,0
95,5,-4,0,3,2,6,-7,11,0
100,0,0,-1,0,-4,-5,-12,3,0
105,-1,0,0,-4,-5,-6,0,-9,0
110,-14,1,-1,1,2,10,28,11,0
115,10,7,6,2,3,3,-26,7,0
120,1,-6,-3,-4,-4,-8,-17,-22,0
125,-2,6,0,1,2,10,21,15,0
130,-1,-1,-3,-2,1,-12,0,-5,0
135,3,-3,-1,-1,-3,15,13,12,0
140,19,6,-4,-3,-1,-14,-19,-57,0
145,-1,-17,3,2,0,14,-12,16,0
150,-13,-6,-2,-3,-1,10,-12,15,0
155,-1,2,-2,0,0,-2,-9,-24,0
160,-9,-3,-2,-1,-1,2,16,29,0
165,-6,0,-3,-1,-1,-15,-15,-10,0
170,3,-5,-2,-1,-2,0,-19,-3,0
175,-7,10,1,0,-1,-9,11,4,0
180,-2,-3,1,-3,-5,-6,-8,-2,0
185,-5,0,-2,-1,1,-4,-19,-10,0
190,0,0,-3,-2,-2,0,12,3,0
195,-1,8,-1,-3,-4,-11,-7,0,0
200,14,-12,-3,0,-3,-7,-16,-12,0
205,24,-1,-8,-8,-5,4,17,-5,0
210,33,0,-3,-1,-2,-1,7,-11,0
215,11,1,-3,-1,3,5,15,-7,0
220,14,1,0,-2,-1,-6,-5,7,0
225,1,1,1,3,7,7,0,-12,0
230,-16,2,1,-2,-1,5,12,9,0
235,0,-2,-2,0,-2,-5,-13,-11,0
240,10,-3,-2,-2,-4,-6,-17,4,0
245,-3,-2,-2,-3,0,-3,4,-6,0
