C1,C2,C3,C4,C5,C6,C7,C8,Marker
-7,2,-3,2,8,4,13,15,NAN
-19,-6,-1,-1,2,-12,-4,-13,NAN
14,4,0,6,20,2,-21,4,NAN
-7,-3,2,-2,-27,-7,-6,-13,NAN
-1,-4,-6,-5,-6,13,4,-2,NAN
-10,-1,-2,-3,15,-3,-4,1,NAN
-9,-4,-1,-7,-29,-1,7,-21,NAN
2,2,0,4,9,-8,2,19,NAN
9,-2,3,1,12,-8,6,2,NAN
4,-1,0,2,-13,23,10,-4,NAN
-5,10,6,0,-26,-40,-10,-23,NAN
2,-8,-2,-1,-17,-15,-4,13,NAN
7,1,-3,-4,-4,-1,13,21,NAN
-16,-3,-2,9,27,17,-3,-24,NAN
9,0,-3,-2,1,-12,-9,-4,NAN
0,4,-3,-7,-1,-2,9,-11,NAN
6,-3,-5,-6,-12,4,-16,-6,NAN
-24,-1,4,7,30,18,21,-8,NAN
68,-1,-5,-9,-34,-16,-24,1,NAN
-37,-4,-4,3,2,24,11,15,NAN
18,6,0,5,8,-5,-6,-5,NAN
3,-2,-6,-12,-24,4,7,9,NAN
0,13,1,1,16,-18,6,19,NAN
-5,-2,-1,2,-6,24,11,-8,NAN
-30,-1,7,9,8,17,16,-3,NAN
-28,-8,-2,-5,-20,-36,-18,-13,NAN
-5,-8,-12,-10,0,25,20,12,NAN
16,8,4,6,13,-10,-8,2,NAN
10,-4,2,-2,-5,11,6,2,NAN
20,-8,-8,-6,-16,-29,-9,-2,NAN
9,1,-2,-2,-10,-12,-14,2,NAN
-4,8,3,-5,3,42,10,-1,NAN
2,-11,-4,-3,-33,-26,8,-6,NAN
12,9,2,6,33,68,0,-16,NAN
-26,-10,-1,-6,-31,-18,11,-6,NAN
-4,6,-1,4,11,-20,-17,3,NAN
10,1,0,1,9,5,-1,-1,NAN
41,4,-2,-2,-15,-5,-2,0,NAN
-31,-8,-3,0,22,1,-18,-19,NAN
65,10,0,-5,-36,-7,18,28,NAN
-17,3,2,2,9,6,14,5,NAN
5,-4,0,0,-8,-16,-8,-1,NAN
-9,-7,-7,-3,-13,1,-6,6,NAN
-10,-6,-1,-1,6,-9,-10,-20,NAN
1,0,0,3,6,2,-2,-3,NAN
-5,-1,0,2,14,-3,1,-9,NAN
-1,2,4,2,-9,-4,-1,0,NAN
-5,-20,-6,0,6,1,-3,-6,NAN
-8,-5,-5,-9,-12,-10,-2,-12,NAN
-2,2,1,-2,-6,-7,-3,27,NAN
4,-5,0,-2,0,30,1,0,NAN
-18,-7,-7,-3,-7,-10,-10,-25,NAN
-5,5,-5,-4,-2,-2,0,-1,NAN
-19,-2,3,0,0,-3,1,4,NAN
5,2,-4,1,4,3,-6,1,NAN
-3,1,0,-2,0,-2,0,-3,NAN
8,-5,-4,-1,-9,-17,-6,-9,NAN
1,-4,1,-3,-4,5,1,8,NAN
-18,-1,-8,-2,6,11,0,-15,NAN
-23,1,6,3,7,7,-6,0,NAN
41,-2,-6,-2,2,-15,6,7,NAN
4,3,-5,-4,-3,9,2,13,NAN
16,-6,-1,-3,-8,-6,5,1,NAN
-31,0,-1,0,8,1,-3,10,NAN
3,-13,-6,-2,9,-9,3,14,NAN
29,8,2,-1,-15,7,-1,11,NAN
-23,8,5,0,8,-14,1,-34,NAN
19,-4,-11,-4,-5,-19,-8,-12,NAN
-32,0,3,-4,-4,20,11,20,NAN
-22,-7,-5,1,10,0,-2,3,NAN
-3,11,3,-1,3,3,-14,-5,NAN
8,9,3,1,-2,1,7,5,NAN
5,2,-3,-2,-1,-12,-20,-20,NAN
10,5,1,-4,-2,-5,9,16,NAN
-2,-4,3,6,9,-4,-11,21,NAN
14,-2,-4,-9,-25,10,21,5,NAN
-12,-4,-5,-1,10,-2,0,1,NAN
-15,-4,3,1,0,-2,1,10,NAN
-13,-3,-3,-4,2,-13,-5,12,NAN
26,5,5,6,12,-4,-20,-21,NAN
16,3,-1,-5,-13,-9,-8,-23,NAN
-10,9,0,-1,0,-4,5,15,NAN
40,7,4,-1,-2,8,-1,9,NAN
-12,0,5,8,22,-3,-15,-15,NAN
25,3,1,-3,-26,0,12,-3,NAN
-4,-5,-5,-7,-12,-14,-22,-33,NAN
-14,-1,-2,-4,-10,-1,26,27,NAN
7,-3,-3,-5,-13,-8,-21,3,NAN
-19,-3,-5,-9,-11,-1,-1,-20,NAN
0,11,-2,2,11,-6,-7,-14,NAN
16,2,1,4,10,0,-1,4,NAN
10,-2,0,3,3,9,8,8,NAN
-17,-1,3,6,2,3,-10,2,NAN
0,4,2,-3,-10,-10,5,-27,NAN
-19,3,2,4,12,17,-12,-30,NAN
15,-3,2,3,9,-5,12,26,NAN
1,-1,-3,4,19,-1,6,21,NAN
37,0,-4,-28,-52,-13,-9,-9,NAN
15,-3,-1,1,5,2,-4,5,NAN
-8,11,3,16,39,11,7,4,NAN
-4,-1,-2,-9,-34,-21,7,-8,NAN
-10,-7,-5,-7,-14,-15,-19,25,NAN
0,-5,3,6,15,27,11,-1,NAN
-34,7,-5,-2,10,-4,0,6,NAN
6,-1,-3,-3,-5,-10,1,-12,NAN
-18,-4,-4,-10,-34,2,-9,25,NAN
-1,3,2,4,-15,-22,-7,-20,NAN
3,-3,4,-2,-11,-1,1,-15,NAN
27,5,0,0,5,21,-18,16,NAN
-1,-3,1,1,12,5,37,-15,NAN
-3,2,-1,-14,-23,-14,3,14,NAN
-13,4,-3,8,14,5,-4,-16,NAN
10,-1,-4,-11,-13,2,8,25,NAN
5,0,0,6,-13,-10,5,-9,NAN
-25,5,-4,1,18,6,6,-11,NAN
20,-1,1,-7,-12,12,-5,19,NAN
-7,-3,2,-1,-3,0,-9,0,NAN
2,-2,-4,-1,-8,-8,10,11,NAN
-13,-7,-7,1,12,0,0,-23,NAN
10,0,-3,-5,-10,-7,-5,6,NAN
-5,-3,3,5,3,-1,-3,20,NAN
-9,-4,0,4,5,-4,-2,0,NAN
2,-6,-5,-13,-37,-20,-15,-4,NAN
-10,3,-1,-5,4,-2,14,6,NAN
-1,-4,-1,2,21,14,2,2,NAN
-6,-8,-4,-1,7,7,8,-27,NAN
9,3,0,-1,1,-15,-1,-5,NAN
-10,-3,0,-1,3,-4,-9,8,NAN
-20,-2,1,4,11,13,17,-19,NAN
-18,-27,-9,0,-3,-10,-26,8,NAN
-5,1,4,1,-4,-1,13,-11,NAN
-9,-3,0,-3,-12,9,-4,-11,NAN
35,2,4,0,1,-8,10,2,NAN
-5,3,-1,-1,6,7,-9,5,NAN
0,-5,-1,1,11,16,-5,-9,NAN
-24,1,3,-2,-15,-21,-5,-14,NAN
4,-5,-5,-5,-4,-15,-9,-12,NAN
0,5,6,6,15,19,11,31,NAN
10,-1,-2,-6,6,15,14,14,NAN
5,1,0,-2,-30,-11,-2,-2,NAN
10,4,6,4,5,-3,16,1,NAN
6,8,7,6,4,7,9,11,NAN
-3,-2,0,-2,1,9,8,5,NAN
-2,-4,-5,-4,-6,-20,-7,4,NAN
-11,2,4,3,4,1,6,16,NAN
12,-1,2,5,19,6,16,-1,NAN
-18,-2,-5,-5,-23,-19,-22,-18,NAN
23,2,-1,-1,11,8,1,4,NAN
-16,-3,-1,3,14,-5,-9,-9,NAN
11,-4,-2,-10,-57,-9,7,12,NAN
-39,-4,-3,0,6,9,-3,-13,NAN
22,1,-4,-4,-3,-2,6,15,NAN
-16,-1,1,2,8,4,-6,-6,NAN
8,2,1,5,20,-3,-14,-23,NAN
-17,0,-1,-2,-10,-3,22,8,NAN
-4,-2,-3,-5,1,6,-20,-12,NAN
4,-17,-9,-4,-10,-13,-3,14,NAN
13,8,8,7,9,-1,-4,-17,NAN
-4,-8,-9,-11,-9,4,6,17,NAN
-30,-3,-4,-3,-2,-3,-2,-5,NAN
-10,-3,1,-3,-3,0,-10,0,NAN
-10,-5,-6,1,11,-2,-1,-31,NAN
-3,0,3,1,-13,-2,-2,18,NAN
2,0,0,1,3,-1,7,24,NAN
22,0,-3,-2,4,-3,-1,-29,NAN
-18,-1,-2,-4,-9,-1,-11,31,NAN
8,3,2,6,4,-19,-18,-5,NAN
-11,-4,-1,-3,-1,5,0,-10,NAN
10,11,4,3,3,8,29,11,NAN
2,-6,-2,-2,1,-3,22,-5,NAN
4,-2,-6,-6,11,19,-6,-15,NAN
-4,0,-1,1,-15,-12,-6,8,NAN
-11,-1,2,8,25,12,8,2,NAN
3,-1,-5,-13,-56,-24,-14,-1,NAN
5,1,2,1,7,28,7,-4,NAN
-24,-4,-2,-5,9,3,-10,-10,NAN
0,4,2,2,10,0,5,-8,NAN
5,0,1,0,-4,1,-2,11,NAN
0,1,0,-2,-25,-24,-4,-11,NAN
7,-1,1,5,9,7,-5,-8,NAN
-6,-3,-6,-6,-21,-2,-2,13,NAN
-3,1,-2,2,41,9,-2,16,NAN
11,3,4,3,9,9,5,-12,NAN
-2,-4,-5,-11,-12,-8,21,14,NAN
-6,-2,-1,-2,-40,-25,-15,-5,NAN
-1,-1,0,1,9,-1,6,-9,NAN
-4,0,0,8,16,9,-25,-4,NAN
-1,1,2,2,30,17,-24,-11,NAN
6,-2,-7,-14,-29,-10,30,9,NAN
1,-6,-3,-7,-6,-3,-5,-5,NAN
1,1,2,6,-10,-31,-7,-1,NAN
4,-1,-2,-7,-24,-5,-1,0,NAN
9,3,1,4,15,22,-2,0,NAN
-16,-2,0,0,15,2,-7,-11,NAN
0,3,2,0,6,7,-4,13,NAN
6,0,-1,1,1,30,4,-5,NAN
-4,3,3,4,25,9,10,-3,NAN
18,-1,-1,5,9,-22,-2,1,NAN
