C1,C2,C3,C4,C5,C6,C7,C8,Marker
2,1,-1,-1,0,-1,-12,-1,NAN
-4,-1,0,3,3,-5,-5,-19,NAN
4,-2,-2,-2,2,10,-21,-12,NAN
1,-2,2,-2,0,1,25,28,NAN
-40,-6,-3,-3,0,-1,-1,4,NAN
59,5,1,3,1,11,2,3,NAN
18,2,-2,-4,-11,2,2,0,NAN
-58,-9,0,1,-1,-12,-11,-29,NAN
27,3,-1,6,8,0,10,20,NAN
-3,13,-4,-9,-16,-9,-1,2,NAN
0,-9,-2,-1,3,11,-2,0,NAN
-16,5,1,2,10,20,-13,-6,NAN
-9,-12,10,2,2,5,-3,-24,NAN
-8,14,-9,-3,1,-23,4,3,NAN
-7,-2,-5,-1,-4,-3,2,7,NAN
72,4,1,1,8,13,-2,3,NAN
-12,1,3,1,-4,-17,5,13,NAN
-3,-2,-4,-2,-5,-15,1,-7,NAN
19,2,1,0,-5,-5,-1,22,NAN
-29,-13,-1,-5,-2,15,1,10,NAN
8,-1,-4,-3,-13,-20,2,-11,NAN
-6,2,2,4,19,22,-8,-2,NAN
-4,1,5,6,20,11,3,3,NAN
-6,-3,-2,-3,-8,-21,-8,2,NAN
2,2,3,5,15,7,10,1,NAN
7,15,-2,-12,-28,-8,-2,-10,NAN
-7,2,1,-4,-19,-30,-16,13,NAN
-6,-7,4,5,15,22,12,-20,NAN
-1,-3,-5,-2,1,-9,-9,10,NAN
3,-5,-3,3,-1,-11,-6,10,NAN
-10,2,0,0,14,-3,-9,-15,NAN
-1,-3,-4,-7,-18,-3,4,-6,NAN
-5,-3,-3,-1,2,-1,-3,-6,NAN
24,-2,3,8,6,-9,-12,-2,NAN
-12,-6,-3,-4,-7,5,6,0,NAN
24,-1,-2,-1,1,9,5,12,NAN
-24,-1,1,-2,1,-2,0,7,NAN
74,8,-2,-3,-13,-23,-12,-5,NAN
-29,5,0,3,8,20,-12,-23,NAN
16,0,2,0,-8,-31,2,31,NAN
-17,-7,-10,-8,-12,9,3,-1,NAN
-17,-7,-11,-4,-4,-31,-8,-19,NAN
24,-1,-9,-8,-16,-28,-3,3,NAN
-17,-8,-2,-3,0,19,11,-8,NAN
-1,-2,-2,-3,3,2,-8,11,NAN
-18,2,5,-4,-9,-4,-2,-5,NAN
1,1,3,0,7,-1,-4,0,NAN
-11,-9,0,-3,-16,-18,-6,-13,NAN
-9,-5,8,-3,-10,-25,-8,-11,NAN
-1,-3,-6,0,4,10,-4,3,NAN
10,2,-2,-3,-10,-11,-16,-9,NAN
-20,-6,-3,-8,-5,-9,6,4,NAN
2,-1,4,3,-10,-11,-4,7,NAN
4,7,3,3,8,16,-1,-12,NAN
-6,-1,-3,2,14,3,-15,-11,NAN
1,-2,-3,0,-9,-10,20,17,NAN
-4,-4,-8,-9,-27,-9,0,-17,NAN
1,1,2,5,9,-3,-6,15,NAN
10,3,0,-2,-12,-17,7,12,NAN
-10,-5,-4,-2,8,10,-15,2,NAN
-3,-1,0,-1,6,4,-10,-1,NAN
-17,-4,-2,-2,-5,-3,6,4,NAN
1,-6,3,8,15,10,9,-21,NAN
1,-1,3,-4,-10,-2,-16,-18,NAN
9,-2,0,-3,-3,-1,-6,9,NAN
-7,13,-2,0,4,4,-2,-15,NAN
