C1,C2,C3,C4,C5,C6,C7,C8,Marker
-2,0,-4,5,0,2,0,-7,NAN
-5,-1,22,9,1,-8,-6,-7,NAN
-2,-3,-16,-14,-4,0,3,-4,NAN
-5,0,-5,0,0,8,2,-3,NAN
3,-10,-1,-5,-1,-1,-4,2,NAN
-6,-2,12,21,2,3,3,-5,NAN
-10,4,1,16,3,-4,1,1,NAN
21,-6,-26,-44,-11,-9,-7,-4,NAN
-4,-6,-4,-4,-3,-3,-3,-2,NAN
1,-3,-8,4,-2,-2,4,0,NAN
11,28,24,14,0,-3,-20,1,NAN
-10,-16,-3,6,-2,-1,5,0,NAN
2,-1,-11,-1,-1,1,0,0,NAN
-8,-2,1,-9,-5,-1,3,-4,NAN
-4,-19,-6,2,-1,-4,-2,-4,NAN
-1,14,1,-6,-5,-5,-4,10,NAN
-16,-1,9,4,2,-3,2,-2,NAN
15,1,-10,-3,-2,-2,-5,2,NAN
-4,0,3,2,2,4,11,2,NAN
0,1,-3,0,2,4,-5,15,NAN
4,8,-2,7,3,2,7,-10,NAN
-33,-38,-8,-10,-3,-7,-10,-16,NAN
12,19,10,11,-2,-3,-9,-13,NAN
1,-13,-15,-29,-4,0,7,16,NAN
6,-1,3,8,-6,-6,-16,13,NAN
-3,26,5,-1,3,5,11,12,NAN
-10,4,4,-1,-1,-1,0,1,NAN
0,-5,-6,1,2,0,-6,-5,NAN
24,8,-6,-6,-2,-11,-14,6,NAN
-8,0,3,-1,-1,2,19,24,NAN
1,13,5,1,5,11,13,11,NAN
6,0,4,11,4,5,-5,-19,NAN
21,-2,-7,-8,-4,-5,-12,-6,NAN
21,5,10,1,-4,-3,-4,-12,NAN
-18,-10,-6,-3,4,7,24,34,NAN
-6,9,15,6,2,3,-1,-23,NAN
18,-3,0,3,2,3,14,51,NAN
1,0,-4,-1,-3,-3,-12,-25,NAN
-29,-16,9,2,3,3,7,-6,NAN
24,6,-5,4,-4,-10,-19,-23,NAN
-21,-3,5,-3,0,4,10,24,NAN
17,20,-10,-1,1,4,14,-1,NAN
-13,-11,0,2,4,3,0,-20,NAN
-16,-7,-11,-3,0,-4,-4,-2,NAN
15,-2,-16,-16,-5,-5,-9,-13,NAN
-19,-11,0,-1,3,2,17,52,NAN
6,13,-5,-5,-7,-10,-27,-53,NAN
5,-10,10,-2,-1,3,7,-23,NAN
8,13,1,1,-5,-5,-5,-10,NAN
-22,3,1,-4,-1,-5,-4,42,NAN
-11,-3,-4,-2,-1,-3,-13,-41,NAN
-5,-12,-4,1,-1,-2,-9,11,NAN
-9,0,0,-5,2,0,12,-22,NAN
5,-7,0,-3,-2,2,-31,-56,NAN
-7,-9,11,-8,-3,-1,-8,6,NAN
7,-3,-2,-12,1,-4,-5,-10,NAN
-16,-17,-3,-1,3,1,-8,-6,NAN
12,3,-7,3,-3,-8,-10,-2,NAN
5,1,-1,2,-3,-1,9,49,NAN
-5,15,4,2,0,0,-3,-33,NAN
-3,4,3,2,4,4,1,-12,NAN
4,-5,-1,-4,-3,-7,4,35,NAN
-14,-9,-8,-3,-4,-6,-9,-1,NAN
-5,2,-1,-2,-1,-1,23,58,NAN
-13,-4,1,-3,0,-2,-10,-23,NAN
13,6,-3,0,1,2,2,20,NAN
3,24,11,8,7,7,12,7,NAN
3,-24,-11,-2,0,1,-2,-10,NAN
-15,-5,6,2,0,2,3,2,NAN
14,-12,-4,-4,-2,-1,-3,1,NAN
-10,6,-3,-11,-4,-1,0,-17,NAN
22,-1,10,3,0,4,-11,-4,NAN
-10,17,9,7,5,2,16,47,NAN
-4,8,-10,-4,-3,-1,-2,-61,NAN
-6,-17,-7,-2,-8,2,-7,8,NAN
2,9,20,-4,4,-11,-18,-34,NAN
-2,-3,-1,4,-1,3,7,13,NAN
1,-3,-4,-3,1,3,-3,0,NAN
1,-25,-21,-4,-5,1,3,-1,NAN
-15,-7,-7,-4,1,7,14,6,NAN
24,24,-5,-6,-10,-8,-11,-26,NAN
-25,-5,1,10,3,-5,-4,15,NAN
2,8,18,6,3,-2,-5,-8,NAN
2,-19,-23,-19,-12,-3,-3,2,NAN
14,4,-3,-1,0,2,4,19,NAN
-5,5,-2,-1,-2,4,9,-5,NAN
24,4,4,2,1,-6,-5,12,NAN
-12,-1,3,3,0,-1,-12,-71,NAN
-1,-18,-2,-4,2,9,5,38,NAN
17,8,13,6,5,6,4,28,NAN
-4,15,-5,-8,-5,-3,5,4,NAN
-1,-5,-7,12,0,3,-4,3,NAN
-8,-30,-3,-4,-5,-3,-12,-26,NAN
-6,14,10,3,5,4,-3,-4,NAN
3,2,-5,5,2,5,6,-7,NAN
-18,-2,0,3,1,-2,-10,-5,NAN
11,-4,-2,2,-6,-16,-21,-16,NAN
2,-5,-16,-35,-8,-4,4,7,NAN
-1,1,8,6,-2,-4,1,11,NAN
13,-1,2,-4,2,7,9,3,NAN
-34,6,3,2,1,5,4,7,NAN
-2,3,-2,2,-5,-4,0,5,NAN
4,0,-5,-5,-3,-7,-7,-7,NAN
-6,0,-4,-2,2,5,-4,-6,NAN
-13,1,-14,-15,-5,2,-3,-32,NAN
-1,-12,3,13,9,23,3,-9,NAN
11,4,0,5,1,1,-1,1,NAN
-5,-5,-4,-2,-12,-36,-24,-13,NAN
3,1,-6,4,4,27,-4,30,NAN
11,6,2,-6,-15,-54,7,-21,NAN
6,4,3,-6,-5,2,-39,-39,NAN
5,-1,-22,-8,7,30,43,47,NAN
8,23,36,20,11,6,-5,-28,NAN
-17,-24,2,2,5,8,-3,-98,NAN
4,-2,-1,-1,-7,-8,-10,25,NAN
5,8,2,-1,7,20,15,53,NAN
