C1,C2,C3,C4,C5,C6,C7,C8,Marker
-2,-1,18,16,5,3,10,2,NAN
1,-2,-14,-8,-2,-2,-11,-2,NAN
2,-1,2,5,1,2,2,4,NAN
-3,-3,2,2,0,-3,-3,-3,NAN
10,1,-4,-1,-2,-2,-1,-3,NAN
0,3,13,12,4,4,6,0,NAN
1,9,29,31,8,5,8,4,NAN
-6,-12,-31,-46,-11,-1,-4,-4,NAN
10,-4,0,2,2,1,-3,0,NAN
-5,-4,8,-6,-3,-2,4,0,NAN
-3,-1,-14,4,4,-1,-7,-2,NAN
2,5,3,19,5,0,9,1,NAN
-8,8,-12,-20,-7,2,-1,-1,NAN
12,-7,-5,-3,1,-1,-3,-1,NAN
1,5,14,-2,4,4,10,-3,NAN
-5,-7,2,-2,-6,-5,-7,-1,NAN
-1,-9,-29,-3,0,-2,-1,-1,NAN
-11,8,34,4,2,1,5,0,NAN
-5,-14,-8,-11,-2,1,-6,-1,NAN
13,10,-3,22,6,4,2,0,NAN
11,11,9,-28,-8,-3,-6,0,NAN
-8,0,-1,13,3,1,2,0,NAN
-7,-10,-13,0,-4,-4,0,0,NAN
-9,1,17,3,2,4,-3,6,NAN
-15,-5,0,-4,-2,-4,-11,-31,NAN
5,-4,-6,11,5,5,22,18,NAN
-3,7,5,0,-8,-9,-13,0,NAN
17,0,-4,-9,-3,-2,-8,13,NAN
-1,-8,-9,-17,1,3,4,4,NAN
-3,-8,-8,-5,-4,-3,1,4,NAN
-2,3,13,20,0,-4,-8,2,NAN
-24,5,-10,-26,-9,-4,0,-5,NAN
-15,-18,-3,10,-1,-1,-6,-4,NAN
-22,4,2,-7,-1,3,0,7,NAN
0,-5,1,-4,-1,1,-3,-18,NAN
14,-1,-1,0,0,-2,8,18,NAN
6,0,26,4,5,7,3,3,NAN
12,2,0,0,-3,-3,-7,-17,NAN
-6,2,-3,-2,-3,-5,4,15,NAN
-15,-14,-4,7,7,5,-4,-7,NAN
5,-7,-10,-11,-3,-4,-10,-3,NAN
-13,-1,3,17,3,2,13,43,NAN
9,-6,-8,-7,-2,2,15,13,NAN
40,5,0,2,-4,-9,-26,-17,NAN
-25,3,-3,2,0,-2,-3,-1,NAN
6,11,-2,0,-1,5,7,6,NAN
-10,-7,-5,1,-1,-4,-14,-38,NAN
-6,2,6,-2,1,3,16,37,NAN
30,3,-5,3,2,5,13,23,NAN
14,5,9,12,1,-2,-4,24,NAN
40,-9,3,1,-2,0,12,37,NAN
-13,2,-6,-5,-3,-4,-18,-44,NAN
-39,-35,-3,2,2,5,6,19,NAN
57,31,-1,-4,-6,-14,-10,24,NAN
28,4,0,0,-2,-3,-9,2,NAN
2,7,5,1,2,5,19,45,NAN
1,6,2,2,4,3,3,1,NAN
-50,-37,-7,-3,-1,1,-5,-83,NAN
6,-11,-2,-6,-5,-3,-5,2,NAN
-42,0,3,-3,-3,-6,-12,3,NAN
1,6,1,-3,-2,2,16,-23,NAN
7,-7,-1,1,1,4,2,-7,NAN
-28,-1,-3,-1,-1,-5,-26,6,NAN
1,1,-2,0,2,3,-12,-4,NAN
-27,-15,-1,0,-1,-2,6,-11,NAN
18,5,-4,-6,-4,-4,1,0,NAN
-14,-11,-1,0,3,11,-6,19,NAN
9,13,1,6,20,25,-13,-37,NAN
-1,-2,8,11,22,38,-12,-92,NAN
-23,-16,5,0,4,2,-4,-3,NAN
27,25,4,8,4,18,27,81,NAN
18,12,11,0,2,7,-20,-75,NAN
-21,-21,-17,2,16,38,-14,-54,NAN
-11,-11,-8,-3,6,-17,16,-9,NAN
3,4,-3,-3,-33,-82,-14,-53,NAN
-8,-27,-12,14,3,1,-13,-22,NAN
2,9,5,-9,8,48,7,46,NAN
8,1,-5,14,16,-39,-37,-44,NAN
-12,-3,-36,-30,-24,-33,8,42,NAN
21,16,63,38,23,48,2,-24,NAN
-28,-30,-31,7,11,16,-1,27,NAN
3,-4,-6,-6,-14,-39,9,62,NAN
-6,-10,1,-2,-2,-2,-30,-128,NAN
30,26,-11,-24,-16,0,24,95,NAN
-13,-9,3,0,-5,-31,-3,-14,NAN
-15,-12,-15,-16,-15,-3,-11,-27,NAN
17,8,7,4,10,21,1,-17,NAN
-9,-3,-13,2,3,0,8,-46,NAN
9,49,9,15,14,32,57,26,NAN
31,-7,9,-4,-1,-14,-28,-78,NAN
-8,-16,-6,4,-6,-9,-1,19,NAN
6,5,-22,-6,-6,1,-15,3,NAN
-19,-15,-13,-72,-31,-35,-42,-6,NAN
-19,-30,5,-36,-8,11,9,13,NAN
-8,-18,-12,15,10,36,74,17,NAN
11,24,5,26,7,-23,-59,-48,NAN
10,23,20,25,6,-21,-26,-2,NAN
-16,-7,-2,14,-2,-3,-28,-7,NAN
9,7,7,-17,-6,-2,-11,10,NAN
-21,-29,-15,12,4,29,72,3,NAN
5,9,-2,-2,-1,-5,-50,-19,NAN
13,0,3,6,-1,0,36,8,NAN
7,-4,1,5,-1,-4,12,2,NAN
-12,8,5,11,0,6,12,-8,NAN
11,17,-5,-12,3,2,-16,2,NAN
